net,length_um
_03816_,243.49
_03741_,243.39
_06578_,243.02
_03468_,242.99
_05457_,242.97
_02475_,242.93
_06624_,242.775
_03655_,242.48
_05836_,242
_03983_,241.86
_04258_,241.73
_04182_,241.56
_05474_,241.32
_04113_,241.27
_03316_,240.64
_02182_,240.51
_07291_,240.38
_02442_,240.315
_03717_,240.23
_02323_,240.14
_01669_,239.73
_07245_,239.45
_02853_,238.535
_03470_,237.48
_03327_,237.4
_06017_,237.39
_03662_,237.21
_02852_,236.51
_04153_,236.08
_03723_,235.79
_02194_,235.66
net5,234.76
_06632_,234.73
_06150_,234.58
_01902_,234.57
_06149_,234.37
_07253_,234.36
_04492_,234.27
_02566_,233.89
_03914_,233.53
_03262_,233.09
_05580_,232.76
_01883_,232.57
_03758_,232.52
_02365_,232.18
_03722_,232.15
_02384_,231.98
_04183_,230.92
_02718_,230.78
_03759_,230.76
_05076_,229.8
_03988_,229.66
_07272_,229.5
_05093_,229.46
_03464_,228.74
_03436_,228.42
_05073_,227.93
_02753_,227.71
_03749_,227.59
_07114_,227.55
_02121_,227.09
_03985_,226.42
_02139_,226.3
_02213_,225.68
_03766_,225.6
_02827_,224.69
net35,224.58
_02016_,224.56
_05106_,224
_02183_,223.9
_02759_,223.01
_01894_,222.88
_01678_,222.36
_03750_,222.3
_03698_,221.94
_02458_,221.9
_03489_,221.37
_02214_,221.3
_03753_,220.8
net7,220.56
_05997_,220.2
_05856_,220.02
_06622_,219.85
_03694_,219.64
net26,219.33
_02855_,219.32
_02186_,219.24
_05658_,219.2
_02453_,219.13
_05094_,218.96
_03817_,218.91
_03904_,218.3
_07030_,218.24
_04508_,217.98
net27,217.94
_02226_,217.25
_03440_,217.16
_05486_,217.08
_03462_,216.94
net39,216.91
_04288_,216
_02210_,215.77
_06566_,215.56
_01769_,214.99
_01818_,214.95
_02118_,214.91
net43,214.76
_03599_,213.69
_01098_,213.635
_03454_,213.59
_06627_,213.44
_03770_,213.35
_03713_,213.05
_06629_,212.91
_05493_,212.595
_02172_,212.49
_06147_,212.47
_04019_,212.44
_03859_,212.13
_06583_,212.08
_02752_,211.52
_05090_,211.09
_06647_,210.9
_03473_,210.76
_03491_,210.63
_01837_,210.6
_06068_,210.37
net3,210.37
_05791_,210.34
net47,210.34
_05050_,210.3
_06164_,210.28
_05691_,210.01
_06595_,209.66
_06437_,208.69
_02865_,207.08
_03524_,206.38
net22,205.82
_01845_,205.57
_07181_,205.24
_05497_,205.23
_02721_,204.58
_03849_,204.54
_06651_,204.43
_01788_,204.26
_05455_,204.25
_03487_,203.86
_05079_,203.48
_03895_,203.37
_02247_,202.52
_03905_,201.86
_05837_,201.62
_04784_,201.575
_04024_,201.5
_07201_,201.16
_02842_,201.08
_06856_,201.06
_02859_,201.02
_06659_,200.93
_07225_,200.61
_07160_,199.87
_05098_,199.8
_05458_,199.725
_02251_,199.64
_04451_,199.19
_06642_,198.8
_02742_,198.77
_06067_,198.16
_02156_,197.785
_03745_,197.74
_02112_,197.26
_02594_,197.165
_05723_,196.86
_04787_,196.745
_03455_,196.28
_04697_,196.08
_06501_,196.06
_02124_,195.96
net77,195.39
_01670_,194.99
_03456_,194.58
_03644_,194.34
_03990_,194.255
_05699_,194.1
_05484_,193.94
_03643_,193.54
_03391_,193.515
_04125_,192.92
_02768_,192.82
_02248_,192.73
_02747_,192.66
_03460_,192.58
_03998_,192.27
_03477_,191.99
_06162_,191.86
_02132_,191.515
_02181_,190.94
_05074_,190.5
ex_mm_reg.ALU_Result_Out\[3\],190.39
net2,190.04
_05434_,189.63
_03709_,189.625
_04282_,189.28
_03714_,189.11
ex_mm_reg.RF_D2_Out\[2\],188.85
_06048_,188.81
_06133_,188.67
_05520_,188.32
_03606_,188.18
_02764_,188.1
_04607_,188.06
_05471_,187.94
_05974_,187.74
_02731_,187.66
_02236_,187.51
_07141_,187.47
_01698_,186.79
_06638_,186.62
_07081_,186.6
_05423_,186.56
_05464_,186.56
_02638_,186.45
_02143_,186.26
_05448_,185.94
_04287_,185.73
_06867_,185.72
_03934_,185.7
_01749_,185.1
_03471_,184.95
_01913_,184.9
_03319_,184.78
_02135_,184.43
_01921_,183.98
_06608_,183.98
_00001_,183.55
_02028_,183.47
_03699_,183.44
_04247_,182.65
_02034_,181.95
_05426_,181.84
_07283_,181.64
_07194_,180.82
_03695_,180.26
_06550_,179.53
_02165_,178.74
_01691_,178.61
_05091_,178.01
_06644_,177.98
_02756_,177.87
_02800_,177.315
_05082_,177.08
_03659_,176.92
_01742_,176.81
_05954_,175.99
_02749_,175.97
_03686_,175.92
_05489_,175.66
_05973_,175.44
_02166_,175.07
_03453_,174.715
_05481_,174.1
_05483_,173.78
_02882_,173.72
_05810_,173.7
_03738_,173.01
_05077_,172.9
_02174_,172.78
net68,172.36
_04087_,172.34
_06088_,172.3
_05490_,172.14
_05467_,172.05
_06158_,171.85
_01799_,171.83
_02890_,171.68
_03821_,171.67
_03922_,171.58
_02739_,171.47
_03836_,171.47
_00003_,171.36
_06504_,171.28
_03747_,171.17
_02623_,170.9
_06548_,170.62
net30,170.335
_06649_,170.26
_06652_,169.94
_03302_,169.48
_05936_,169.37
_01985_,168.8
_07264_,168.59
_06587_,168.3
_03737_,168.28
_02205_,168.07
_03676_,168.07
_02171_,168
_06891_,167.8
_06033_,167.64
_05067_,167.26
_04611_,167.18
if_id_reg.Instr_Out\[13\],166.96
_03322_,166.82
_03852_,166.57
_03732_,166.25
_05071_,166.24
_05814_,165.88
_02190_,165.84
ex_mm_reg.ALU_Result_Out\[0\],165.83
_02252_,165.76
_02114_,165.56
_03309_,165.45
_03634_,165.4
_06499_,165.17
_05099_,165.1
_05428_,164.96
clknet_leaf_55_clk,164.795
_07153_,164.62
net8,164.5
_07049_,164.49
_02659_,164.34
_06497_,163.86
_01097_,163.805
_05045_,163.78
_03768_,163.64
_07102_,163.36
clknet_leaf_119_clk,163.36
_03450_,163.16
_06049_,163.08
ex_mm_reg.RF_D2_Out\[9\],163.02
_05086_,162.96
_02598_,162.86
_06056_,162.73
_02023_,162.6
_06579_,162.43
_07284_,162.42
_04536_,162.395
_02246_,162.06
_03910_,162.05
_03705_,161.89
_06558_,161.55
_03889_,161.415
_02717_,161.38
_06126_,161.38
_07101_,161.29
clknet_leaf_95_clk,161.035
_03687_,160.76
_04496_,160.74
_07068_,160.66
_01710_,160.62
_02164_,160.615
_05975_,160.19
_03597_,159.87
_02701_,159.6
_06107_,159.38
_02019_,159.36
_03325_,159.205
_01807_,159.12
_02106_,159.12
_04248_,159.11
_03576_,158.95
_06125_,158.89
_07215_,158.86
_03679_,158.81
_02869_,158.69
_03660_,158.485
_02826_,158.39
_05626_,158.29
_05064_,158.28
_06188_,158.18
_02837_,158.04
_02113_,158.01
_02775_,157.635
_06172_,157.44
if_id_reg.Instr_Out\[12\],157.41
_01096_,157.22
_07005_,157.09
_05475_,157.05
_06553_,156.96
_03446_,156.72
_03704_,156.61
_02640_,156.6
_03912_,156.43
_05823_,156.1
_03442_,155.8
_05708_,155.78
_03451_,155.68
_06555_,155.68
_03457_,155.33
_04695_,155.23
_03610_,155.14
_04761_,155.135
_05391_,154.87
_06522_,154.84
_05860_,154.76
_05068_,154.75
_02877_,154.65
_07172_,154.37
_03448_,154.36
_06026_,154.18
_05083_,154.14
_06534_,154.11
_05715_,154.08
_05567_,153.96
_05478_,153.78
_04507_,153.34
_02782_,153.2
_00000_,153.18
_06469_,153.02
_01709_,152.84
_01876_,152.64
_06300_,152.38
_05629_,152.26
_07042_,152.24
clknet_leaf_8_clk,152.155
_05955_,151.92
_06527_,151.885
_03814_,151.87
_05494_,151.78
_05622_,151.56
_05604_,151.52
_04237_,151.44
_02232_,151.34
_03485_,151.31
clknet_leaf_148_clk,151.085
_05560_,150.84
_03693_,150.7
_02122_,150.68
_05627_,150.63
_05048_,150.38
_03281_,150.28
_05624_,150.18
_03869_,150.11
_05630_,149.64
_02624_,148.97
clknet_leaf_58_clk,148.74
_03890_,148.58
_03744_,148.52
_05617_,148.44
_04069_,148.4
ex_mm_reg.RF_D2_Out\[1\],148.38
_03481_,148.16
if_id_reg.Instr_Out\[14\],148.03
_05097_,147.99
_04029_,147.94
_05619_,147.88
_05406_,147.74
_04223_,147.72
_06037_,147.43
_02116_,147.37
_03271_,147.36
_05453_,147.22
_06849_,146.6
_03647_,146.59
_02881_,146.415
_06619_,146.4
_02872_,146.255
_02885_,146.18
_02161_,146.12
_06435_,145.91
_06475_,145.5
_05539_,145.48
_05603_,145.42
_02206_,145.16
_02160_,144.5
_02255_,144.36
_02612_,144.28
_01978_,143.78
_02157_,143.58
_01819_,143.5
_05962_,143.4
_05633_,143.38
_07104_,143.38
_02671_,143.34
_06154_,143.24
_02137_,143.15
clknet_leaf_22_clk,142.975
_03291_,142.52
_05996_,142.46
_06075_,142.395
_05714_,141.99
_06028_,141.8
_02633_,141.74
_03629_,141.71
_02707_,141.64
_03255_,141.56
_04240_,141.56
_03299_,141.42
_03501_,141.36
_05487_,141.22
_03318_,141.02
_07246_,140.9
_03372_,140.84
_05818_,140.34
_05685_,140.13
_02159_,140.02
_03810_,140.02
if_id_reg.Instr_Out\[2\],139.93
rr_ex_reg.instr_out\[7\],139.87
_03587_,139.86
_06875_,139.81
_06950_,139.59
_01780_,139.46
_04549_,139.21
_02839_,139
_06510_,138.98
_03628_,138.795
_04668_,138.76
_05472_,138.76
_02581_,138.46
_04700_,138.43
_03274_,138.31
_05798_,138.25
_05538_,138.24
_02627_,138.1
_02055_,137.98
_02215_,137.89
_03306_,137.37
_05053_,137.1
_05061_,137.06
_05060_,137
_07212_,136.93
_07265_,136.62
_01914_,136.32
_05500_,135.96
_03962_,135.935
_01741_,135.88
_03974_,135.83
_05468_,135.71
_03865_,135.64
_02578_,135.61
_03410_,135.48
_01650_,135.28
_04397_,134.74
_03846_,134.68
_04171_,134.45
clknet_leaf_3_clk,134.435
_05447_,134.1
_05508_,134
_05461_,133.98
_02713_,133.89
_05519_,133.67
_03851_,133.53
_03295_,133.51
clknet_leaf_16_clk,133.48
_05558_,133.26
_03826_,132.92
clknet_leaf_34_clk,132.88
clknet_leaf_10_clk,132.78
dmem.ram\[2\]\[14\],132.71
clknet_leaf_96_clk,132.24
_07213_,132.22
_02567_,132.18
_03155_,132.18
if_id_reg.Instr_Out\[1\],132.175
_01761_,132.09
_06039_,132.04
_02911_,131.92
_04550_,131.52
_04427_,131.32
_05501_,131.1
_04511_,131.06
_06173_,130.84
_05812_,130.83
_05935_,130.58
_06321_,130.52
_05403_,130.4
_04399_,130.34
_03794_,130.32
dmem.ram\[8\]\[6\],130.32
dmem.ram\[42\]\[7\],130.22
if_id_reg.Instr_Out\[4\],130.06
_05439_,129.99
_06145_,129.88
_05425_,129.76
_01649_,129.72
ex_mm_reg.RF_D2_Out\[11\],129.7
_03769_,129.67
_04371_,129.67
_07152_,129.66
_05675_,129.5
_07229_,129.24
_07133_,129.06
_03294_,128.96
_01724_,128.9
_05684_,128.84
dmem.ram\[2\]\[1\],128.815
clknet_leaf_9_clk,128.75
_02586_,128.66
_04457_,128.62
_05383_,128.54
_05435_,128.52
_06575_,128.48
_06601_,128.36
_01996_,128.34
_02104_,128
clknet_leaf_2_clk,127.96
rr_ex_reg.instr_out\[6\],127.715
_02193_,127.7
_04180_,127.68
_05764_,127.68
_05052_,127.41
_02602_,127.39
clknet_leaf_127_clk,127.23
dmem.ram\[2\]\[4\],127.105
_05702_,126.9
_02131_,126.66
_02015_,126.34
clknet_leaf_30_clk,126.3
_06194_,126.27
_05430_,126.23
dmem.ram\[44\]\[13\],126.16
_06301_,126.1
_07193_,125.88
_04068_,125.86
_05125_,125.855
_06320_,125.71
_05276_,125.66
_06868_,125.64
_01940_,125.58
ex_mm_reg.RF_D2_Out\[10\],125.52
_01933_,125.465
_03315_,125.3
_03103_,124.69
clknet_leaf_35_clk,124.1
clknet_leaf_137_clk,124.06
_04345_,123.86
dmem.ram\[44\]\[7\],123.81
_02354_,123.7
clknet_leaf_4_clk,123.44
clknet_leaf_21_clk,123.36
_04170_,123.29
_01690_,123.28
_03288_,123.28
_04698_,123.21
_07080_,123.21
_02616_,123.02
_02589_,122.93
_05085_,122.79
_06151_,122.62
_06193_,122.44
clknet_leaf_24_clk,122.4
_05587_,122.29
_07220_,122.24
clknet_leaf_87_clk,122.16
if_id_reg.Instr_Out\[3\],122.08
_04131_,122.06
_05943_,122.06
_06209_,122.04
_03314_,121.96
_01895_,121.935
_07242_,121.91
_04515_,121.83
if_id_reg.Instr_Out\[5\],121.82
_02571_,121.79
_02119_,121.76
_02025_,121.62
_03483_,121.56
clknet_leaf_88_clk,121.415
clknet_leaf_33_clk,121.375
_03780_,120.86
_06031_,120.78
_01127_,120.76
clknet_leaf_94_clk,120.76
_05306_,120.74
_03335_,120.5
_04639_,120.1
dmem.ram\[2\]\[3\],119.845
rr_ex_reg.instr_out\[2\],119.76
_05983_,119.38
_06839_,119.37
net17,119.24
dmem.ram\[42\]\[13\],119.12
clknet_leaf_107_clk,119.12
_02604_,118.66
_06225_,118.65
_07224_,118.56
clknet_leaf_117_clk,118.51
_04677_,118.5
_03980_,118.405
_06191_,118.4
dmem.ram\[42\]\[6\],118.28
_07089_,118.26
_02568_,118.09
_04955_,118
if_id_reg.Instr_Out\[15\],117.975
_07173_,117.96
_02021_,117.9
_06456_,117.86
_06573_,117.84
_05211_,117.8
_01932_,117.73
_03538_,117.64
_03649_,117.32
_06024_,117.16
_05056_,117.02
_05546_,116.9
_02177_,116.82
clknet_leaf_131_clk,116.82
dmem.ram\[44\]\[6\],116.805
_02058_,116.8
_03743_,116.66
_07061_,116.5
_04923_,116.495
dmem.ram\[2\]\[5\],116.47
clknet_leaf_18_clk,116.28
_01838_,116.16
_02212_,116.06
_03197_,116.02
_07217_,115.95
_07227_,115.92
_05998_,115.9
_03585_,115.82
_01139_,115.705
_01781_,115.48
_06362_,115.45
_05257_,115.28
_05287_,115.08
_03651_,115
_02199_,114.72
clknet_leaf_101_clk,114.72
_05682_,114.56
_03613_,114.4
clknet_leaf_17_clk,114.38
_05465_,114.36
_03588_,114.34
_03269_,114.29
_05690_,114.29
_02066_,114.27
_03530_,114.08
_06476_,114.04
_02614_,114.02
_03624_,113.78
_06427_,113.78
_06353_,113.64
_05230_,113.455
clknet_leaf_78_clk,113.455
_05872_,113.4
_05162_,113.34
clknet_leaf_92_clk,113.22
_07097_,113.21
_04738_,113.085
_02606_,112.91
clknet_leaf_42_clk,112.88
_03811_,112.65
_03276_,112.58
clknet_leaf_86_clk,112.495
_04304_,112.49
_06021_,112.46
_03969_,112.42
_06166_,112.17
_06029_,112.08
_02168_,112
clknet_leaf_132_clk,111.96
rr_ex_reg.pc_next_out\[6\],111.9
_02175_,111.88
_06338_,111.88
_03558_,111.84
_03923_,111.82
clknet_leaf_97_clk,111.82
clknet_leaf_25_clk,111.72
rr_ex_reg.instr_out\[5\],111.66
_06568_,111.54
_06620_,111.46
clknet_leaf_111_clk,111.3
_05384_,111.28
_00002_,111.25
net78,111.18
_03159_,111.16
clknet_leaf_6_clk,111.15
_02619_,111.02
clknet_leaf_36_clk,110.94
_05991_,110.93
_02695_,110.76
_03803_,110.76
_05865_,110.74
dmem.ram\[2\]\[2\],110.725
_01721_,110.68
_06155_,110.37
ex_mm_reg.RF_D2_Out\[12\],110.26
clknet_leaf_126_clk,110.22
_06207_,109.94
dmem.ram\[2\]\[0\],109.895
_05880_,109.5
_05688_,109.3
_07006_,109.26
clknet_leaf_69_clk,109.08
_01826_,108.98
_03801_,108.97
clknet_leaf_54_clk,108.86
_06144_,108.84
_04699_,108.82
_06336_,108.8
net319,108.79
_06157_,108.68
_02221_,108.62
clknet_leaf_57_clk,108.51
_07134_,108.47
_04071_,108.42
_03807_,108.19
_02050_,108.07
dmem.ram\[2\]\[13\],107.835
dmem.ram\[27\]\[11\],107.68
dmem.ram\[50\]\[9\],107.61
clknet_leaf_32_clk,107.56
_06163_,107.4
ex_mm_reg.RF_D2_Out\[14\],107.32
_07233_,107.28
clknet_leaf_141_clk,107.18
_01726_,107.16
_02484_,107.1
_02115_,107.04
_04691_,107
_07222_,106.86
_06019_,106.54
_06234_,106.52
_02572_,106.5
_03719_,106.38
_04333_,106.38
_05819_,106.26
_05063_,106.12
dmem.ram\[56\]\[9\],106.08
_05687_,105.96
ex_mm_reg.RF_D2_Out\[8\],105.8
_02574_,105.49
_02293_,105.22
_03875_,105.14
clknet_leaf_85_clk,105.08
_03363_,105.05
_02041_,105
_05268_,104.98
_05679_,104.82
dmem.ram\[42\]\[9\],104.66
_03439_,104.58
_02615_,104.47
_05181_,104.42
_01857_,104.38
_05787_,104.365
_05314_,104.34
_07231_,104.32
_05858_,104.26
_03893_,104.04
_06235_,104
_06361_,103.92
_05559_,103.64
_04296_,103.61
_06152_,103.52
_03771_,103.47
_01800_,103.46
rr_ex_reg.pc_next_out\[1\],103.34
_05527_,103.32
dmem.ram\[44\]\[15\],102.98
_03703_,102.9
_03173_,102.86
dmem.ram\[38\]\[9\],102.78
_02227_,102.67
_06905_,102.64
_05295_,102.58
_03458_,102.41
_03887_,102.36
_03387_,102.22
_03835_,102.14
_07237_,102.14
_03257_,102
_04919_,101.77
_03243_,101.72
_03830_,101.7
_02184_,101.54
rr_ex_reg.instr_out\[8\],101.52
clknet_leaf_39_clk,101.52
_01762_,101.5
clknet_leaf_108_clk,101.48
_02202_,101.33
_04338_,101.28
_02153_,101.15
_02223_,101.13
clknet_leaf_62_clk,101.1
clknet_leaf_72_clk,101.09
_05238_,101.08
_01657_,100.94
_05678_,100.8
_05681_,100.6
clknet_leaf_29_clk,100.54
_04112_,100.46
clknet_leaf_124_clk,100.05
_03604_,100.025
_05200_,100
_05844_,99.96
_03596_,99.8
dmem.ram\[14\]\[0\],99.795
_02185_,99.7
_06829_,99.64
rr_ex_reg.pc_next_out\[4\],99.56
_05127_,99.55
net42,99.5
_03321_,99.46
_03346_,99.44
_06206_,99.4
_03270_,99.33
dmem.ram\[42\]\[8\],99.06
_03211_,99.05
_01864_,98.91
clknet_leaf_120_clk,98.86
_06148_,98.64
_02147_,98.61
dmem.ram\[4\]\[6\],98.6
_03377_,98.44
_07189_,98.42
_05718_,98.405
_06908_,98.4
_06763_,98.27
_03516_,98.235
clknet_leaf_49_clk,98.22
_03280_,98.16
_06506_,98.12
rr_ex_reg.pc_next_out\[8\],97.815
_03324_,97.78
_07235_,97.7
_03632_,97.58
_05979_,97.42
dmem.ram\[60\]\[9\],97.36
_06208_,97.26
_02590_,97.16
_02064_,97.1
clknet_leaf_144_clk,96.9
_05055_,96.88
dmem.ram\[51\]\[9\],96.88
_02037_,96.86
_02565_,96.86
clknet_leaf_149_clk,96.84
_05219_,96.78
clknet_leaf_109_clk,96.765
_06886_,96.74
_01965_,96.72
dmem.ram\[62\]\[9\],96.355
clknet_leaf_73_clk,96.3
clknet_leaf_98_clk,96.22
rr_ex_reg.pc_next_out\[11\],96.145
_03223_,96.12
_03787_,96.12
_04725_,95.99
clknet_leaf_116_clk,95.985
dmem.ram\[42\]\[15\],95.98
id_rr_reg.instr_out\[8\],95.97
_01997_,95.92
_04176_,95.9
_03408_,95.85
_03311_,95.76
_07023_,95.72
_02622_,95.7
_02100_,95.66
_02285_,95.52
_06310_,95.48
_06678_,95.36
dmem.ram\[54\]\[9\],95.21
clknet_leaf_104_clk,95.095
actl.reg_write_enable_in,95.09
clknet_leaf_114_clk,95.06
dmem.ram\[46\]\[9\],95
_05119_,94.97
id_rr_reg.instr_out\[7\],94.795
_03254_,94.68
_05613_,94.62
_05727_,94.62
_05141_,94.6
_03312_,94.56
_06562_,94.54
clknet_leaf_84_clk,94.14
_03885_,94.03
id_rr_reg.instr_out\[6\],94.01
_05173_,93.88
_03730_,93.78
clknet_leaf_43_clk,93.78
_06514_,93.75
_04426_,93.72
_06035_,93.52
_03572_,93.4
_06675_,93.23
_03592_,93.06
dmem.ram\[56\]\[11\],92.78
clknet_leaf_50_clk,92.775
_05636_,92.7
_06315_,92.67
dmem.ram\[53\]\[9\],92.66
rr_ex_reg.pc_next_out\[0\],92.5
clknet_leaf_105_clk,92.495
dmem.ram\[10\]\[0\],92.48
id_rr_reg.instr_out\[9\],92.48
_05345_,92.475
_05352_,92.24
clknet_leaf_134_clk,92.24
_02893_,92.22
_04910_,92.22
net274,92.19
_02198_,91.94
_07240_,91.86
dmem.ram\[33\]\[9\],91.86
_06546_,91.84
_05863_,91.7
_05192_,91.56
_03882_,91.55
dmem.ram\[35\]\[9\],91.26
_03509_,91.075
_06564_,91.04
_04432_,90.9
_04608_,90.86
_06471_,90.86
clknet_leaf_146_clk,90.805
regfile.registerFile\[3\]\[3\],90.8
clknet_leaf_15_clk,90.8
_03296_,90.6
clknet_leaf_67_clk,90.6
_06241_,90.5
rr_ex_reg.instr_out\[0\],90.48
clknet_leaf_7_clk,90.4
clknet_leaf_31_clk,90.38
_03493_,90.35
net1181,90.18
regfile.registerFile\[2\]\[3\],90.1
_07085_,89.86
_04132_,89.78
_05333_,89.78
_02642_,89.77
_04769_,89.76
_06335_,89.72
_05868_,89.68
clknet_leaf_1_clk,89.64
_06694_,89.63
clknet_leaf_140_clk,89.435
_05363_,89.43
_06679_,89.43
clknet_leaf_81_clk,89.355
clknet_leaf_28_clk,89.28
_04555_,89.13
dmem.ram\[24\]\[12\],89.1
ex_mm_reg.Rd_Data_Out_PR\[10\],89.08
clknet_leaf_103_clk,89.08
_01967_,89.06
_03795_,89.02
_01734_,89
_06337_,88.96
_06171_,88.93
dmem.ram\[61\]\[9\],88.86
_03354_,88.84
_02241_,88.82
clknet_leaf_44_clk,88.63
_04124_,88.56
clknet_leaf_20_clk,88.56
rr_ex_reg.pc_next_out\[7\],88.48
_01739_,88.46
clknet_leaf_122_clk,88.46
_06428_,88.38
_02204_,88.14
_06331_,88.14
clknet_leaf_113_clk,88.12
_06226_,88.03
ex_mm_reg.RF_D2_Out\[3\],87.86
_02441_,87.83
