net,length_um
dmem.ram\[33\]\[11\],48.68
_04197_,48.67
_04849_,48.64
dmem.ram\[41\]\[2\],48.62
_06327_,48.52
_07583_,48.5
dmem.ram\[40\]\[5\],48.5
_04351_,48.48
bht_lut.branchHistoryTable\[3\]\[25\],48.39
_02322_,48.38
_03530_,48.33
dmem.ram\[35\]\[0\],48.28
_02809_,48.24
_05429_,48.24
dmem.ram\[32\]\[4\],48.19
register_file.registerFile\[4\]\[14\],48.16
_05162_,48.12
dmem.ram\[57\]\[12\],48.12
register_file.registerFile\[1\]\[12\],48.12
dmem.ram\[17\]\[14\],48.08
_04388_,48.02
_01428_,47.995
mem_wb_pipeline_reg.Rd_Data_Out_PR\[9\],47.98
_06370_,47.92
_02825_,47.85
clknet_leaf_25_clk,47.78
clknet_leaf_143_clk,47.78
_04422_,47.76
bht_lut.branchHistoryTable\[6\]\[25\],47.74
_04178_,47.7
_04891_,47.7
clknet_leaf_196_clk,47.7
_02208_,47.66
dmem.ram\[59\]\[2\],47.62
_04357_,47.6
_07961_,47.56
_05560_,47.52
_04181_,47.5
_04731_,47.48
bht_lut.branchHistoryTable\[7\]\[23\],47.48
clknet_leaf_81_clk,47.42
_05001_,47.4
_05780_,47.4
_03543_,47.38
_04294_,47.34
_04468_,47.34
_06248_,47.34
_05874_,47.32
register_file.registerFile\[1\]\[14\],47.32
_06304_,47.28
dmem.ram\[12\]\[2\],47.24
bht_lut.branchHistoryTable\[4\]\[25\],47.215
dmem.ram\[53\]\[2\],47.2
_05462_,47.18
_08232_,47.18
bht_lut.branchHistoryTable\[6\]\[28\],47.165
register_file.registerFile\[1\]\[5\],47.14
_07230_,47.12
_03291_,47.1
_05133_,47.06
bht_lut.branchHistoryTable\[4\]\[32\],47.06
_04790_,46.97
_06588_,46.96
dmem.ram\[35\]\[7\],46.85
_05622_,46.76
dmem.ram\[42\]\[7\],46.68
_04441_,46.64
_03645_,46.6
_04342_,46.6
_04313_,46.58
_03583_,46.52
_05157_,46.52
bht_lut.branchHistoryTable\[6\]\[23\],46.52
id_rr_pipe_reg.instr_out\[13\],46.5
_03285_,46.44
bht_lut.branchHistoryTable\[2\]\[29\],46.43
bht_lut.branchHistoryTable\[1\]\[19\],46.415
_05440_,46.4
_05891_,46.4
dmem.ram\[19\]\[2\],46.36
rr_ex_pipe_reg.RF_D2_Out\[9\],46.36
_03646_,46.34
_05551_,46.22
dmem.ram\[29\]\[10\],46.2
dmem.ram\[22\]\[13\],46.15
_04903_,46.04
dmem.ram\[59\]\[10\],46.04
_04676_,46.02
_02592_,45.94
dmem.mem_read_data\[5\],45.86
_02635_,45.84
_05626_,45.84
dmem.ram\[12\]\[5\],45.8
bht_lut.branchHistoryTable\[0\]\[29\],45.795
forwardlogic.rs1_addr_rr_ex\[1\],45.78
_03509_,45.72
_04198_,45.68
clknet_leaf_129_clk,45.66
_05336_,45.64
_03526_,45.6
_05461_,45.6
dmem.ram\[49\]\[11\],45.59
_02943_,45.58
dmem.ram\[43\]\[5\],45.56
net371,45.54
net102,45.52
_04571_,45.5
la_sa_lm_sm_block.reg_data_form_id_128\[5\],45.48
clknet_leaf_216_clk,45.44
bht_lut.branchHistoryTable\[2\]\[28\],45.42
bht_lut.branchHistoryTable\[6\]\[32\],45.3
_04450_,45.26
_05597_,45.26
forwardlogic.rs2_addr_rr_ex\[0\],45.14
bht_lut.branchHistoryTable\[2\]\[20\],45.08
_05676_,45.04
_03460_,45
dmem.ram\[12\]\[1\],44.98
register_file.registerFile\[1\]\[4\],44.94
id_rr_pipe_reg.instr_out\[12\],44.92
_04461_,44.9
dmem.ram\[56\]\[11\],44.86
_05143_,44.84
_05515_,44.82
bht_lut.branchHistoryTable\[5\]\[32\],44.82
register_file.registerFile\[0\]\[7\],44.82
_03529_,44.8
_06818_,44.795
_05796_,44.78
_04521_,44.76
_08382_,44.72
_08486_,44.72
_04491_,44.68
_04873_,44.68
_06121_,44.58
_05883_,44.52
_04839_,44.42
_03644_,44.38
_07709_,44.38
_04632_,44.36
_02909_,44.26
dmem.ram\[14\]\[12\],44.19
net205,44.16
bht_lut.branchHistoryTable\[1\]\[23\],44.07
id_rr_pipe_reg.cntrl_out\[0\],44.06
bht_lut.branchHistoryTable\[2\]\[21\],44.05
clknet_leaf_212_clk,44.04
_04333_,44.02
clknet_leaf_141_clk,44
dmem.ram\[23\]\[3\],43.98
_05057_,43.96
dmem.ram\[32\]\[5\],43.94
_04226_,43.88
_02941_,43.76
_03247_,43.76
pc_data_select.B\[0\],43.75
dmem.ram\[31\]\[4\],43.72
_05911_,43.66
dmem.ram\[61\]\[5\],43.62
dmem.ram\[41\]\[5\],43.6
bht_lut.branchHistoryTable\[6\]\[30\],43.58
dmem.ram\[12\]\[13\],43.58
pc_data_select.B\[13\],43.48
_05417_,43.44
pc_data_select.B\[2\],43.43
_02236_,43.42
_04166_,43.34
dmem.ram\[60\]\[5\],43.28
_08280_,43.22
dmem.ram\[24\]\[9\],43.2
instr_mem1.rom\[8\]\[4\],43.15
_03251_,43.08
dmem.ram\[17\]\[3\],43.08
register_file.registerFile\[6\]\[13\],43.07
_06001_,43.06
_06371_,43.06
_07404_,43.005
register_file.registerFile\[6\]\[14\],43.005
_03434_,43
rr_ex_pipe_reg.RF_D2_Out\[10\],43
_04558_,42.96
clknet_leaf_80_clk,42.94
bht_lut.branchHistoryTable\[7\]\[28\],42.9
clknet_leaf_63_clk,42.9
_08438_,42.84
_07539_,42.8
dmem.ram\[38\]\[2\],42.68
_02525_,42.64
_03599_,42.64
dmem.ram\[49\]\[10\],42.64
rr_ex_pipe_reg.RF_D3_From_WB_Out\[4\],42.62
ex_mem_pipe_reg.Rd_Addr_Out_PR\[1\],42.6
_05322_,42.58
_03472_,42.56
bht_lut.branchHistoryTable\[1\]\[25\],42.545
_04566_,42.5
_05878_,42.5
_07629_,42.44
la_sa_lm_sm_block.reg_data_form_id_128\[10\],42.42
dmem.ram\[40\]\[0\],42.38
dmem.ram\[40\]\[3\],42.38
_05029_,42.34
_05281_,42.34
rr_ex_pipe_reg.RF_D3_From_WB_Out\[1\],42.32
bht_lut.branchHistoryTable\[5\]\[25\],42.285
_07680_,42.265
dmem.ram\[38\]\[7\],42.235
bht_lut.branchHistoryTable\[5\]\[29\],42.22
dmem.ram\[38\]\[4\],42.155
_04690_,42.08
_04944_,42.08
_05993_,42.08
_04419_,42.06
_05516_,42
_08037_,42
dmem.ram\[40\]\[11\],41.98
_04409_,41.82
_03576_,41.8
_05347_,41.8
bht_lut.branchHistoryTable\[0\]\[31\],41.8
net610,41.76
_02187_,41.74
mem_wb_pipeline_reg.Rd_Data_Out_PR\[10\],41.68
ex_mem_pipe_reg.RF_D2_Out\[1\],41.64
_07665_,41.62
_04667_,41.58
dmem.ram\[38\]\[5\],41.575
_06129_,41.57
pc_data_select.B\[11\],41.54
bht_lut.branchHistoryTable\[3\]\[32\],41.52
_04883_,41.5
register_file.registerFile\[6\]\[6\],41.49
_07636_,41.48
_03479_,41.46
dmem.ram\[5\]\[2\],41.44
net619,41.42
_03186_,41.34
clknet_leaf_48_clk,41.32
_05940_,41.26
_04549_,41.24
instr_mem1.rom\[8\]\[12\],41.22
_03554_,41.2
_05944_,41.2
_07658_,41.2
_03459_,41.18
dmem.ram\[59\]\[4\],41.18
_03263_,41.16
ex_mem_pipe_reg.RF_D2_Out\[10\],41.16
_02970_,41.12
_05655_,41.12
_03630_,41.06
la_sa_lm_sm_block.reg_data_form_id_128\[0\],41.04
dmem.ram\[12\]\[3\],41
pc_data_select.B\[1\],40.97
register_file.registerFile\[0\]\[6\],40.97
_06112_,40.96
bht_lut.branchHistoryTable\[4\]\[29\],40.92
dmem.ram\[38\]\[11\],40.87
_07807_,40.84
_00005_,40.805
_06605_,40.78
_02863_,40.76
_03412_,40.74
_04642_,40.74
_05903_,40.74
bht_lut.branchHistoryTable\[0\]\[23\],40.74
dmem.ram\[37\]\[4\],40.74
_07649_,40.7
_02807_,40.68
register_file.registerFile\[0\]\[5\],40.66
dmem.ram\[17\]\[1\],40.64
_02558_,40.62
dmem.ram\[47\]\[2\],40.62
net101,40.54
la_sa_lm_sm_block.reg_data_form_id_128\[6\],40.5
dmem.ram\[51\]\[1\],40.49
bht_lut.branchHistoryTable\[0\]\[18\],40.48
_04987_,40.38
_02846_,40.36
_04686_,40.32
_04850_,40.3
_04901_,40.3
_03274_,40.28
dmem.ram\[32\]\[11\],40.26
register_file.registerFile\[4\]\[5\],40.26
_02619_,40.24
_04364_,40.24
_04925_,40.24
_05909_,40.24
_05919_,40.235
_02257_,40.2
_05229_,40.18
_05960_,40.18
_03652_,40.08
bht_lut.branchHistoryTable\[3\]\[23\],40.07
dmem.ram\[62\]\[11\],40.07
_05161_,40.06
clknet_leaf_8_clk,40.02
_05212_,40
dmem.ram\[23\]\[5\],39.96
bht_lut.branchHistoryTable\[3\]\[18\],39.955
bht_lut.branchHistoryTable\[1\]\[17\],39.915
_02873_,39.88
net37,39.88
dmem.ram\[34\]\[4\],39.86
dmem.ram\[17\]\[5\],39.84
_03565_,39.78
_04955_,39.76
_07677_,39.76
dmem.ram\[19\]\[4\],39.76
rr_ex_pipe_reg.RF_D3_From_WB_Out\[8\],39.76
_04264_,39.74
_04767_,39.72
_02550_,39.7
la_sa_lm_sm_block.reg_data_form_id_128\[8\],39.7
dmem.ram\[42\]\[5\],39.64
_05788_,39.58
_05837_,39.56
_07572_,39.54
_01430_,39.455
_07393_,39.45
dmem.ram\[20\]\[13\],39.44
bht_lut.branchHistoryTable\[5\]\[26\],39.4
alu_control.aluCtrlOp\[1\],39.39
dmem.mem_read_data\[9\],39.38
dmem.ram\[46\]\[11\],39.365
dmem.ram\[19\]\[10\],39.32
_04719_,39.28
dmem.ram\[40\]\[1\],39.26
dmem.ram\[14\]\[13\],39.23
_04451_,39.2
_06495_,39.16
bht_lut.branchHistoryTable\[3\]\[29\],39.155
clknet_leaf_174_clk,39.14
dmem.ram\[21\]\[1\],39.135
register_file.registerFile\[4\]\[13\],39.12
_04466_,39.04
_04605_,39.02
_03623_,38.98
dmem.ram\[23\]\[2\],38.96
_06260_,38.945
pc_data_select.B\[5\],38.88
_04573_,38.86
bht_lut.branchHistoryTable\[1\]\[22\],38.86
_04343_,38.855
_08449_,38.84
_05662_,38.82
dmem.ram\[55\]\[2\],38.78
dmem.ram\[45\]\[12\],38.76
_04471_,38.72
_05385_,38.72
net23,38.72
_05470_,38.7
dmem.ram\[41\]\[3\],38.7
_01128_,38.685
_05109_,38.66
_02579_,38.56
_05535_,38.52
bht_lut.branchHistoryTable\[6\]\[19\],38.52
_03633_,38.44
_04821_,38.44
_05081_,38.44
bht_lut.branchHistoryTable\[2\]\[17\],38.42
dmem.ram\[50\]\[10\],38.42
_04697_,38.38
_04953_,38.34
instr_mem1.rom\[0\]\[12\],38.32
_04171_,38.26
_08466_,38.24
net1238,38.235
_02987_,38.22
dmem.ram\[61\]\[3\],38.22
_04753_,38.14
_07351_,38.12
_07516_,38.06
dmem.ram\[19\]\[13\],38.06
_05178_,38.04
_05269_,38.02
_06286_,38.02
dmem.ram\[53\]\[3\],38.02
_05494_,37.98
instr_mem1.rom\[8\]\[5\],37.98
_00004_,37.965
ex_mem_pipe_reg.RF_D2_Out\[0\],37.94
_07596_,37.92
_02660_,37.86
_05593_,37.84
dmem.ram\[53\]\[1\],37.82
_01825_,37.8
_08414_,37.8
bht_lut.branchHistoryTable\[1\]\[31\],37.78
instr_mem1.rom\[10\]\[6\],37.765
rr_ex_pipe_reg.RF_D3_From_WB_Out\[15\],37.76
_02804_,37.66
la_sa_lm_sm_block.reg_data_form_id_128\[3\],37.64
_08307_,37.6
_04897_,37.56
_08397_,37.52
dmem.ram\[21\]\[2\],37.52
_04845_,37.48
dmem.mem_read_data\[14\],37.46
dmem.ram\[56\]\[12\],37.46
dmem.ram\[58\]\[12\],37.46
dmem.ram\[33\]\[3\],37.42
_08227_,37.4
dmem.ram\[17\]\[2\],37.34
net472,37.34
_03256_,37.32
dmem.ram\[42\]\[2\],37.32
dmem.ram\[45\]\[9\],37.32
dmem.ram\[30\]\[11\],37.31
_03518_,37.3
_03616_,37.3
_04366_,37.26
_02542_,37.22
dmem.ram\[49\]\[13\],37.21
_05829_,37.2
_02568_,37.18
dmem.ram\[51\]\[14\],37.16
dmem.ram\[48\]\[2\],37.14
dmem.ram\[60\]\[2\],37.14
_03284_,37.12
_05183_,37.06
bht_lut.branchHistoryTable\[2\]\[25\],37.05
_02799_,37.04
dmem.ram\[32\]\[13\],37.04
net137,37.04
dmem.ram\[40\]\[4\],37.035
dmem.ram\[45\]\[0\],37.02
_05823_,37
dmem.ram\[32\]\[12\],36.98
register_file.registerFile\[0\]\[15\],36.94
_03627_,36.92
_07283_,36.92
_06340_,36.82
dmem.ram\[1\]\[12\],36.78
_03606_,36.76
dmem.ram\[40\]\[13\],36.76
register_file.registerFile\[0\]\[14\],36.76
_07640_,36.74
dmem.ram\[36\]\[0\],36.74
_04864_,36.7
dmem.ram\[45\]\[14\],36.7
_04977_,36.64
dmem.ram\[35\]\[3\],36.64
_02513_,36.56
_04528_,36.54
dmem.ram\[53\]\[5\],36.54
_05525_,36.52
_05827_,36.52
_06590_,36.52
la_sa_lm_sm_block.reg_data_form_id_128\[14\],36.52
dmem.ram\[18\]\[11\],36.485
_04831_,36.44
bht_lut.branchHistoryTable\[0\]\[20\],36.42
_08392_,36.4
bht_lut.branchHistoryTable\[1\]\[24\],36.26
_04616_,36.24
_05745_,36.2
dmem.ram\[46\]\[12\],36.17
bht_lut.branchHistoryTable\[2\]\[18\],36.15
_05481_,36.14
ex_mem_pipe_reg.Instr_Out\[14\],36.1
_03444_,36.08
dmem.ram\[60\]\[3\],36.06
instr_mem1.rom\[8\]\[13\],36.06
bht_lut.branchHistoryTable\[4\]\[21\],36.03
bht_lut.branchHistoryTable\[3\]\[31\],36.02
bht_lut.branchHistoryTable\[5\]\[28\],36.02
_02969_,36.01
_05915_,36
_04935_,35.98
dmem.ram\[1\]\[9\],35.98
_05850_,35.96
net616,35.9
_07618_,35.86
dmem.ram\[42\]\[3\],35.8
dmem.ram\[34\]\[13\],35.74
net624,35.74
_04087_,35.72
_04527_,35.7
dmem.ram\[56\]\[2\],35.62
_04474_,35.6
_05474_,35.58
_04535_,35.56
dmem.ram\[50\]\[11\],35.56
_04812_,35.54
_07442_,35.53
_05524_,35.52
dmem.mem_read_data\[6\],35.52
register_file.registerFile\[1\]\[8\],35.505
_06478_,35.48
dmem.ram\[59\]\[5\],35.46
_01151_,35.425
_02259_,35.42
dmem.ram\[14\]\[10\],35.345
_04159_,35.34
_04781_,35.32
dmem.ram\[17\]\[0\],35.32
_07355_,35.28
dmem.ram\[43\]\[3\],35.28
_05755_,35.22
_05840_,35.2
_05547_,35.18
_03609_,35.16
_04174_,35.08
dmem.ram\[1\]\[13\],35.02
rr_ex_pipe_reg.RF_D2_Out\[11\],35.02
_04120_,35
dmem.ram\[50\]\[3\],34.98
dmem.ram\[48\]\[10\],34.96
_06290_,34.93
_05369_,34.92
clknet_leaf_1_clk,34.86
_02945_,34.8
_05956_,34.8
_05978_,34.8
_03468_,34.78
dmem.ram\[41\]\[4\],34.74
net561,34.72
dmem.ram\[34\]\[3\],34.68
_03316_,34.66
dmem.ram\[28\]\[4\],34.65
_03848_,34.64
dmem.ram\[19\]\[12\],34.62
_04269_,34.58
_06137_,34.58
bht_lut.branchHistoryTable\[3\]\[20\],34.56
_04066_,34.52
net1522,34.52
bht_lut.branchHistoryTable\[2\]\[22\],34.46
_07662_,34.44
dmem.ram\[45\]\[1\],34.44
dmem.ram\[35\]\[5\],34.42
_03600_,34.38
_05005_,34.38
_04999_,34.36
register_file.registerFile\[4\]\[15\],34.335
_03426_,34.32
_04272_,34.32
_07555_,34.3
dmem.ram\[25\]\[12\],34.3
net115,34.3
dmem.ram\[16\]\[3\],34.28
instr_mem1.rom\[10\]\[7\],34.26
la_sa_lm_sm_block.reg_data_form_id_128\[9\],34.26
rr_ex_pipe_reg.RF_D3_From_WB_Out\[13\],34.24
_04851_,34.2
_07522_,34.16
dmem.ram\[41\]\[13\],34.14
instr_mem1.rom\[8\]\[2\],34.12
dmem.ram\[34\]\[12\],34.1
dmem.ram\[36\]\[11\],34.04
bht_lut.branchHistoryTable\[3\]\[17\],33.985
_05627_,33.96
dmem.ram\[32\]\[1\],33.96
dmem.ram\[6\]\[14\],33.905
dmem.ram\[43\]\[4\],33.9
_06320_,33.86
_07612_,33.86
dmem.ram\[36\]\[4\],33.86
dmem.ram\[22\]\[4\],33.845
dmem.ram\[55\]\[4\],33.84
_07438_,33.815
dmem.ram\[45\]\[13\],33.76
dmem.ram\[56\]\[10\],33.72
dmem.ram\[1\]\[10\],33.68
dmem.ram\[51\]\[2\],33.64
dmem.ram\[45\]\[10\],33.56
_04954_,33.52
_04299_,33.515
_08434_,33.47
dmem.ram\[21\]\[5\],33.47
bht_lut.branchHistoryTable\[2\]\[19\],33.46
_05821_,33.425
_05669_,33.38
dmem.ram\[22\]\[2\],33.37
_05006_,33.36
dmem.ram\[16\]\[15\],33.36
net97,33.34
dmem.ram\[19\]\[3\],33.32
dmem.ram\[56\]\[4\],33.3
_04152_,33.28
_06598_,33.28
dmem.ram\[59\]\[0\],33.26
_04360_,33.22
dmem.ram\[0\]\[3\],33.22
_07645_,33.2
_04995_,33.18
_06012_,33.18
_03445_,33.16
_07429_,33.16
dmem.ram\[57\]\[5\],33.16
_05846_,33.14
dmem.ram\[56\]\[3\],33.12
_06445_,33.08
dmem.ram\[16\]\[14\],33.08
dmem.ram\[48\]\[3\],33.06
dmem.ram\[44\]\[5\],33.04
id_rr_pipe_reg.spec_taken_out,33.04
_06141_,33
dmem.ram\[18\]\[10\],32.965
_05436_,32.96
dmem.ram\[8\]\[13\],32.96
dmem.ram\[7\]\[14\],32.94
_02534_,32.92
bht_lut.branchHistoryTable\[5\]\[19\],32.91
_06135_,32.9
dmem.ram\[58\]\[10\],32.9
dmem.ram\[37\]\[2\],32.86
net131,32.86
_05575_,32.84
dmem.ram\[47\]\[3\],32.82
_05480_,32.8
dmem.ram\[21\]\[4\],32.76
_04069_,32.75
dmem.ram\[1\]\[2\],32.74
_03273_,32.72
_08256_,32.7
bht_lut.branchHistoryTable\[1\]\[27\],32.695
_05869_,32.68
_03593_,32.66
ex_mem_pipe_reg.RF_D2_Out\[6\],32.64
_04769_,32.62
_05418_,32.58
net257,32.56
_03651_,32.54
_05479_,32.54
_08358_,32.54
_07607_,32.505
instr_mem1.rom\[8\]\[0\],32.5
_07653_,32.48
_03454_,32.46
_03586_,32.46
_03611_,32.46
_05572_,32.46
_08384_,32.46
dmem.ram\[12\]\[12\],32.44
ex_mem_pipe_reg.RF_D1_Out\[0\],32.44
_03283_,32.42
_05445_,32.42
_07652_,32.4
dmem.ram\[16\]\[5\],32.395
_03226_,32.39
dmem.ram\[59\]\[3\],32.36
dmem.ram\[54\]\[13\],32.345
dmem.ram\[41\]\[12\],32.3
dmem.ram\[45\]\[3\],32.28
_04520_,32.26
_05696_,32.26
dmem.ram\[53\]\[14\],32.26
dmem.ram\[38\]\[8\],32.255
_05932_,32.24
_07359_,32.24
bht_lut.branchHistoryTable\[3\]\[24\],32.22
_04958_,32.16
_06145_,32.16
dmem.ram\[48\]\[1\],32.1
_07579_,32.08
_06105_,32.06
_07657_,32.02
_03654_,32
_05048_,32
_06264_,31.98
dmem.ram\[42\]\[13\],31.98
net703,31.98
_06447_,31.96
_03649_,31.92
_07347_,31.92
_04302_,31.9
dmem.ram\[19\]\[5\],31.9
dmem.ram\[61\]\[2\],31.9
instr_mem1.rom\[5\]\[12\],31.9
_05910_,31.88
net104,31.84
dmem.ram\[32\]\[0\],31.76
_06033_,31.74
bht_lut.branchHistoryTable\[7\]\[31\],31.72
dmem.ram\[41\]\[6\],31.72
dmem.ram\[59\]\[6\],31.72
dmem.ram\[57\]\[3\],31.7
dmem.ram\[19\]\[14\],31.68
_02857_,31.66
dmem.ram\[47\]\[4\],31.62
id_rr_pipe_reg.pc_next_out\[15\],31.6
net127,31.6
_05356_,31.56
_06430_,31.56
_05522_,31.54
_05801_,31.54
dmem.ram\[35\]\[10\],31.54
dmem.ram\[62\]\[12\],31.505
_04412_,31.5
_05833_,31.5
_05433_,31.48
alu_control.ALUControlIn\[1\],31.48
dmem.ram\[41\]\[15\],31.4
dmem.ram\[51\]\[11\],31.4
net497,31.38
dmem.ram\[11\]\[3\],31.32
dmem.ram\[43\]\[12\],31.32
instr_mem1.rom\[0\]\[13\],31.32
_04479_,31.3
_05787_,31.3
dmem.ram\[0\]\[9\],31.3
_07584_,31.26
dmem.ram\[26\]\[6\],31.225
dmem.ram\[8\]\[5\],31.22
_03539_,31.2
dmem.ram\[0\]\[2\],31.2
dmem.ram\[33\]\[14\],31.2
dmem.ram\[35\]\[2\],31.2
id_rr_pipe_reg.pc_next_out\[13\],31.2
dmem.ram\[22\]\[11\],31.175
_04859_,31.16
_08419_,31.16
dmem.ram\[28\]\[1\],31.16
dmem.ram\[0\]\[7\],31.14
_03620_,31.12
dmem.ram\[30\]\[2\],31.115
_02655_,31.08
dmem.ram\[42\]\[1\],31.08
la_sa_lm_sm_block.reg_data_form_id_128\[1\],31.08
_07977_,31.07
_05108_,31.06
bht_lut.branchHistoryTable\[3\]\[21\],31.06
dmem.ram\[26\]\[4\],31.05
dmem.ram\[37\]\[3\],31.04
_04281_,31
dmem.ram\[48\]\[4\],31
dmem.ram\[45\]\[8\],30.98
bht_lut.branchHistoryTable\[4\]\[22\],30.955
_08504_,30.94
dmem.ram\[47\]\[11\],30.94
dmem.ram\[53\]\[0\],30.93
dmem.mem_read_data\[7\],30.92
_03255_,30.88
_05517_,30.82
dmem.ram\[28\]\[3\],30.82
_05834_,30.8
dmem.ram\[48\]\[12\],30.8
_07422_,30.78
_03536_,30.74
_04916_,30.74
_08360_,30.74
id_rr_pipe_reg.pc_next_out\[4\],30.74
_04371_,30.72
rr_ex_pipe_reg.RF_D3_From_WB_Out\[6\],30.72
_03456_,30.7
_05692_,30.7
dmem.ram\[53\]\[13\],30.695
_01835_,30.62
dmem.ram\[19\]\[9\],30.62
dmem.ram\[18\]\[3\],30.585
_07411_,30.58
_03208_,30.54
dmem.ram\[41\]\[1\],30.54
_02907_,30.52
_07602_,30.505
id_rr_pipe_reg.pc_next_out\[1\],30.5
dmem.ram\[12\]\[11\],30.48
dmem.ram\[58\]\[14\],30.48
_01834_,30.46
dmem.ram\[23\]\[1\],30.42
dmem.ram\[56\]\[5\],30.4
dmem.ram\[46\]\[13\],30.39
_05799_,30.34
_04949_,30.32
_07682_,30.32
_02983_,30.3
_03562_,30.28
_04363_,30.24
dmem.ram\[55\]\[3\],30.2
_05249_,30.16
_02192_,30.1
dmem.mem_read_data\[13\],30.1
_04093_,30.08
_05776_,30.08
_05569_,30.06
dmem.ram\[42\]\[6\],30.04
dmem.ram\[56\]\[13\],30.04
instr_mem1.rom\[12\]\[13\],30.04
_07654_,30
dmem.ram\[0\]\[1\],30
net788,30
_02181_,29.96
dmem.ram\[29\]\[2\],29.93
_04414_,29.92
_05971_,29.9
net660,29.9
bht_lut.branchHistoryTable\[5\]\[31\],29.86
dmem.ram\[42\]\[8\],29.86
dmem.ram\[24\]\[8\],29.84
_07433_,29.82
clknet_leaf_118_clk,29.82
dmem.ram\[11\]\[9\],29.8
dmem.ram\[2\]\[14\],29.795
_04645_,29.78
dmem.ram\[29\]\[12\],29.78
id_rr_pipe_reg.cntrl_out\[5\],29.78
_02828_,29.76
bht_lut.branchHistoryTable\[0\]\[28\],29.66
dmem.ram\[20\]\[14\],29.64
_02369_,29.62
_02978_,29.62
_03473_,29.6
_04165_,29.6
_08323_,29.58
dmem.ram\[44\]\[3\],29.48
dmem.ram\[48\]\[9\],29.46
_04253_,29.44
_05472_,29.44
dmem.ram\[21\]\[3\],29.42
dmem.ram\[55\]\[5\],29.42
_05262_,29.4
dmem.mem_read_data\[11\],29.4
dmem.ram\[12\]\[6\],29.4
dmem.ram\[53\]\[4\],29.4
_03619_,29.38
_07498_,29.38
_02224_,29.36
_05628_,29.36
_05703_,29.36
_07408_,29.36
_05270_,29.355
_05309_,29.32
dmem.ram\[20\]\[1\],29.32
dmem.ram\[51\]\[8\],29.32
dmem.mem_read_data\[1\],29.3
_04968_,29.28
dmem.ram\[34\]\[9\],29.28
dmem.ram\[50\]\[6\],29.28
_05153_,29.26
dmem.ram\[12\]\[0\],29.26
dmem.ram\[33\]\[1\],29.26
dmem.ram\[23\]\[7\],29.245
dmem.mem_read_data\[3\],29.2
net582,29.2
dmem.ram\[44\]\[8\],29.18
_07983_,29.14
instr_mem1.rom\[1\]\[13\],29.13
_06547_,29.12
bht_lut.branchHistoryTable\[4\]\[23\],29.12
dmem.ram\[22\]\[3\],29.115
bht_lut.pc_from_ex\[2\],29.1
dmem.ram\[5\]\[4\],29.1
dmem.ram\[13\]\[2\],29.08
id_rr_pipe_reg.pc_next_out\[6\],29.08
_08171_,29.06
_03482_,29.02
_03588_,29
_06207_,29
dmem.ram\[15\]\[12\],28.98
dmem.ram\[33\]\[9\],28.96
net99,28.96
_05768_,28.94
_05973_,28.94
dmem.ram\[38\]\[1\],28.935
dmem.ram\[38\]\[15\],28.915
_04841_,28.9
_07451_,28.9
_03498_,28.86
_04284_,28.84
dmem.ram\[9\]\[14\],28.84
_08413_,28.83
_05992_,28.82
_08444_,28.82
dmem.ram\[10\]\[12\],28.81
_05888_,28.78
_05053_,28.76
_03607_,28.72
_04070_,28.7
_05568_,28.7
_08345_,28.7
dmem.ram\[0\]\[14\],28.69
dmem.ram\[17\]\[4\],28.66
_04457_,28.62
dmem.ram\[44\]\[4\],28.62
dmem.ram\[56\]\[6\],28.62
_04574_,28.6
dmem.ram\[4\]\[8\],28.59
_02928_,28.58
dmem.ram\[26\]\[11\],28.565
dmem.ram\[26\]\[8\],28.565
_03559_,28.48
dmem.ram\[44\]\[10\],28.48
_05437_,28.44
dmem.ram\[58\]\[7\],28.44
dmem.ram\[30\]\[8\],28.425
dmem.ram\[25\]\[4\],28.42
_03485_,28.4
dmem.ram\[59\]\[15\],28.38
_03574_,28.36
_05176_,28.36
_05431_,28.36
_05585_,28.36
dmem.ram\[16\]\[11\],28.36
dmem.ram\[21\]\[14\],28.36
dmem.ram\[27\]\[9\],28.36
dmem.ram\[34\]\[15\],28.36
dmem.ram\[36\]\[2\],28.34
_06429_,28.32
dmem.ram\[12\]\[4\],28.3
dmem.ram\[62\]\[13\],28.25
dmem.ram\[42\]\[15\],28.24
dmem.ram\[42\]\[9\],28.24
dmem.ram\[45\]\[11\],28.235
dmem.ram\[2\]\[7\],28.215
_04996_,28.2
dmem.ram\[33\]\[8\],28.2
dmem.ram\[52\]\[7\],28.18
dmem.ram\[38\]\[9\],28.175
_03268_,28.16
rr_ex_pipe_reg.RF_D3_From_WB_Out\[9\],28.16
dmem.ram\[44\]\[9\],28.13
bht_lut.pointer\[1\],28.125
rr_ex_pipe_reg.RF_D3_From_WB_Out\[7\],28.12
rr_ex_pipe_reg.RF_D3_From_WB_Out\[11\],28.1
dmem.mem_read_data\[10\],28.06
dmem.ram\[50\]\[5\],28.04
_05969_,28.02
_03279_,27.985
_05828_,27.98
dmem.ram\[44\]\[2\],27.95
dmem.ram\[26\]\[9\],27.945
instr_mem1.rom\[1\]\[11\],27.94
_05072_,27.92
dmem.ram\[4\]\[4\],27.92
dmem.ram\[62\]\[10\],27.89
register_file.registerFile\[6\]\[4\],27.885
net103,27.88
dmem.ram\[54\]\[12\],27.825
_05271_,27.82
_07650_,27.82
_03550_,27.8
dmem.ram\[5\]\[1\],27.8
_05813_,27.78
