net,length_um
clknet_5_28__leaf_clk,192.11
_01857_,191.9
_06233_,191.36
_04739_,191.2
_08080_,191.16
_04921_,190.91
_04318_,190.7
_05530_,190.54
_04933_,190.49
_06216_,189.88
_04130_,189.46
_04681_,189.16
_01883_,189.03
_04215_,188.52
clknet_5_13__leaf_clk,188.34
_06865_,188.2
_06223_,187.94
_01860_,187.69
_02498_,187.4
_04988_,187.21
_04473_,187.17
_07238_,186.94
_04891_,186.76
_08053_,186.75
_05248_,186.02
_04536_,186
_04274_,185.75
_04999_,185.56
_04635_,185.5
_06838_,185.46
_04114_,185.32
_06469_,185.05
_01855_,184.73
_02509_,184.61
_07866_,184.47
_05471_,184.36
_01925_,184.26
_04446_,184.1
ex_mm_reg.RF_D2_Out\[15\],184.06
_06209_,183.52
_04710_,183.12
_04340_,183.04
_05397_,182.96
_06863_,182.21
_07990_,182.2
_04899_,181.72
clknet_5_8__leaf_clk,181.6
_06563_,181.195
_07996_,180.98
_04854_,180.9
_07376_,180.76
_04143_,180.46
_04944_,180.115
_02677_,179.88
_07400_,179.58
_04615_,179.5
_04653_,179.26
_07373_,179.08
_04723_,178.64
_06217_,178.58
_04617_,178.48
_06793_,178.22
_01905_,178.18
_04668_,178
_06206_,177.18
_07351_,176.74
_04329_,176.7
_04652_,176.56
_05062_,176.36
_05082_,176.36
actl.reg_write_enable_in,176.19
_04121_,176.17
_05157_,175.41
_06222_,174.63
_04150_,174.245
_05009_,173.98
_04799_,173.32
_02250_,173.2
_02437_,173.2
_07995_,173.02
_06197_,172.86
_05084_,172.78
_04903_,172.5
_04722_,172.48
_04986_,172.26
_04820_,172.2
_04146_,171.87
_04404_,171.54
_04619_,170.91
_05300_,170.88
_07896_,170.85
_04886_,170.8
_04222_,170.74
_02514_,170.34
_04354_,170.34
_04139_,170.08
_06897_,169.9
_05097_,169.88
_05158_,169.755
_07813_,169.28
_04279_,168.94
_04795_,168.9
_06903_,168.65
_02245_,168.62
_07495_,168.615
_04843_,168.6
_05637_,168.34
_01963_,168.24
_04811_,167.92
_07544_,167.855
_04225_,167.78
rr_ex_reg.pc_next_out\[6\],167.74
_04691_,167.62
_04924_,167.49
_04120_,167.28
_01853_,167.2
_04839_,166.91
_04135_,166.8
_04613_,166.62
_06934_,166.54
_06226_,166.34
_04648_,166.14
_07972_,165.99
_05616_,165.86
_05638_,165.85
_04956_,165.84
_02310_,165.32
_04996_,165.28
_06900_,165.2
_04165_,165.04
_04667_,165.02
_07910_,164.88
_01869_,164.79
_08059_,164.68
_04762_,164.62
_02890_,164.54
_04616_,164.18
_04575_,164.16
_05590_,163.96
_05328_,163.86
_02239_,163.82
_05187_,163.82
_04788_,163.72
_02883_,163.64
_03168_,163.62
_06892_,163.6
_06872_,163.44
_04694_,163.435
_07398_,163.22
_06898_,163.12
_07987_,162.8
_07483_,162.68
_04711_,162.5
_05383_,162.44
_07871_,162.32
_06265_,162.205
_05531_,162.02
_06474_,161.995
_06448_,161.895
_06193_,161.12
_06873_,160.66
ex_mm_reg.ALU_Result_Out\[0\],160.58
_04675_,160.48
_07374_,160.26
_04598_,160.19
_04237_,160.08
_05289_,160.02
_08070_,160.02
_06190_,159.98
_04154_,159.76
_07519_,159.68
_07503_,159.6
_06327_,159.58
_01862_,159.45
_07403_,159.38
_03624_,158.8
_04841_,158.66
_06219_,158.64
_06891_,158.6
_06363_,158.22
_06876_,158.16
_04229_,158.09
_02248_,158.05
_04818_,157.63
_04679_,157.26
_07821_,156.94
_06400_,156.54
_02507_,156.5
_06390_,156.3
_06943_,156.08
_04577_,156.005
dmem.ram\[14\]\[4\],155.995
_05316_,155.98
_02678_,155.86
_07404_,155.81
_02753_,155.54
_04655_,155.46
_05060_,155.2
_04337_,154.79
_05033_,154.62
_02768_,154.52
_06212_,154.42
_04517_,154.15
clknet_5_4__leaf_clk,153.78
_06858_,153.64
_02463_,153.56
_06901_,153.36
_03422_,153.25
_02755_,152.92
_05017_,152.82
_06210_,152.74
_05335_,152.64
_04642_,152.48
_07969_,152.34
_06860_,152.24
_04600_,152.12
_07965_,152.02
_02913_,151.92
_07377_,151.5
_07391_,151.44
_05242_,151.33
_06558_,151.175
_07570_,150.9
_05023_,150.53
_07347_,150.02
_08072_,149.76
rr_ex_reg.instr_out\[4\],149.76
_04012_,149.68
_07508_,149.49
clknet_5_1__leaf_clk,149.32
_01955_,149.22
_06840_,149.11
_07694_,149.02
_02078_,148.94
clknet_5_30__leaf_clk,148.89
_06942_,148.84
_06542_,148.74
_04630_,148.54
_04117_,148.38
_02749_,148.31
_06686_,148.21
_02302_,148.16
_07489_,148
_03172_,147.96
_04796_,147.88
_05596_,146.84
_06790_,146.79
clknet_leaf_169_clk,146.64
_02650_,146.6
_01953_,146.32
_03778_,146.26
_06718_,146.14
_01901_,146.06
_07511_,145.86
rr_ex_reg.instr_out\[5\],145.86
_04787_,145.84
_07875_,145.6
dmem.ram\[30\]\[9\],145.445
_04897_,145.44
_04080_,145.28
_07292_,145.02
_06688_,144.78
_07505_,144.68
ex_mm_reg.RF_D2_Out\[4\],144.65
_06453_,144.64
_04676_,144.6
dmem.ram\[48\]\[14\],144.48
_05283_,144.3
_05476_,144.25
clknet_leaf_161_clk,144.1
_08042_,143.92
_05622_,143.82
_04330_,143.62
_07525_,143.54
ex_mm_reg.RF_D2_Out\[3\],143.4
_01920_,143.12
_07692_,143.12
_02444_,143.08
_01778_,142.96
dmem.ram\[14\]\[7\],142.945
_04119_,142.94
_04238_,142.92
_04671_,142.5
_04280_,141.93
_05752_,141.44
_07497_,141.35
_01932_,141.26
_04456_,141.22
_06933_,141.1
_06568_,141.02
_07851_,140.98
_05076_,140.93
dmem.ram\[59\]\[0\],140.93
_07394_,140.92
_07500_,140.85
_08051_,140.72
_06305_,140.58
_02687_,140.4
_05592_,140.08
_06183_,140.07
_01899_,139.92
_04718_,139.87
_06166_,139.84
_06777_,139.65
_06677_,139.52
_04789_,139.5
_05771_,139.48
_02037_,139.4
_05156_,139.02
_04660_,138.94
_07491_,138.86
_03783_,138.8
_01965_,138.62
_08065_,138.6
_06458_,137.975
_03801_,137.96
_04814_,137.84
_04070_,137.8
_01744_,137.76
net6,137.74
_04331_,137.71
_02888_,137.57
_04709_,137.54
_04835_,137.29
clknet_leaf_187_clk,137.1
_06740_,136.86
_07401_,136.76
_02752_,136.73
_05134_,136.6
_07934_,136.6
_02579_,136.38
_01712_,136.3
_05472_,136.24
_07882_,136.06
_06369_,135.92
_06606_,135.92
_07687_,135.82
_06500_,135.8
_05478_,135.69
_05816_,135.61
_02884_,135.3
_04052_,135.27
_01751_,135.14
_02231_,135.06
_00002_,135.02
_01782_,134.4
_04926_,134.39
_05669_,134.38
_06698_,134.38
_08019_,134
_06657_,133.92
_07216_,133.78
_06848_,133.67
_07235_,133.48
_04725_,133.36
_07874_,133.26
_04848_,133.22
ex_mm_reg.ALU_Result_Out\[5\],133.1
_04827_,133.08
_07527_,133.08
ex_mm_reg.ALU_Result_Out\[4\],132.88
_06537_,132.86
_04584_,132.83
_06532_,132.66
clknet_leaf_193_clk,132.52
_04768_,132.435
_07219_,132.42
_06258_,132.36
_07031_,132.34
_07713_,132.34
_06940_,132.2
_04685_,131.7
_07550_,131.68
_04505_,131.66
_01780_,131.51
_02459_,131.48
_04825_,131.46
_02461_,131.38
_06634_,131.36
_04747_,131.22
_02039_,130.98
_04466_,130.955
_06040_,130.95
_07499_,130.95
_02442_,130.84
_05120_,130.82
_06337_,130.56
_06843_,130.44
_05067_,130.38
dmem.ram\[24\]\[15\],130.34
_05315_,130.32
_05511_,130.24
clknet_leaf_231_clk,129.94
_07052_,129.9
_02735_,129.82
_07502_,129.7
clknet_leaf_139_clk,129.7
_04451_,129.675
_03163_,129.54
_07957_,129.04
_06204_,129.02
_07873_,128.99
_07073_,128.74
_04075_,128.62
_04707_,128.56
_06464_,128.515
_03802_,128.18
_06693_,128.08
_08068_,127.98
_07211_,127.84
_07552_,127.74
_02676_,127.68
_05122_,127.68
_04853_,127.64
_07960_,127.6
_02034_,127.43
_08063_,127.2
_04131_,127.16
dmem.ram\[31\]\[15\],127.12
_01688_,126.98
if_id_reg.Instr_Out\[7\],126.96
_07701_,126.92
_04043_,126.8
_04954_,126.76
_06674_,126.64
_02691_,126.62
_02041_,126.42
_05163_,126.4
_07304_,126.38
_06875_,126.19
_04991_,125.88
_03994_,125.84
_02537_,125.68
_02770_,125.66
_04122_,125.6
clknet_leaf_213_clk,125.6
_07672_,125.57
_07518_,125.53
_07510_,125.495
_05474_,125.36
_06200_,125.32
_06385_,125.3
_02312_,125.29
_06321_,125.26
_07513_,125.2
_06937_,125.13
_04578_,124.98
dmem.ram\[14\]\[5\],124.95
_07381_,124.9
_04402_,124.72
_04719_,124.68
_05600_,124.64
_02511_,124.52
_02357_,124.38
_04883_,124.33
_07516_,124.27
_06180_,124.22
_02384_,124.04
_04656_,123.9
clknet_leaf_172_clk,123.82
_06895_,123.76
_06679_,123.7
_07786_,123.64
_04620_,123.57
clknet_5_6__leaf_clk,123.52
_01786_,123.5
_06939_,123.22
_07671_,123.16
_06547_,123.1
_06690_,123.09
_04629_,123.06
_04734_,123.06
_06574_,123.02
_05368_,122.84
clknet_leaf_14_clk,122.815
_07569_,122.76
dmem.ram\[22\]\[15\],122.675
dmem.ram\[3\]\[15\],122.3
_02000_,122.1
net5,122.1
_07309_,122
_04893_,121.86
_07955_,121.81
_07415_,121.76
_04781_,121.74
_01788_,121.62
rr_ex_reg.cntrl_out\[0\],121.42
_04624_,121.12
_05528_,121.08
_07221_,121.08
clknet_5_12__leaf_clk,121.04
dmem.ram\[35\]\[7\],121
_04704_,120.99
clknet_leaf_116_clk,120.96
_05102_,120.72
_02685_,120.68
_04947_,120.67
_05351_,120.55
_06627_,120.48
_04845_,120.46
_04003_,120.28
_05553_,120.28
_07992_,120.28
_07122_,120.26
_04900_,120.16
_06416_,119.96
_02236_,119.86
_06553_,119.84
_06236_,119.82
_06379_,119.8
_04324_,119.76
_05551_,119.73
_07958_,119.56
_06647_,119.46
_04741_,119.4
_05075_,119.22
dmem.ram\[19\]\[9\],119.14
_08056_,119
dmem.ram\[30\]\[8\],118.985
_05068_,118.96
_05447_,118.8
_05566_,118.7
clknet_leaf_37_clk,118.675
_02402_,118.63
_04614_,118.56
_02483_,118.52
dmem.ram\[27\]\[15\],118.44
ex_mm_reg.RF_D2_Out\[5\],118.42
_01970_,118.395
_08204_,118.28
_01775_,118.24
dmem.ram\[28\]\[15\],118.23
_04975_,118.18
_04086_,118.02
_02052_,117.78
_04205_,117.74
_07234_,117.72
_04786_,117.5
_06526_,117.48
_06894_,117.43
_04659_,117.42
_04227_,117.18
clknet_leaf_64_clk,116.94
_04849_,116.9
net45,116.84
_06998_,116.68
_07538_,116.64
_06407_,116.58
_06311_,116.5
_05386_,116.24
_05776_,116.24
_01773_,116.14
_08103_,116.13
_01946_,116.04
_05348_,115.86
_07982_,115.795
_05420_,115.76
dmem.ram\[14\]\[6\],115.745
_07785_,115.54
_05793_,115.525
_06495_,115.52
_01961_,115.36
_02548_,115.32
_06434_,115.32
dmem.ram\[60\]\[6\],115.305
_06239_,115.14
_02635_,115.12
_02233_,114.98
_04976_,114.84
_05308_,114.83
_04663_,114.82
_07240_,114.7
_04758_,114.4
_07949_,114.36
_03475_,113.94
_04418_,113.78
_04585_,113.78
dmem.ram\[1\]\[6\],113.72
_06842_,113.68
_07385_,113.6
clknet_5_31__leaf_clk,113.53
net26,113.52
_06053_,113.48
_01896_,113.2
_00469_,113.105
_05748_,113.02
_07009_,113
_06355_,112.9
_02886_,112.87
_04213_,112.82
_07494_,112.7
_06516_,112.68
ex_mm_reg.RF_D2_Out\[7\],112.49
_04398_,112.46
dmem.ram\[47\]\[15\],112.42
_08061_,112.16
_07027_,111.94
_04678_,111.64
clknet_5_7__leaf_clk,111.57
_07964_,111.56
_05534_,111.5
_04712_,111.435
_06692_,111.3
_04400_,111.1
_04191_,111.06
_05489_,111.06
_07411_,110.62
_07914_,110.6
_02666_,110.58
_07339_,110.56
_04589_,110.36
_07120_,110.36
_02894_,110.32
_04198_,110.24
_06849_,110.24
_04522_,110.16
if_id_reg.Instr_Out\[6\],110.12
_07528_,110.08
_04416_,109.955
_05798_,109.9
_07584_,109.88
clknet_leaf_91_clk,109.82
_07053_,109.795
_04183_,109.7
_04392_,109.59
_07482_,109.5
dmem.ram\[9\]\[14\],109.41
id_rr_reg.instr_out\[6\],109.4
_06660_,109.38
_04409_,109.2
dmem.ram\[14\]\[15\],109.125
_06773_,109.06
_06681_,109.04
_04817_,108.94
clknet_leaf_210_clk,108.895
_04161_,108.77
_05262_,108.72
_04898_,108.68
clknet_leaf_146_clk,108.66
_02876_,108.58
_03784_,108.46
_04341_,108.24
_02352_,108.07
_05301_,108.06
dmem.ram\[26\]\[15\],108.06
_03702_,107.955
_02397_,107.86
_03789_,107.84
_06936_,107.7
_04127_,107.58
_02519_,107.5
clknet_leaf_118_clk,107.47
dmem.ram\[44\]\[15\],107.38
clknet_leaf_0_clk,107.38
_02297_,107.36
dmem.ram\[53\]\[6\],107.285
clknet_leaf_183_clk,107.25
dmem.ram\[5\]\[9\],107.185
_01884_,107.04
dmem.ram\[1\]\[7\],107.03
_04396_,107.02
clknet_leaf_184_clk,107.02
_03401_,106.88
clknet_leaf_56_clk,106.86
_04870_,106.84
_07344_,106.82
_04730_,106.78
_05614_,106.7
_05619_,106.67
_07498_,106.64
_02517_,106.62
_03146_,106.54
_02951_,106.44
_05506_,106.38
clknet_leaf_21_clk,106.32
_05190_,106.235
_03876_,106.12
clknet_leaf_69_clk,106.1
_01770_,106.04
_06346_,105.9
clknet_leaf_1_clk,105.86
_02123_,105.78
dmem.ram\[51\]\[6\],105.76
_03811_,105.68
_06887_,105.6
_07827_,105.52
_05599_,105.46
_05114_,105.4
_05051_,105.38
_03105_,105.36
_07171_,105.3
_06425_,105.26
dmem.ram\[7\]\[10\],105.2
_07580_,105.14
_05184_,105.04
clknet_leaf_2_clk,104.96
_07345_,104.84
_04561_,104.8
_07490_,104.78
_02201_,104.68
_03908_,104.56
dmem.ram\[59\]\[14\],104.5
_07024_,104.34
_04474_,104.24
_04111_,104.18
_07213_,104.18
clknet_leaf_216_clk,104.17
_03779_,104.16
dmem.ram\[47\]\[14\],104.14
_04607_,104.1
_04189_,104.08
_02156_,104.05
_01789_,104.045
_04393_,103.9
_05318_,103.9
clknet_leaf_122_clk,103.88
_06521_,103.86
_01918_,103.82
_06982_,103.82
_06584_,103.78
dmem.ram\[19\]\[8\],103.78
_04369_,103.76
_07926_,103.72
_08187_,103.68
_02640_,103.58
_01958_,103.52
_02185_,103.52
_05504_,103.52
_06852_,103.4
_06201_,103.26
_02682_,103.12
clknet_leaf_234_clk,103.06
clknet_leaf_207_clk,103.04
_07363_,102.98
_05722_,102.84
_07903_,102.84
_07682_,102.82
_03541_,102.72
clknet_leaf_133_clk,102.7
_04241_,102.58
_02605_,102.52
_07297_,102.52
_04580_,102.51
_04526_,102.5
_05432_,102.5
_02390_,102.3
_05769_,102.26
dmem.ram\[27\]\[12\],102.24
_03544_,102.16
_07906_,102.12
_03807_,102.05
_05322_,101.92
_05548_,101.92
_07999_,101.82
_05781_,101.8
clknet_leaf_189_clk,101.8
_07831_,101.78
_02553_,101.76
_02910_,101.76
_02693_,101.68
_04278_,101.58
_04864_,101.58
_05260_,101.52
_03960_,101.46
_04171_,101.34
_06113_,101.12
_05552_,101.08
_05209_,101.04
_02374_,101
_03349_,100.9
_05746_,100.86
_03701_,100.84
_03142_,100.82
_05029_,100.82
_05294_,100.81
clknet_leaf_227_clk,100.685
clknet_leaf_62_clk,100.68
if_id_reg.Instr_Out\[5\],100.67
_04107_,100.575
dmem.ram\[5\]\[8\],100.565
_02264_,100.54
_07643_,100.5
dmem.ram\[37\]\[1\],100.48
_06792_,100.415
_05107_,100.4
_04461_,100.34
clknet_leaf_53_clk,100.34
_02455_,100.22
_07175_,100.04
_07985_,100
clknet_leaf_131_clk,99.7
_06505_,99.66
_02280_,99.64
_01816_,99.56
clknet_leaf_25_clk,99.5
_04200_,99.4
_02907_,99.34
dmem.ram\[62\]\[9\],99.31
_06683_,99.24
_04973_,99.22
_04236_,99.16
_02419_,99.13
_04631_,99.06
_05862_,99.06
_06227_,99.06
_04024_,98.87
_07108_,98.82
regfile.registerFile\[0\]\[0\],98.77
_03576_,98.76
_04320_,98.76
_02255_,98.74
_02218_,98.64
_05772_,98.64
_06266_,98.62
_04673_,98.6
_04647_,98.58
clknet_leaf_209_clk,98.54
_07282_,98.48
_05797_,98.44
_04823_,98.42
_02252_,98.4
_04539_,98.32
_06479_,98.3
rr_ex_reg.RF_D1_Out\[14\],98.26
_07591_,98.1
dmem.ram\[0\]\[2\],98.02
dmem.ram\[34\]\[9\],98.02
_05227_,97.96
dmem.ram\[7\]\[3\],97.92
_04649_,97.87
_07311_,97.84
_07644_,97.82
_05110_,97.78
_05453_,97.78
_05856_,97.78
_06001_,97.78
dmem.ram\[50\]\[8\],97.72
_05765_,97.64
_04014_,97.62
dmem.ram\[7\]\[8\],97.52
clknet_leaf_176_clk,97.5
_03806_,97.4
_02325_,97.36
_05396_,97.34
_07306_,97.32
_05481_,97.14
clknet_leaf_92_clk,97.04
_07598_,97.02
_07313_,96.98
_01908_,96.96
_04568_,96.8
dmem.ram\[27\]\[13\],96.8
_02684_,96.76
_05288_,96.76
_04911_,96.68
_07181_,96.66
_03150_,96.56
if_id_reg.PC_Next_Out\[6\],96.18
_02203_,96.12
_02882_,95.92
_04376_,95.78
_04742_,95.76
net63,95.74
_06763_,95.68
_05836_,95.62
_05019_,95.56
_02068_,95.52
dmem.ram\[8\]\[6\],95.51
clknet_leaf_114_clk,95.2
_05317_,95.16
_06179_,94.98
dmem.ram\[7\]\[9\],94.9
clknet_leaf_26_clk,94.895
_07978_,94.88
_05247_,94.81
dmem.ram\[42\]\[15\],94.8
_08098_,94.78
clknet_leaf_228_clk,94.72
_05323_,94.715
_03763_,94.62
_06945_,94.58
dmem.ram\[58\]\[6\],94.44
_04651_,94.43
_02850_,94.39
_04211_,94.28
clknet_leaf_8_clk,94.275
_01815_,94.27
_02681_,94.24
_05410_,94.24
dmem.ram\[14\]\[12\],94.22
_06490_,94.14
dmem.ram\[42\]\[12\],93.88
_05761_,93.78
_06194_,93.7
_04499_,93.66
clknet_leaf_224_clk,93.56
_03985_,93.5
clknet_leaf_211_clk,93.5
_07054_,93.48
_04692_,93.44
_06485_,93.44
clknet_leaf_47_clk,93.42
clknet_leaf_181_clk,93.4
_02246_,93.24
_04168_,93.18
_03649_,93.12
_07520_,93.12
dmem.ram\[60\]\[9\],93.1
_07294_,93.08
_04045_,92.98
_04932_,92.96
_07968_,92.9
_07101_,92.78
_02864_,92.64
_04186_,92.62
dmem.ram\[31\]\[8\],92.6
_06527_,92.56
_07637_,92.54
_06348_,92.48
_02318_,92.32
_01951_,92.26
