net,length_um
_04303_,293.585
_02416_,293.54
_04740_,293.355
_06056_,293.28
_03852_,292.56
_04963_,292.4
net78,292.04
_02667_,292.01
_06103_,291.765
_04600_,291.56
_03921_,290.52
_04485_,288.53
_04041_,288.06
_04110_,287.77
_03883_,287.7
_06130_,286.8
_04577_,286.15
_03831_,286.115
_04211_,285.96
_03188_,285.72
_02654_,285.64
_03827_,284.42
_04245_,284.18
_06202_,284.01
_03669_,283.85
_06199_,283.64
_07134_,282.88
_04221_,282.7
_02892_,282.6
_04129_,282.57
net16,282.52
_07153_,282.39
_04461_,282.25
_03670_,282.23
_03865_,282.19
net18,281.53
_04072_,281.3
_02473_,280.64
_04730_,280.475
_03196_,280.41
_04564_,280.06
_02713_,279.87
_03690_,279.8
rr_ex_pipe_reg.instr_out\[4\],279.68
_03749_,278.74
_03997_,278.735
_02680_,278.54
_04472_,278.475
_04264_,278.16
_04046_,278.115
_04243_,277.31
_03840_,277.2
_07338_,276.45
_04495_,276.43
_03856_,276.35
_04029_,276.34
_02708_,276.18
_02773_,276.1
_06383_,275.66
_05724_,275.37
_02388_,275.1
_04258_,273.24
_04037_,272.99
_07280_,272.86
net46,272.68
_05137_,272.46
_03805_,272.43
_07144_,272.4
_03163_,272.06
_04574_,271.68
_07151_,269.76
_02397_,269.09
_02492_,268.885
_06276_,268.79
_07072_,268.24
_04785_,268.15
_04781_,267.73
_03674_,267.59
_04048_,267.15
_03672_,266.635
_03797_,266.56
_04241_,266.26
_03881_,266.17
_03172_,265.72
net13,265.6
_05016_,265.36
_05117_,265.12
_04239_,264.78
_05710_,264.57
net71,264.38
_03925_,263.76
la_sa_lm_sm_block.reg_index_la_sa\[0\],263.55
_03197_,263.2
_04200_,262.94
_03168_,262.2
_07140_,262
_03765_,261.1
_07335_,261
_02328_,260.76
_03748_,260.21
_04583_,260.1
_06211_,260
_04627_,259
net17,258.5
_07159_,258.38
_05138_,257.885
_02707_,257.85
_02502_,257.67
_03854_,257.3
_07146_,257.26
_03181_,256.49
_03731_,255.76
_07148_,254.76
_02445_,254.67
_04262_,253.78
_03823_,253.01
_07081_,252.84
net21,252.44
_07161_,252.36
_02911_,251.855
_06007_,251.85
net33,251.32
_03829_,250.53
_06209_,250.3
_04847_,249.82
_07163_,249.78
_02703_,249.64
_06194_,249.25
net40,248.71
_02407_,248.37
_03206_,248.32
_02542_,248.24
_06114_,248.16
_04548_,248.04
_03110_,246.71
net74,246.32
net72,246.3
_07157_,246.2
_02599_,245.98
_04842_,245.67
_06207_,245.59
_05254_,245.15
net79,243.22
_02718_,243.09
rr_ex_pipe_reg.instr_out\[5\],242.85
_07342_,242.44
_03714_,241.48
_04480_,241.44
_05182_,241.02
_02652_,240.55
_04665_,240.485
_02698_,240.395
_04247_,239.64
_07340_,239.52
_02620_,239.24
_05737_,239.18
net20,238.5
_03666_,238.09
_02326_,237.94
_04272_,236.89
_03826_,236.82
_06107_,235.7
_04275_,235.66
_03650_,235.32
_02618_,235.19
_06361_,234.8
_05949_,234.35
net87,232.52
_04759_,232.23
_03576_,232.06
_06284_,231.45
_02613_,230.52
ex_mem_pipe_reg.Rd_Data_Out_PR\[9\],229.97
_06122_,229.83
_05135_,229.32
_02336_,228.22
_05793_,226.98
_04448_,226.9
net100,226.65
_04270_,226.16
_05096_,226.08
_02483_,225.2
_03176_,224.73
_03106_,224.575
_04190_,224.57
_01888_,224.14
_07261_,223.84
_02782_,222.98
_06996_,221.99
_05381_,221.68
_03577_,221.55
_07062_,221.505
_05612_,221.39
_02464_,221.22
_04708_,221.21
_06213_,221.14
_03177_,221.075
_06244_,220.93
_07024_,220.76
_02341_,220.7
_03579_,220.685
_05184_,219.93
_06195_,219.82
_02363_,219.68
_06316_,219.54
_04900_,219.34
_03150_,218.74
_03722_,218.56
_06023_,218.31
_05714_,218.14
_02324_,218.02
_06179_,217.42
_04251_,217.04
_04027_,216.18
_07327_,215.56
_07350_,215.55
_07346_,215.17
_05428_,214.9
_03165_,214.865
_04467_,214.83
_02614_,214.59
_07336_,214.18
_05119_,214.16
_05731_,214.12
_06205_,214.12
_04483_,213.34
_05942_,213.2
_05699_,212.95
_05708_,212.33
register_file.registerFile\[7\]\[4\],211.74
_06321_,211.44
_02658_,211.28
_07270_,211.05
_03633_,210.74
ex_mem_pipe_reg.Rd_Data_Out_PR\[13\],210.05
ex_mem_pipe_reg.Rd_Data_Out_PR\[11\],210.01
_05377_,209.33
ex_mem_pipe_reg.Rd_Data_Out_PR\[10\],209.06
_02904_,208.92
_07323_,208.24
_03789_,207.66
_07166_,207.65
_07043_,206.64
_02338_,206.31
_06204_,206.28
_04603_,206.095
_05725_,205.9
_02610_,205.77
_03757_,205.28
_05371_,204.65
_02787_,204.4
_03156_,204.19
_04898_,204.04
_03815_,203.68
_03155_,203.63
_06239_,203.35
_03143_,202.635
_05727_,202.46
_02511_,202.03
_05959_,201.465
_03200_,201.435
net66,201.38
_04835_,200.88
_06111_,200.8
_05825_,200.26
_05610_,199.98
_05948_,199.94
_03153_,199.905
_07348_,199.38
_04673_,198.82
ex_mem_pipe_reg.Rd_Data_Out_PR\[8\],198
_05465_,197.76
_04268_,197.5
_05732_,197.37
_07344_,197
_02332_,196.98
_04525_,196.84
_03632_,196.33
_02629_,195.98
ex_mem_pipe_reg.Rd_Data_Out_PR\[12\],195.95
_04158_,195.88
_03105_,195.34
_06672_,195.02
_01962_,194.7
_03946_,194.67
_07034_,194.46
_03807_,194.18
_05946_,194.11
_02539_,194.06
_02655_,193.74
_05426_,193.6
_05491_,193.52
_03781_,193.5
register_file.registerFile\[7\]\[5\],192.62
_05533_,192.09
net8,192.02
_03191_,191.37
_03639_,191.37
_03923_,191.3
_04628_,191.3
_05707_,191.08
_06201_,190.97
_03203_,190.75
_04056_,190.72
_03151_,190.3
_05957_,190.23
net91,189.78
_05251_,189.67
_05720_,189.39
register_file.registerFile\[7\]\[2\],189.28
_02690_,188.455
_07299_,188.08
_04876_,187.45
_02330_,187.3
_06236_,186.64
_02662_,186.35
_05945_,186.3
_03875_,186.14
_06691_,186.04
_07372_,185.52
_05861_,185.37
_07317_,184.55
_03132_,184.5
rr_ex_pipe_reg.instr_out\[7\],183.97
_04255_,183.32
_03142_,183
rr_ex_pipe_reg.instr_out\[8\],182.81
net61,181.6
_05311_,181.54
_04757_,181.44
_07353_,181.32
_02565_,180.88
_02701_,180.75
ex_mem_pipe_reg.Rd_Data_Out_PR\[15\],180.26
net89,180.18
_02604_,179.92
_06264_,179.84
net96,179.82
_05237_,179.26
_04054_,179.04
_06303_,178.96
_03000_,178.38
_02372_,178.375
_03195_,178.265
_06109_,178.235
_03104_,178.1
_03186_,177.46
_05734_,177.3
_04260_,177.2
_03187_,176.56
_07362_,176.54
_06750_,176.46
_07308_,176.3
_03160_,176.24
_07132_,176.22
_04257_,176.08
_04253_,175.955
_02069_,175.93
_02866_,175.5
_05827_,175.41
_03109_,175.34
_05493_,174.62
_07015_,174.02
_04727_,172.89
_04678_,172.37
_06423_,172.03
_06343_,171.88
_06314_,170.975
_07053_,170.74
_02004_,170.56
_03006_,170.3
_06752_,170.26
_02711_,170.08
_06727_,170.08
_06784_,169.68
_06429_,169.06
_05696_,168.98
_03595_,168.74
_03663_,168.71
_01830_,168.58
_01849_,168.52
_06238_,168.46
_05956_,168.325
_02649_,168.12
_02715_,168.11
_03003_,168.02
_05555_,168.01
_06430_,167.97
_02657_,167.42
_05937_,167.3
_07149_,166.74
_01981_,165.84
ex_mem_pipe_reg.Rd_Data_Out_PR\[14\],165.73
net55,165.7
_05040_,164.98
_05700_,164.52
_06783_,164.38
_06198_,164.14
_02049_,163.75
_03112_,163.58
_04498_,163.5
_06305_,162.88
_01839_,162.72
_05305_,162.7
_04672_,162.65
_02695_,162.6
_05955_,162.23
_06021_,161.73
_05715_,161.27
register_file.registerFile\[7\]\[3\],160.85
register_file.registerFile\[7\]\[1\],160.62
_04181_,160.61
_02686_,160.33
_05686_,160.16
_06884_,159.72
_01945_,159.35
_01858_,159.33
_05649_,159.14
_05064_,158.69
rr_ex_pipe_reg.instr_out\[1\],158.5
register_file.registerFile\[7\]\[0\],158.44
_02696_,158.38
_06883_,158.35
_02588_,158.2
_01820_,158.06
_02587_,158.04
_04424_,157.6
_03113_,157.45
_03146_,157.4
_05588_,157.32
register_file.registerFile\[7\]\[6\],157.3
rr_ex_pipe_reg.instr_out\[6\],156.97
_05723_,156.91
_06120_,156.12
_06272_,156.07
_02684_,155.92
_02673_,155.72
_02706_,155.615
_05760_,155.57
_06722_,155.54
_02591_,155.48
_01946_,155.11
_01966_,154.69
_02595_,154.68
_02521_,154.33
_02305_,154.31
_05564_,154.175
_05958_,153.265
_05730_,152.29
_02520_,151.82
_02027_,151.64
_01890_,151.44
_05893_,151.01
_02280_,150.8
_02619_,150.54
_01954_,150.02
_02315_,149.66
ex_mem_pipe_reg.Rd_Data_Out_PR\[6\],149.47
_05932_,149.44
_06428_,149.2
_04266_,149.14
_04670_,149
_06010_,148.91
_06682_,148.86
ex_mem_pipe_reg.Rd_Data_Out_PR\[7\],148.72
_02303_,148.65
_04904_,148.385
_03291_,148.25
_07175_,148.1
_03706_,147.91
_02317_,147.68
_04671_,147.54
_01892_,147.44
_05952_,147.35
_02555_,147.13
_05316_,147.08
_06257_,147.06
_04406_,146.86
_05951_,146.67
_02278_,146.54
_06011_,146.54
_02593_,145.64
_06230_,145.58
_06274_,145.47
register_file.registerFile\[7\]\[7\],145.17
_05889_,145.08
_02601_,145.04
_03009_,144.44
_05705_,144.14
_05227_,143.76
_05297_,143.7
_05722_,143.45
_05161_,143.34
_06824_,143.14
_03145_,143.02
_02957_,142.86
_07251_,142.82
_06764_,142.78
_02110_,142.49
_02091_,142.07
_02772_,141.88
_05134_,141.88
_04987_,141.715
_02632_,141.295
_04638_,141.08
_05133_,140.94
net45,140.94
_05769_,140.9
_02526_,140.7
clknet_leaf_173_clk,140.02
_04526_,139.575
_03760_,139.4
_02006_,139.24
clknet_leaf_160_clk,139.08
_06733_,139
_05074_,138.95
_05960_,138.87
_07213_,138.6
net82,138.48
_06405_,138.03
dmem.ram\[49\]\[2\],137.58
_05675_,137.48
_03028_,137.42
_06231_,137.2
_06699_,137.18
_07331_,137.08
_05991_,136.31
_06009_,136.31
_07232_,136.16
_04676_,136
_06402_,135.69
_02580_,135.49
_03328_,135.38
_03586_,135.375
register_file.registerFile\[7\]\[15\],135.14
_06762_,135.02
net34,134.76
_07185_,134.72
_06412_,134.64
_05900_,134.56
_06603_,134.54
mem_wb_pipeline_reg.Rd_Data_Out_PR\[9\],134.51
_07194_,134.2
_07319_,133.88
_07102_,133.84
_05757_,133.82
mem_wb_pipeline_reg.Rd_Data_Out_PR\[4\],133.79
_06911_,133.76
_05992_,133.73
_05677_,133.68
_02993_,133.48
_07325_,133.32
_07121_,132.99
_01979_,132.895
_06168_,132.78
_04908_,132.62
_07204_,132.52
_04756_,132.5
_03134_,132.32
_05721_,132.22
_05961_,132.19
_03889_,132.16
_07242_,132.1
_03638_,132.04
_03740_,131.95
_03776_,131.94
clknet_leaf_40_clk,131.84
_02523_,131.61
_05518_,131.56
_04488_,131.24
clknet_leaf_28_clk,131.07
_04669_,131
_04675_,130.95
_06605_,130.69
_05984_,130.66
_02598_,130.4
_05947_,130.36
_02641_,130.255
_02349_,129.88
_03784_,129.8
_03792_,129.68
_05728_,129.63
_05950_,129.6
_05282_,129.55
_04637_,128.98
_06025_,128.92
_06822_,128.9
_03536_,128.84
clknet_leaf_188_clk,128.84
_06710_,128.78
_05772_,128.76
_06206_,128.5
_06414_,128.34
_03768_,128.08
_06012_,127.47
_01955_,127.38
_01910_,127.2
_03800_,127.18
_06220_,127.155
_05222_,127.13
_05245_,127.11
mem_wb_pipeline_reg.Rd_Data_Out_PR\[0\],127.07
clknet_leaf_149_clk,127.06
_02550_,126.95
_02549_,126.94
_03738_,126.44
register_file.registerFile\[7\]\[14\],126.44
_07223_,126.42
_03123_,126.26
_06049_,126.03
_04333_,125.82
_06339_,125.74
_07093_,125.68
_06410_,125.6
_02683_,125.59
_03047_,125.54
_05302_,125.32
_02791_,125.29
_04489_,125.28
_05904_,124.86
_06831_,124.72
_05065_,124.52
_03399_,124.42
_01949_,124.39
_01913_,124.24
clknet_leaf_93_clk,124.24
_05910_,124.12
_06655_,124.03
clknet_leaf_4_clk,123.97
_06020_,123.94
clknet_leaf_155_clk,123.56
_06048_,123.23
ex_mem_pipe_reg.Control_Out\[2\],123.16
_03573_,123.14
_05895_,123.09
_06018_,122.84
_06050_,122.64
dmem.ram\[49\]\[5\],122.36
_03598_,122.14
_05681_,122.12
_01906_,122.03
_01909_,121.98
_02382_,121.62
_06420_,121.54
net62,121.54
_04249_,121.52
clknet_leaf_58_clk,121.16
_02630_,121
register_file.registerFile\[5\]\[10\],120.99
_03447_,120.96
_01995_,120.95
_02583_,120.94
_02751_,120.71
_03364_,120.56
_02616_,120.4
register_file.registerFile\[5\]\[1\],120.28
_01915_,120.09
_06006_,119.87
clknet_leaf_36_clk,119.765
_05464_,119.66
_03397_,119.32
_06026_,119.26
dmem.ram\[48\]\[7\],119.26
_02640_,119.24
_02384_,119.21
_04822_,119.1
_01908_,118.86
_06657_,118.835
_03133_,118.76
mem_wb_pipeline_reg.Rd_Data_Out_PR\[10\],118.74
_06052_,118.64
_06928_,118.46
clknet_leaf_208_clk,118.44
register_file.registerFile\[7\]\[8\],118.39
_02671_,118.38
_05193_,118.26
_05735_,118.24
_05247_,118.035
clknet_leaf_189_clk,116.91
mem_wb_pipeline_reg.Rd_Data_Out_PR\[1\],116.9
_02311_,116.84
_03136_,116.74
_05994_,116.7
_06930_,116.66
_03752_,116.44
_03484_,116.42
clknet_leaf_201_clk,116.28
_06900_,116.25
register_file.registerFile\[5\]\[11\],115.965
clknet_leaf_177_clk,115.87
clknet_leaf_143_clk,115.74
_03733_,115.68
ex_mem_pipe_reg.Rd_Data_Out_PR\[2\],115.58
_02586_,115.26
_06196_,115.22
clknet_leaf_119_clk,115.2
_06415_,115.14
_03137_,115.09
register_file.registerFile\[5\]\[6\],114.835
_02584_,114.74
_03920_,114.74
_04834_,114.72
clknet_leaf_108_clk,114.72
_03709_,114.62
net37,114.56
_06409_,114.55
_03742_,114.5
clknet_leaf_170_clk,114.45
_07112_,114.34
register_file.registerFile\[5\]\[7\],114.34
_05996_,114.12
_03228_,114.02
_05763_,113.98
_05982_,113.95
net47,113.88
_03685_,113.84
_06379_,113.68
_06931_,113.62
_03735_,113.46
_06310_,113.46
_06354_,113.46
_01912_,113.38
_03717_,113.38
_05503_,113.2
_05673_,113.18
_03139_,113.09
_04447_,112.84
_01958_,112.82
clknet_leaf_8_clk,112.78
_02309_,112.72
clknet_leaf_47_clk,112.715
_05549_,112.68
mem_wb_pipeline_reg.Rd_Data_Out_PR\[12\],112.52
_03726_,112.46
_03640_,112.44
mem_wb_pipeline_reg.Rd_Data_Out_PR\[5\],112.42
register_file.registerFile\[5\]\[8\],112.28
_03596_,112.23
_02809_,112.2
_02347_,111.92
_06377_,111.9
_06375_,111.68
_06755_,111.48
_02644_,111.47
_06602_,111.46
_02637_,111.39
_03851_,111.34
_06225_,111.34
_03910_,111.32
_03127_,111.28
_04897_,111.17
_03734_,111.08
_05940_,111.06
_06986_,110.84
net36,110.8
register_file.registerFile\[5\]\[13\],110.6
_04515_,110.56
ex_mem_pipe_reg.RF_D2_Out\[4\],110.42
_05823_,110.415
_07329_,110.36
_05307_,110.16
_05145_,110.08
_03693_,110.04
_03741_,109.94
_06353_,109.94
_03600_,109.89
_04630_,109.8
_03590_,109.68
_03667_,109.66
_06833_,109.66
_06524_,109.64
_06419_,109.6
clknet_leaf_65_clk,109.54
_04370_,109.51
_06421_,109.5
_04664_,109.39
_04656_,109.22
_03897_,109.02
_03224_,108.98
_04844_,108.72
_01984_,108.7
_06422_,108.48
_05914_,108.46
_06416_,108.36
_03906_,108.34
clknet_leaf_24_clk,108.24
register_file.registerFile\[2\]\[1\],108.11
_03029_,108.08
clknet_leaf_46_clk,108.04
_03701_,108.02
clknet_leaf_11_clk,107.9
_03129_,107.89
_06346_,107.68
_02277_,107.66
clknet_leaf_192_clk,107.58
rr_ex_pipe_reg.cntrl_out\[5\],107.46
register_file.registerFile\[5\]\[9\],107.42
_06829_,107.3
_04984_,107.29
_03180_,107.1
_06299_,107.1
clknet_leaf_206_clk,106.9
_01957_,106.88
clknet_leaf_71_clk,106.88
_05997_,106.82
_06293_,106.545
_06424_,106.53
_03677_,106.48
_06927_,106.46
_03091_,106.42
dmem.ram\[49\]\[7\],106.34
_06849_,106.27
_06411_,106.22
_02117_,106.15
clknet_leaf_41_clk,106.12
_02524_,106.1
_06426_,106.05
_04762_,106.025
register_file.registerFile\[5\]\[14\],105.98
_05998_,105.97
_06014_,105.915
clknet_leaf_180_clk,105.66
mem_wb_pipeline_reg.Rd_Data_Out_PR\[7\],105.62
_06330_,105.4
clknet_leaf_196_clk,105.26
_03893_,105.08
_05944_,104.99
_02643_,104.96
clknet_leaf_125_clk,104.96
_05437_,104.94
ex_mem_pipe_reg.Rd_Addr_Out_PR\[0\],104.9
clknet_leaf_81_clk,104.88
_05008_,104.53
register_file.registerFile\[7\]\[12\],104.33
_03604_,104.16
_06019_,104.105
clknet_leaf_184_clk,104.06
_04631_,103.935
clknet_leaf_171_clk,103.82
clknet_leaf_86_clk,103.76
clknet_leaf_104_clk,103.7
_03724_,103.67
_02571_,103.52
_05986_,103.46
_06408_,103.43
_05043_,103.38
_05323_,103.26
register_file.registerFile\[5\]\[12\],103.19
_03162_,103.16
register_file.registerFile\[1\]\[2\],103.14
ex_mem_pipe_reg.RF_D2_Out\[5\],103.02
_03401_,102.88
_05160_,102.84
_05205_,102.8
_05405_,102.76
_05069_,102.7
clknet_leaf_151_clk,102.52
register_file.registerFile\[7\]\[11\],102.49
_05128_,102.4
_06348_,102.36
_03403_,102.26
clknet_leaf_20_clk,101.96
_05794_,101.9
_03183_,101.735
clknet_leaf_162_clk,101.73
_06013_,101.68
ex_mem_pipe_reg.Rd_Addr_Out_PR\[1\],101.65
register_file.registerFile\[1\]\[1\],101.61
_05906_,101.54
_01947_,101.4
_06417_,101.4
_06186_,101.33
register_file.registerFile\[5\]\[2\],101.18
clknet_leaf_187_clk,100.97
_04492_,100.92
_00474_,100.875
_06017_,100.8
_06860_,100.8
_06282_,100.76
clknet_leaf_145_clk,100.72
_06413_,100.7
clknet_leaf_153_clk,100.7
clknet_leaf_23_clk,100.66
_03914_,100.61
if_id_pipe_reg.PC_Out\[8\],100.56
_03904_,100.54
_06635_,100.52
clknet_leaf_126_clk,100.52
_02237_,100.5
clknet_leaf_43_clk,100.49
_02635_,100.24
_06349_,100.17
_03310_,100.12
_02262_,100
_03592_,99.92
_06836_,99.89
_06363_,99.54
_03584_,99.46
_05941_,99.46
register_file.registerFile\[7\]\[13\],99.44
clknet_leaf_117_clk,99.38
_03117_,99.27
_04997_,99.1
_05243_,99.1
clknet_leaf_198_clk,99.07
_06357_,98.94
_03166_,98.54
_04388_,98.46
_05999_,98.46
clknet_leaf_165_clk,98.44
_05541_,98.4
_05232_,98.32
_06347_,97.86
_06604_,97.83
_02887_,97.8
dmem.ram\[20\]\[7\],97.74
_06760_,97.72
clknet_leaf_136_clk,97.7
net548,97.7
_05287_,97.66
_06371_,97.58
clknet_leaf_68_clk,97.57
ex_mem_pipe_reg.Rd_Data_Out_PR\[0\],97.5
clknet_leaf_16_clk,97.45
_05432_,97.44
_06252_,97.33
_03634_,97.32
_05373_,97.26
_06376_,97.1
_04369_,97.08
_02982_,97.06
net539,97.06
net521,96.88
_03587_,96.86
clknet_leaf_205_clk,96.84
_02631_,96.8
dmem.ram\[58\]\[14\],96.78
_05987_,96.75
_06933_,96.73
_06811_,96.63
clknet_leaf_72_clk,96.6
_05922_,96.53
register_file.registerFile\[5\]\[0\],96.53
_06223_,96.52
clknet_leaf_32_clk,96.42
_03581_,96.375
_04342_,96.34
_02334_,96.31
clknet_leaf_21_clk,96.26
_03736_,96.22
_03408_,95.98
_06401_,95.72
clknet_leaf_9_clk,95.6
_06369_,95.57
_02381_,95.37
_02609_,95.36
clknet_leaf_0_clk,95.32
_01941_,95.28
_06355_,95.26
register_file.registerFile\[1\]\[0\],95.22
_04760_,95.21
_05609_,95.19
_05990_,95.16
_03509_,95.05
_03908_,94.96
mem_wb_pipeline_reg.Rd_Data_Out_PR\[2\],94.86
clknet_leaf_91_clk,94.84
_05506_,94.69
_06015_,94.425
clknet_leaf_74_clk,94.4
clknet_leaf_57_clk,94.36
register_file.registerFile\[1\]\[4\],94.3
net48,94.1
_06418_,93.92
ex_mem_pipe_reg.RF_D2_Out\[0\],93.91
clknet_leaf_95_clk,93.88
_01942_,93.78
_06491_,93.68
_06465_,93.66
clknet_leaf_199_clk,93.66
_03167_,93.595
_03561_,93.58
clknet_leaf_202_clk,93.425
