net,length_um
dmem.ram\[60\]\[11\],38.28
_05168_,38.26
rr_ex_pipe_reg.RF_D1_Out\[7\],38.26
_05309_,38.24
net99,38.2
dmem.ram\[32\]\[2\],38.18
_03602_,38.12
_04880_,38.1
dmem.ram\[24\]\[3\],38.04
dmem.ram\[45\]\[15\],37.99
dmem.ram\[60\]\[0\],37.98
_05257_,37.9
dmem.ram\[27\]\[5\],37.88
dmem.ram\[53\]\[15\],37.86
dmem.ram\[45\]\[0\],37.8
_02306_,37.75
_05867_,37.74
rr_ex_pipe_reg.RF_D1_Out\[3\],37.7
_04425_,37.68
_05802_,37.68
_06815_,37.58
_02961_,37.56
dmem.ram\[25\]\[3\],37.53
_04451_,37.52
_06139_,37.5
dmem.ram\[4\]\[11\],37.48
_02575_,37.46
dmem.ram\[33\]\[3\],37.42
_05027_,37.4
dmem.ram\[39\]\[4\],37.39
_05838_,37.34
dmem.ram\[2\]\[1\],37.3
_05337_,37.26
_05330_,37.24
_02528_,37.14
_03092_,37.08
net434,37.08
_02028_,37.04
_04720_,37.04
instr_mem1.rom\[14\]\[14\],36.985
dmem.ram\[46\]\[4\],36.98
dmem.ram\[11\]\[0\],36.95
register_file.registerFile\[0\]\[14\],36.92
_02532_,36.91
_05399_,36.88
_05846_,36.86
dmem.ram\[57\]\[13\],36.82
dmem.ram\[20\]\[11\],36.81
dmem.ram\[12\]\[15\],36.78
_06866_,36.76
_06835_,36.74
_02236_,36.72
dmem.ram\[5\]\[4\],36.665
_04789_,36.66
dmem.ram\[19\]\[11\],36.66
dmem.ram\[26\]\[0\],36.65
_06934_,36.6
dmem.ram\[6\]\[4\],36.58
dmem.ram\[5\]\[10\],36.565
_06663_,36.56
clknet_leaf_144_clk,36.56
dmem.ram\[20\]\[2\],36.54
dmem.ram\[24\]\[2\],36.52
_05993_,36.38
clknet_leaf_100_clk,36.36
dmem.ram\[7\]\[12\],36.34
_06897_,36.32
dmem.ram\[12\]\[10\],36.32
_05870_,36.22
_02766_,36.2
_06667_,36.2
instr_mem1.rom\[6\]\[14\],36.17
dmem.ram\[5\]\[15\],36.145
_01899_,36.12
_05159_,36.06
_05565_,36.06
_06277_,36.06
_06583_,36.05
dmem.ram\[20\]\[4\],36.02
dmem.ram\[46\]\[1\],36.02
_05264_,35.98
_03466_,35.96
_05799_,35.94
_05315_,35.88
id_rr_pipe_reg.instr_out\[0\],35.86
_06173_,35.78
instr_mem1.rom\[5\]\[12\],35.78
_05202_,35.69
dmem.ram\[16\]\[8\],35.66
_05081_,35.64
_06665_,35.62
dmem.ram\[61\]\[4\],35.495
dmem.ram\[53\]\[11\],35.48
dmem.ram\[28\]\[4\],35.46
dmem.ram\[13\]\[2\],35.45
_05199_,35.38
dmem.ram\[59\]\[10\],35.32
dmem.ram\[16\]\[13\],35.28
_06827_,35.26
_06250_,35.24
_06640_,35.2
dmem.ram\[25\]\[10\],35.2
_02914_,35.18
_03623_,35.14
_02318_,35.135
_06846_,35.12
rr_ex_pipe_reg.RF_D2_Out\[0\],35.12
_02178_,35.08
_06451_,35.08
_04687_,35.06
_05532_,34.98
dmem.ram\[45\]\[10\],34.9
_05624_,34.84
dmem.ram\[44\]\[3\],34.84
_04663_,34.8
_05155_,34.8
dmem.ram\[62\]\[6\],34.76
_04471_,34.75
_06601_,34.72
clknet_leaf_158_clk,34.68
_04821_,34.64
register_file.registerFile\[0\]\[8\],34.64
dmem.ram\[47\]\[0\],34.605
dmem.ram\[10\]\[10\],34.6
clknet_leaf_109_clk,34.6
dmem.ram\[5\]\[3\],34.465
dmem.ram\[62\]\[1\],34.46
dmem.ram\[34\]\[2\],34.42
dmem.ram\[54\]\[15\],34.42
_03493_,34.38
_05158_,34.38
_06630_,34.33
dmem.ram\[41\]\[5\],34.32
_02987_,34.3
dmem.ram\[3\]\[1\],34.285
_05153_,34.28
_05403_,34.26
dmem.ram\[11\]\[13\],34.245
_05853_,34.22
_01969_,34.2
_04869_,34.18
_06595_,34.18
_06731_,34.18
dmem.ram\[59\]\[9\],34.16
dmem.ram\[61\]\[10\],34.15
_02554_,34.12
_06350_,34.12
dmem.ram\[24\]\[14\],34.06
dmem.ram\[46\]\[8\],34.04
instr_mem1.rom\[8\]\[1\],34.02
dmem.ram\[5\]\[1\],34.01
dmem.ram\[36\]\[7\],34
dmem.ram\[48\]\[10\],34
dmem.ram\[60\]\[10\],33.97
_02169_,33.96
_05124_,33.96
dmem.ram\[52\]\[10\],33.96
dmem.ram\[8\]\[14\],33.94
dmem.ram\[43\]\[9\],33.92
_06882_,33.88
rr_ex_pipe_reg.RF_D1_Out\[0\],33.82
_04802_,33.74
_05770_,33.7
dmem.ram\[26\]\[1\],33.68
rr_ex_pipe_reg.RF_D1_Out\[11\],33.68
dmem.ram\[26\]\[9\],33.64
dmem.ram\[10\]\[8\],33.62
_03460_,33.6
_05656_,33.56
_05750_,33.56
dmem.ram\[18\]\[2\],33.56
dmem.ram\[6\]\[7\],33.56
_03436_,33.54
dmem.ram\[39\]\[1\],33.505
_03658_,33.48
dmem.ram\[42\]\[5\],33.48
dmem.ram\[50\]\[5\],33.48
_02872_,33.46
_01893_,33.44
_06893_,33.42
dmem.ram\[4\]\[15\],33.42
_06638_,33.38
dmem.ram\[50\]\[14\],33.38
_05048_,33.3
dmem.ram\[14\]\[10\],33.28
rr_ex_pipe_reg.RF_D1_Out\[8\],33.28
_02135_,33.16
_04601_,33.15
register_file.registerFile\[0\]\[3\],33.08
dmem.ram\[54\]\[7\],33.055
register_file.registerFile\[6\]\[15\],33.055
_02101_,33.04
dmem.ram\[8\]\[0\],33.04
instr_mem1.rom\[4\]\[2\],33.02
dmem.ram\[51\]\[1\],33.005
_05855_,33
register_file.registerFile\[6\]\[3\],32.99
dmem.ram\[46\]\[13\],32.98
_05795_,32.96
_06971_,32.94
register_file.registerFile\[6\]\[9\],32.94
_03763_,32.91
dmem.ram\[47\]\[9\],32.885
_05528_,32.76
dmem.ram\[0\]\[2\],32.76
_06977_,32.74
_03254_,32.72
_03450_,32.7
_05037_,32.7
id_rr_pipe_reg.pc_next_out\[8\],32.7
la_sa_lm_sm_block.reg_data_form_id_128\[6\],32.7
_05298_,32.68
dmem.ram\[53\]\[10\],32.58
if_id_pipe_reg.PC_Next_Out\[5\],32.58
_02922_,32.54
_05630_,32.54
_06858_,32.5
dmem.ram\[38\]\[12\],32.5
dmem.ram\[42\]\[3\],32.5
dmem.ram\[60\]\[1\],32.46
_02779_,32.42
instr_mem1.rom\[9\]\[14\],32.42
dmem.ram\[57\]\[8\],32.4
dmem.ram\[9\]\[3\],32.35
dmem.ram\[20\]\[6\],32.3
_03540_,32.28
_05283_,32.28
register_file.registerFile\[2\]\[11\],32.265
dmem.ram\[60\]\[5\],32.26
dmem.ram\[18\]\[11\],32.24
_04618_,32.22
_05265_,32.2
dmem.ram\[26\]\[11\],32.2
dmem.ram\[55\]\[7\],32.18
register_file.registerFile\[2\]\[12\],32.14
_02795_,32.08
_06795_,32.05
register_file.registerFile\[4\]\[14\],32.04
dmem.ram\[29\]\[2\],32.02
dmem.ram\[18\]\[14\],32
register_file.registerFile\[6\]\[12\],31.98
dmem.ram\[42\]\[11\],31.94
dmem.ram\[52\]\[14\],31.94
_06128_,31.92
dmem.ram\[45\]\[14\],31.88
dmem.ram\[53\]\[5\],31.86
dmem.ram\[6\]\[3\],31.8
dmem.ram\[30\]\[14\],31.76
dmem.ram\[3\]\[4\],31.755
_03087_,31.7
_03755_,31.68
dmem.ram\[54\]\[3\],31.68
id_rr_pipe_reg.instr_out\[9\],31.68
rr_ex_pipe_reg.RF_D1_Out\[12\],31.68
dmem.ram\[2\]\[4\],31.64
dmem.ram\[7\]\[1\],31.605
_04562_,31.58
_05583_,31.56
instr_mem1.rom\[11\]\[14\],31.54
_05250_,31.52
_05088_,31.48
dmem.ram\[40\]\[0\],31.48
dmem.ram\[63\]\[12\],31.465
_05698_,31.46
dmem.ram\[59\]\[15\],31.46
instr_mem1.rom\[15\]\[14\],31.46
_04813_,31.38
_06842_,31.34
dmem.ram\[2\]\[6\],31.32
_06962_,31.3
dmem.ram\[61\]\[9\],31.27
dmem.ram\[61\]\[15\],31.255
dmem.ram\[51\]\[15\],31.24
dmem.ram\[25\]\[2\],31.225
dmem.ram\[44\]\[6\],31.22
instr_mem1.rom\[14\]\[13\],31.205
register_file.registerFile\[0\]\[6\],31.14
rr_ex_pipe_reg.RF_D2_Out\[7\],31.14
dmem.ram\[29\]\[0\],31.13
_05299_,31.12
_01554_,31.04
_02193_,31.04
dmem.ram\[62\]\[15\],31.02
dmem.ram\[55\]\[3\],31
dmem.ram\[10\]\[14\],30.98
dmem.ram\[50\]\[15\],30.92
register_file.registerFile\[0\]\[12\],30.92
_05753_,30.9
_05798_,30.88
if_id_pipe_reg.PC_Next_Out\[13\],30.88
dmem.ram\[29\]\[11\],30.865
_06726_,30.78
dmem.ram\[50\]\[13\],30.78
dmem.ram\[1\]\[9\],30.765
dmem.ram\[55\]\[15\],30.745
_06734_,30.725
dmem.ram\[29\]\[3\],30.685
dmem.ram\[61\]\[8\],30.685
dmem.ram\[15\]\[6\],30.68
dmem.ram\[62\]\[5\],30.68
_02094_,30.67
dmem.ram\[6\]\[12\],30.66
_06522_,30.64
dmem.ram\[14\]\[5\],30.62
dmem.ram\[19\]\[0\],30.61
_03276_,30.6
net431,30.6
rr_ex_pipe_reg.pc_out\[1\],30.58
_02976_,30.56
_03308_,30.56
_05472_,30.5
dmem.ram\[60\]\[15\],30.46
rr_ex_pipe_reg.RF_D2_Out\[8\],30.44
_06493_,30.42
_02281_,30.38
dmem.ram\[53\]\[9\],30.36
dmem.ram\[20\]\[13\],30.34
register_file.registerFile\[4\]\[6\],30.34
dmem.ram\[45\]\[12\],30.3
dmem.ram\[20\]\[14\],30.28
_06560_,30.26
dmem.ram\[18\]\[4\],30.26
dmem.ram\[44\]\[14\],30.26
_03553_,30.24
dmem.ram\[45\]\[1\],30.18
dmem.ram\[6\]\[1\],30.16
_05746_,30.12
_06631_,30.12
register_file.registerFile\[4\]\[13\],30.12
dmem.ram\[12\]\[1\],30.1
instr_mem1.rom\[11\]\[1\],30.08
dmem.ram\[44\]\[10\],30.03
register_file.registerFile\[6\]\[14\],30.02
dmem.ram\[2\]\[11\],30
_02996_,29.98
_05785_,29.94
dmem.ram\[48\]\[5\],29.93
instr_mem1.rom\[9\]\[2\],29.93
_06591_,29.92
dmem.ram\[24\]\[5\],29.92
if_id_pipe_reg.PC_Out\[15\],29.92
dmem.ram\[39\]\[2\],29.905
_06532_,29.86
dmem.ram\[28\]\[5\],29.84
_03769_,29.82
_05452_,29.82
register_file.registerFile\[6\]\[0\],29.815
_04466_,29.8
_03728_,29.78
dmem.ram\[26\]\[2\],29.78
dmem.ram\[11\]\[2\],29.76
_02855_,29.7
dmem.ram\[46\]\[10\],29.7
rr_ex_pipe_reg.pc_out\[9\],29.69
dmem.ram\[37\]\[0\],29.67
dmem.ram\[37\]\[9\],29.665
dmem.ram\[44\]\[15\],29.66
dmem.ram\[9\]\[0\],29.63
dmem.ram\[26\]\[10\],29.625
instr_mem1.rom\[12\]\[1\],29.62
dmem.ram\[43\]\[8\],29.6
_02919_,29.58
_04820_,29.58
_02312_,29.54
_04456_,29.54
_06433_,29.54
_02319_,29.53
dmem.ram\[20\]\[12\],29.52
_05352_,29.5
dmem.ram\[14\]\[13\],29.46
_06797_,29.44
_06521_,29.42
dmem.ram\[44\]\[7\],29.42
net102,29.42
instr_mem1.rom\[11\]\[13\],29.4
net426,29.38
_05141_,29.36
dmem.ram\[37\]\[2\],29.265
_03498_,29.26
_05736_,29.26
rr_ex_pipe_reg.pc_out\[0\],29.26
mem_wb_pipeline_reg.Rd_Addr_Out_PR\[1\],29.24
_03821_,29.22
instr_mem1.rom\[8\]\[3\],29.22
_05192_,29.2
rr_ex_pipe_reg.RF_D2_Out\[9\],29.18
_03664_,29.16
_05743_,29.16
dmem.ram\[63\]\[9\],29.14
dmem.ram\[46\]\[6\],29.12
id_rr_pipe_reg.instr_out\[7\],29.1
_06597_,29.09
dmem.ram\[25\]\[14\],29.065
dmem.ram\[8\]\[13\],29.04
dmem.ram\[17\]\[9\],29.025
_03342_,29
_05570_,28.96
dmem.ram\[63\]\[1\],28.96
rr_ex_pipe_reg.RF_D2_Out\[5\],28.96
dmem.ram\[19\]\[6\],28.95
dmem.ram\[55\]\[6\],28.945
_01998_,28.94
dmem.ram\[52\]\[8\],28.91
_05220_,28.9
dmem.ram\[43\]\[6\],28.9
_06485_,28.875
_03620_,28.84
_03030_,28.82
dmem.ram\[45\]\[2\],28.82
rr_ex_pipe_reg.RF_D1_Out\[2\],28.82
dmem.ram\[24\]\[9\],28.78
register_file.registerFile\[6\]\[8\],28.765
_02826_,28.76
_05807_,28.72
dmem.ram\[20\]\[10\],28.7
_02811_,28.66
_03365_,28.66
_04459_,28.66
net438,28.62
_05049_,28.6
dmem.ram\[51\]\[2\],28.585
dmem.ram\[0\]\[3\],28.53
dmem.ram\[21\]\[8\],28.505
la_sa_lm_sm_block.reg_data_form_id_128\[7\],28.5
register_file.registerFile\[4\]\[12\],28.5
register_file.registerFile\[6\]\[7\],28.5
_04750_,28.48
dmem.ram\[25\]\[1\],28.47
dmem.ram\[29\]\[15\],28.465
instr_mem1.rom\[4\]\[15\],28.42
dmem.ram\[31\]\[14\],28.405
_03614_,28.4
dmem.ram\[6\]\[2\],28.4
_02879_,28.36
_05576_,28.36
dmem.ram\[48\]\[9\],28.36
dmem.ram\[53\]\[6\],28.36
_03100_,28.32
dmem.ram\[53\]\[1\],28.3
net410,28.29
_04733_,28.28
dmem.ram\[54\]\[13\],28.28
dmem.ram\[59\]\[12\],28.28
instr_mem1.rom\[6\]\[13\],28.265
dmem.ram\[38\]\[2\],28.26
dmem.ram\[39\]\[0\],28.24
dmem.ram\[21\]\[4\],28.225
dmem.ram\[17\]\[5\],28.21
_03052_,28.2
dmem.ram\[49\]\[9\],28.2
dmem.ram\[58\]\[8\],28.2
dmem.ram\[30\]\[10\],28.18
dmem.ram\[44\]\[8\],28.18
dmem.ram\[44\]\[11\],28.1
_05805_,28.04
dmem.ram\[46\]\[3\],28.04
_06515_,28.01
dmem.ram\[22\]\[15\],28
_06269_,27.98
dmem.ram\[50\]\[11\],27.98
_04929_,27.96
_06774_,27.92
dmem.ram\[16\]\[11\],27.92
net494,27.9
_02755_,27.84
instr_mem1.rom\[1\]\[0\],27.82
dmem.ram\[11\]\[15\],27.785
_05758_,27.78
dmem.ram\[21\]\[15\],27.745
dmem.ram\[14\]\[15\],27.74
dmem.ram\[44\]\[12\],27.72
dmem.ram\[0\]\[6\],27.68
_03021_,27.64
_05099_,27.64
_03241_,27.6
_03079_,27.58
instr_mem1.rom\[11\]\[12\],27.58
_01968_,27.56
dmem.ram\[23\]\[1\],27.54
_01829_,27.52
_05042_,27.44
_05392_,27.44
dmem.ram\[24\]\[10\],27.44
dmem.ram\[37\]\[4\],27.44
la_sa_lm_sm_block.reg_data_form_id_128\[67\],27.44
dmem.ram\[23\]\[0\],27.38
dmem.ram\[6\]\[6\],27.38
_05349_,27.36
_06863_,27.36
dmem.ram\[53\]\[8\],27.34
_06487_,27.32
dmem.ram\[2\]\[9\],27.32
net392,27.32
net462,27.28
dmem.ram\[38\]\[8\],27.24
dmem.ram\[17\]\[14\],27.225
_05762_,27.2
dmem.ram\[34\]\[0\],27.18
_01551_,27.165
_06438_,27.16
dmem.ram\[42\]\[1\],27.16
dmem.ram\[42\]\[0\],27.14
dmem.ram\[60\]\[12\],27.14
_03252_,27.12
dmem.ram\[31\]\[13\],27.115
instr_mem1.rom\[6\]\[0\],27.11
_05662_,27.1
dmem.ram\[0\]\[1\],27.1
dmem.ram\[45\]\[6\],27.1
_05774_,27.08
dmem.ram\[4\]\[1\],27.08
_06510_,27.06
dmem.ram\[4\]\[10\],27.06
dmem.ram\[60\]\[3\],27.05
dmem.ram\[57\]\[4\],27.04
dmem.ram\[47\]\[7\],26.965
_06852_,26.92
_03259_,26.9
_04856_,26.9
net478,26.9
_02244_,26.88
dmem.ram\[20\]\[1\],26.88
net428,26.88
_05716_,26.86
dmem.ram\[16\]\[14\],26.84
rr_ex_pipe_reg.pc_data_select_out,26.82
net400,26.82
net1684,26.82
_03306_,26.78
_06508_,26.78
dmem.ram\[12\]\[3\],26.78
dmem.ram\[57\]\[15\],26.78
net414,26.78
_02852_,26.76
_05324_,26.74
_05872_,26.74
dmem.ram\[8\]\[4\],26.74
net372,26.74
dmem.ram\[14\]\[6\],26.72
dmem.ram\[57\]\[0\],26.7
_03568_,26.68
dmem.ram\[2\]\[12\],26.66
dmem.ram\[2\]\[13\],26.66
_05490_,26.64
_05207_,26.62
_03512_,26.6
dmem.ram\[16\]\[0\],26.58
dmem.ram\[3\]\[7\],26.56
dmem.ram\[0\]\[10\],26.52
dmem.ram\[2\]\[10\],26.52
dmem.ram\[35\]\[9\],26.52
_00772_,26.5
_03075_,26.5
dmem.ram\[22\]\[0\],26.5
_01848_,26.48
_02889_,26.48
dmem.ram\[58\]\[9\],26.465
dmem.ram\[14\]\[11\],26.46
net432,26.46
_06492_,26.44
_05739_,26.42
_06683_,26.42
dmem.ram\[4\]\[9\],26.4
_04811_,26.39
_07033_,26.34
net407,26.33
_06480_,26.32
dmem.ram\[42\]\[10\],26.32
id_rr_pipe_reg.instr_out\[11\],26.32
la_sa_lm_sm_block.reg_data_form_id_128\[5\],26.3
net436,26.29
dmem.ram\[46\]\[14\],26.28
net425,26.28
dmem.ram\[30\]\[8\],26.24
dmem.ram\[46\]\[2\],26.22
net408,26.2
_05267_,26.1
instr_mem1.rom\[4\]\[11\],26.1
dmem.ram\[26\]\[15\],26.06
dmem.ram\[36\]\[13\],26.06
dmem.ram\[1\]\[10\],26.05
dmem.ram\[55\]\[11\],26.03
dmem.ram\[12\]\[0\],26.02
dmem.ram\[54\]\[14\],26
_02218_,25.99
dmem.ram\[8\]\[5\],25.98
_06507_,25.965
_05788_,25.96
_03043_,25.94
_02214_,25.88
_04978_,25.88
_06906_,25.88
_05842_,25.86
_06479_,25.86
_05778_,25.84
_03597_,25.82
_06961_,25.82
dmem.ram\[17\]\[6\],25.805
dmem.ram\[54\]\[10\],25.8
net473,25.8
_04620_,25.78
dmem.ram\[4\]\[5\],25.78
_04843_,25.76
_06606_,25.76
_04972_,25.74
_05834_,25.72
_02723_,25.68
_05391_,25.68
_05418_,25.68
_06585_,25.68
net487,25.68
dmem.ram\[11\]\[1\],25.66
_04508_,25.64
dmem.ram\[45\]\[4\],25.64
_06221_,25.6
dmem.ram\[40\]\[8\],25.6
dmem.ram\[8\]\[9\],25.6
rr_ex_pipe_reg.pc_out\[2\],25.6
_02899_,25.58
dmem.ram\[46\]\[12\],25.58
dmem.ram\[50\]\[7\],25.58
dmem.ram\[35\]\[6\],25.56
dmem.ram\[60\]\[6\],25.56
_06966_,25.52
dmem.ram\[42\]\[9\],25.52
dmem.ram\[0\]\[4\],25.5
dmem.ram\[53\]\[0\],25.5
dmem.ram\[3\]\[12\],25.485
_05024_,25.48
_05164_,25.46
net311,25.46
_02188_,25.4
_02570_,25.4
_06504_,25.4
dmem.ram\[26\]\[3\],25.4
_03297_,25.38
_06351_,25.36
instr_mem1.rom\[6\]\[1\],25.345
_02131_,25.34
dmem.ram\[27\]\[8\],25.32
_02759_,25.3
dmem.ram\[7\]\[9\],25.3
_06554_,25.28
_05459_,25.26
_06453_,25.24
rr_ex_pipe_reg.RF_D2_Out\[11\],25.24
_03131_,25.22
dmem.ram\[45\]\[11\],25.22
dmem.ram\[39\]\[6\],25.21
dmem.ram\[16\]\[2\],25.18
dmem.ram\[43\]\[4\],25.18
instr_mem1.rom\[12\]\[3\],25.18
_02691_,25.16
instr_mem1.rom\[1\]\[1\],25.16
instr_mem1.rom\[4\]\[9\],25.16
dmem.ram\[4\]\[14\],25.14
_00850_,25.135
dmem.ram\[0\]\[15\],25.12
dmem.ram\[39\]\[5\],25.11
dmem.ram\[15\]\[15\],25.08
instr_mem1.rom\[1\]\[9\],25.08
dmem.ram\[51\]\[13\],25.06
_02247_,25.02
register_file.registerFile\[0\]\[7\],25.02
_05033_,25
_03405_,24.94
_04654_,24.94
dmem.ram\[46\]\[11\],24.94
register_file.registerFile\[6\]\[1\],24.935
dmem.ram\[10\]\[13\],24.92
_03642_,24.9
dmem.ram\[36\]\[10\],24.9
net485,24.9
dmem.ram\[55\]\[5\],24.885
_06425_,24.88
instr_mem1.rom\[4\]\[3\],24.88
_02762_,24.86
_06381_,24.86
dmem.ram\[23\]\[10\],24.845
_06636_,24.84
dmem.ram\[22\]\[12\],24.84
dmem.ram\[7\]\[14\],24.84
_02661_,24.82
_06637_,24.8
dmem.ram\[21\]\[5\],24.79
_05241_,24.78
dmem.ram\[61\]\[13\],24.745
_04748_,24.72
net402,24.7
_06565_,24.68
_06713_,24.68
dmem.ram\[45\]\[9\],24.68
instr_mem1.rom\[7\]\[1\],24.68
dmem.ram\[5\]\[2\],24.65
dmem.ram\[14\]\[8\],24.64
dmem.ram\[57\]\[9\],24.64
dmem.ram\[59\]\[3\],24.55
dmem.ram\[6\]\[11\],24.54
dmem.ram\[11\]\[8\],24.525
dmem.ram\[34\]\[8\],24.52
dmem.ram\[42\]\[8\],24.5
dmem.ram\[31\]\[6\],24.485
_06873_,24.48
dmem.ram\[49\]\[12\],24.48
net820,24.48
dmem.ram\[3\]\[6\],24.465
dmem.ram\[24\]\[11\],24.46
dmem.ram\[38\]\[10\],24.46
_05819_,24.44
net365,24.44
dmem.ram\[47\]\[5\],24.425
dmem.ram\[21\]\[11\],24.385
_02035_,24.38
_04964_,24.38
net493,24.36
_06701_,24.34
_06940_,24.34
dmem.ram\[12\]\[11\],24.34
dmem.ram\[61\]\[5\],24.33
_05560_,24.3
dmem.ram\[36\]\[14\],24.28
_05713_,24.26
dmem.ram\[5\]\[12\],24.26
_02764_,24.24
_05362_,24.24
dmem.ram\[35\]\[3\],24.24
_05782_,24.22
dmem.ram\[4\]\[3\],24.22
net554,24.22
_03753_,24.2
dmem.ram\[23\]\[8\],24.185
dmem.ram\[14\]\[3\],24.18
dmem.ram\[54\]\[8\],24.18
dmem.ram\[11\]\[9\],24.17
dmem.ram\[28\]\[0\],24.16
_05792_,24.155
dmem.ram\[18\]\[10\],24.155
dmem.ram\[1\]\[5\],24.145
dmem.ram\[3\]\[11\],24.125
_05271_,24.1
_05902_,24.1
dmem.ram\[41\]\[8\],24.1
_02071_,24.06
_02952_,24.06
dmem.ram\[7\]\[8\],24.06
ex_mem_pipe_reg.RF_D1_Out\[3\],24.06
net481,24.06
_02721_,24.04
instr_mem1.rom\[4\]\[6\],24.04
_03242_,24.02
_06980_,24.02
_03032_,24
_05489_,24
net497,24
dmem.ram\[10\]\[6\],23.98
dmem.ram\[54\]\[12\],23.98
_06904_,23.96
dmem.ram\[53\]\[3\],23.96
_06628_,23.94
dmem.ram\[26\]\[14\],23.94
_02155_,23.93
_02166_,23.92
_03501_,23.92
_03503_,23.92
_04612_,23.92
dmem.ram\[2\]\[7\],23.92
dmem.ram\[51\]\[11\],23.92
dmem.ram\[21\]\[6\],23.91
dmem.ram\[20\]\[9\],23.88
dmem.ram\[9\]\[1\],23.88
net411,23.88
_06138_,23.86
_04956_,23.855
_07371_,23.84
_05219_,23.8
dmem.ram\[55\]\[0\],23.8
dmem.ram\[57\]\[12\],23.8
net395,23.78
_05764_,23.74
_02271_,23.72
dmem.ram\[24\]\[13\],23.72
dmem.ram\[22\]\[3\],23.7
_02065_,23.68
dmem.ram\[19\]\[7\],23.68
_05374_,23.66
instr_mem1.rom\[15\]\[2\],23.62
instr_mem1.rom\[0\]\[11\],23.6
_06440_,23.56
dmem.ram\[40\]\[5\],23.56
instr_mem1.rom\[13\]\[9\],23.56
dmem.ram\[28\]\[2\],23.52
dmem.ram\[38\]\[1\],23.52
_03349_,23.5
_04700_,23.5
_05082_,23.5
_06639_,23.46
_06895_,23.46
_05057_,23.44
_05789_,23.42
_03591_,23.38
dmem.ram\[21\]\[14\],23.285
la_sa_lm_sm_block.reg_data_form_id_128\[11\],23.28
_03202_,23.26
dmem.ram\[37\]\[6\],23.25
_03398_,23.24
_06366_,23.24
_05603_,23.22
dmem.ram\[28\]\[3\],23.22
dmem.ram\[30\]\[1\],23.2
_04933_,23.18
_02313_,23.175
dmem.ram\[51\]\[6\],23.17
dmem.ram\[32\]\[5\],23.16
dmem.ram\[58\]\[1\],23.14
dmem.ram\[2\]\[15\],23.12
_03622_,23.1
instr_mem1.rom\[4\]\[7\],23.1
_02931_,23.08
dmem.ram\[61\]\[14\],23.08
dmem.ram\[62\]\[14\],23.08
net1137,23.07
dmem.ram\[32\]\[11\],23.06
dmem.ram\[63\]\[8\],23.045
_05269_,23.04
_05569_,23.04
dmem.ram\[9\]\[2\],23.04
instr_mem1.rom\[15\]\[3\],23.04
dmem.ram\[14\]\[7\],23.02
dmem.ram\[24\]\[12\],23.02
dmem.ram\[63\]\[10\],23.01
dmem.ram\[39\]\[9\],23.005
_02307_,22.98
_03708_,22.96
instr_mem1.rom\[0\]\[0\],22.94
_06632_,22.92
dmem.ram\[14\]\[1\],22.92
dmem.ram\[25\]\[12\],22.92
ex_mem_pipe_reg.RF_D1_Out\[4\],22.92
dmem.ram\[60\]\[7\],22.9
instr_mem1.rom\[10\]\[2\],22.885
instr_mem1.rom\[7\]\[15\],22.88
dmem.ram\[3\]\[2\],22.86
_06972_,22.84
dmem.ram\[50\]\[1\],22.84
_02985_,22.82
dmem.ram\[48\]\[11\],22.82
dmem.ram\[57\]\[1\],22.82
dmem.ram\[63\]\[13\],22.785
_02745_,22.78
instr_mem1.rom\[5\]\[4\],22.78
instr_mem1.rom\[7\]\[11\],22.78
instr_mem1.rom\[11\]\[3\],22.76
_05358_,22.74
dmem.ram\[56\]\[13\],22.74
instr_mem1.rom\[12\]\[15\],22.74
_04457_,22.73
dmem.ram\[19\]\[5\],22.72
_03346_,22.7
_03357_,22.68
_06365_,22.68
dmem.ram\[0\]\[8\],22.68
dmem.ram\[57\]\[2\],22.68
dmem.ram\[13\]\[3\],22.675
dmem.ram\[55\]\[12\],22.645
_02534_,22.64
_02653_,22.64
dmem.ram\[48\]\[14\],22.64
_05343_,22.62
_06765_,22.62
dmem.ram\[40\]\[1\],22.6
dmem.ram\[30\]\[3\],22.54
instr_mem1.rom\[1\]\[5\],22.54
_05781_,22.52
_06627_,22.5
dmem.ram\[45\]\[3\],22.5
dmem.ram\[46\]\[15\],22.5
_03673_,22.48
dmem.ram\[14\]\[2\],22.46
dmem.ram\[60\]\[4\],22.46
dmem.ram\[48\]\[0\],22.42
dmem.ram\[11\]\[10\],22.405
dmem.ram\[25\]\[15\],22.405
dmem.ram\[3\]\[5\],22.405
dmem.ram\[41\]\[0\],22.4
dmem.ram\[48\]\[15\],22.38
dmem.ram\[29\]\[13\],22.365
_05101_,22.34
dmem.ram\[55\]\[4\],22.34
instr_mem1.rom\[6\]\[10\],22.33
dmem.ram\[48\]\[13\],22.32
_06709_,22.3
dmem.ram\[0\]\[12\],22.26
dmem.ram\[11\]\[11\],22.26
_04726_,22.24
_02970_,22.22
dmem.ram\[24\]\[4\],22.22
dmem.ram\[55\]\[10\],22.205
dmem.ram\[25\]\[6\],22.19
dmem.ram\[3\]\[15\],22.19
dmem.ram\[1\]\[11\],22.185
_05105_,22.18
_07111_,22.18
dmem.ram\[27\]\[6\],22.18
_05447_,22.16
dmem.ram\[51\]\[14\],22.16
dmem.ram\[55\]\[2\],22.16
instr_mem1.rom\[5\]\[14\],22.16
net445,22.16
net529,22.14
dmem.ram\[56\]\[1\],22.12
