net,length_um
_03870_,420.42
_04868_,420.12
_03558_,419.65
_03718_,418.71
clknet_4_11_0_clk,418.57
_03590_,418.28
_03672_,417.85
_02563_,417.76
net24,417.5
_03922_,416.04
_03667_,415.775
_04806_,415.59
net84,413.9
_04762_,412.74
_05021_,412.15
clknet_4_10_0_clk,411.82
_04094_,409.92
net2,408.58
_02554_,408.3
net19,406.66
clknet_4_12_0_clk,405.19
_04737_,404.6
_04502_,404.07
_04651_,403.6
_03702_,402.78
_07391_,402.64
net26,399.92
_02545_,398.65
_04986_,398.22
_02378_,398.13
clknet_4_8_0_clk,398.04
_04289_,397.88
_04760_,396.4
_03802_,396.39
_04096_,396.15
_04092_,394.6
_03830_,392.67
_04545_,392.06
_04805_,390.77
_03871_,390.22
_06069_,390.15
_04090_,389.87
_04136_,389.05
_03549_,388.98
clknet_4_6_0_clk,388.86
_03844_,387.84
_02380_,387.8
_04540_,387.18
_04770_,385.58
_02762_,385.365
_04493_,384.465
_04530_,384.295
_03687_,383.69
net42,383.08
_04702_,380.56
clknet_4_1_0_clk,380.35
_03561_,377.1
_01822_,376.66
_04743_,376.64
_03845_,376.49
_03710_,376.41
_02672_,375.65
_04920_,375.32
_04911_,375
_03651_,374.44
clknet_4_15_0_clk,373.13
_03826_,372.94
net98,372.74
_04051_,371.65
_02785_,371.18
_03840_,369.3
_07385_,368.58
_02606_,368.45
_02871_,366.73
net101,365.92
_02370_,365.03
_04747_,365.03
_01924_,363.33
_04295_,363.28
_03983_,362.9
_04572_,362.88
_02638_,362.19
_04697_,362.03
_05020_,361.86
_04078_,361.33
_03681_,360.77
net73,359.98
_03973_,359.94
net39,359.9
_06140_,359.87
net44,359.64
_02662_,359.38
_03837_,358.315
_04654_,358.27
_07399_,358.23
_02560_,357.975
_04973_,356.44
_04135_,353.16
_03829_,352.39
_03654_,351.54
_02538_,350.8
_03832_,350.71
_03920_,349.72
_04658_,349.33
clknet_4_14_0_clk,349.23
_04917_,349.07
_02645_,348.95
_04740_,348.08
_04808_,347.76
_02760_,347.71
_04854_,346.92
_03726_,345.39
_04567_,344.95
_03735_,344.14
_03818_,343.35
_02364_,343.23
_02782_,343.23
_04134_,342.7
_02790_,341.44
_04524_,341.16
_03770_,340.54
_04084_,338.09
_05934_,337.19
clknet_4_3_0_clk,336.44
_04293_,336.36
_03734_,335.33
net70,335.02
_03663_,334.41
_04892_,334.085
_04285_,332.17
_03810_,332.14
_03540_,332.01
net43,330.24
_03843_,329
_04748_,328.89
_03652_,328.08
net41,326.21
_04653_,326.02
_01922_,325.73
clknet_4_4_0_clk,325.45
_04764_,325.36
_02387_,325.01
_02629_,323.9
_03794_,322.06
_02614_,321.75
_04649_,321.58
_06549_,320.63
_04511_,318.53
_04306_,318.11
clknet_4_9_0_clk,318.1
_03685_,315.58
_07397_,315.58
_03836_,315.04
_05983_,314.37
_04543_,314.33
_04449_,312.32
net46,312.1
_03831_,309.77
net32,309.34
_04291_,308.29
_05604_,308
_04657_,307.89
_04503_,307.45
_04381_,307.39
_03555_,307.06
_02376_,306.35
_03691_,306.31
_04636_,306.24
_01859_,305.82
_04553_,303.55
_04109_,303.42
_04643_,303.26
_02552_,302.95
_03688_,302.89
_03653_,302.65
_03839_,301.3
_01897_,300.9
_04459_,300.76
_02395_,299.85
_04847_,299.1
_04343_,298.94
_01925_,298.83
_04444_,298.095
_04537_,297.98
_07401_,297.34
_04411_,297.3
_04287_,297
_04578_,296.475
_05166_,296.46
_04548_,296.23
_03661_,295.8
_07395_,295.61
_03842_,295.54
_04850_,295.12
net71,294.78
_06553_,294.21
_04814_,293.74
_04436_,293.35
net72,293.08
_01830_,292.99
_06020_,292.405
_04432_,292.03
_07073_,290.58
_04069_,289.81
_04152_,289.22
_04400_,289.08
_04533_,289.07
_04907_,288.6
net91,287.15
_04783_,287.095
_06551_,285.62
net97,285.18
_04531_,284.105
_06299_,283.91
_03923_,283.87
_07386_,282.57
_02852_,282.465
_04424_,282.185
_04138_,281.9
_06532_,279.33
_04566_,278.97
_03996_,278.4
_06058_,277.88
_04052_,277.69
_04190_,277.15
_02434_,276.96
_03633_,276.96
_06655_,276.94
_05476_,276.6
_02578_,276.32
_06171_,276.22
_02618_,276.16
_04447_,276.15
_05691_,276.12
_02632_,276.1
_03847_,275.63
_03161_,275.37
_04539_,274.64
_03606_,273.61
_01878_,273.6
_05225_,272.9
_02453_,272.6
_03860_,272.6
net18,272.28
_02317_,271.77
net76,271.07
_06146_,270.59
net33,270.06
rr_ex_pipe_reg.instr_out\[5\],269.86
_04171_,269.73
_03873_,269.57
_07389_,269.51
_05410_,269.44
_06290_,268.95
net96,268.83
_06541_,268.405
_04228_,268.36
_03081_,267.32
_04678_,266.815
_04103_,266.36
net21,265.78
_04107_,264.92
rr_ex_pipe_reg.instr_out\[7\],264.2
_03924_,264.05
_04298_,263.98
net17,263.52
_04582_,262.91
_04882_,262.77
net40,262.76
_04781_,262.57
net6,261.96
_07054_,261.32
_04430_,260.9
_02397_,260.31
_03874_,260.31
_04139_,259.87
_02389_,259.63
_04501_,259.22
_04017_,257.49
_07393_,257.02
_04008_,256.77
_04141_,256.5
_04098_,255.69
_03613_,254.5
_05729_,254.03
_07406_,253.65
_02778_,253.4
net16,252.74
_04125_,252.7
_03148_,252.38
_03063_,251.82
_06520_,251.54
_06220_,251.34
_03662_,251
_07403_,250.48
_04279_,249.83
_03926_,249.12
_04650_,248.05
_05363_,247.67
_02529_,247.06
_02770_,246.88
_05937_,246.88
_03066_,246.63
_06251_,246.32
_04568_,245.66
net3,245.66
net85,245.28
_04967_,244.16
_04784_,244.09
_05941_,244.07
_01826_,243.44
_04853_,242.3
_05094_,242.1
_07408_,241.54
_01820_,241.39
_04504_,241.36
_06543_,240.93
_03838_,240.36
_02391_,240.16
net78,240.12
net89,239.84
_03111_,239.33
_03693_,239.24
_02393_,238.89
_06545_,238.5
_02355_,238.475
_03552_,237.98
_07229_,237.78
_03578_,237.62
_06138_,235.99
_04731_,233.66
_04362_,233.28
_04757_,233.23
_03137_,231.64
_04510_,231.5
rr_ex_pipe_reg.instr_out\[6\],230.58
_04105_,229.5
_05722_,228.92
ex_mem_pipe_reg.Rd_Data_Out_PR\[13\],228.72
_04833_,228.25
register_file.registerFile\[7\]\[4\],227.82
_03875_,227.62
net1,225.68
_06147_,225.35
_05707_,224.33
_05784_,224.11
_03136_,223.73
_04297_,223.12
_02292_,222.96
_02625_,222.955
_03113_,222.61
_04525_,222.52
_05938_,222.24
_03116_,222.14
_04247_,222.13
_04162_,221.72
_07212_,221.4
_04726_,221.14
ex_mem_pipe_reg.Rd_Data_Out_PR\[14\],220.93
rr_ex_pipe_reg.instr_out\[8\],220.78
_03849_,218.505
_05723_,217.94
_06178_,217.77
_01828_,217.65
_07404_,217.32
_03907_,216.6
_05940_,216.47
_06257_,216.37
net87,215.37
_04499_,215.18
_04080_,214.93
_04099_,214.88
_04308_,214.88
_01869_,214.07
_07225_,213.775
_06526_,213.6
_07271_,213.49
_04113_,213.48
_01824_,213.28
_02510_,213.145
net20,213.06
net13,212.76
_06530_,212.32
_04111_,211.66
_05951_,211.46
_05408_,210.92
_06547_,210.66
_06150_,210.57
_05681_,210.355
_04527_,209.99
_07328_,209.99
_07347_,209.14
_04453_,209.06
_05352_,207.92
_06261_,207.9
_07366_,207.9
register_file.registerFile\[7\]\[5\],207.87
_04101_,207.86
_04006_,207.58
_07214_,206.94
_07309_,206.73
_06252_,206.54
_02520_,206.49
_02773_,206.28
_04334_,206.175
_04880_,205.78
_05718_,205.36
net47,205.14
_06836_,205.11
_06152_,205.04
_05353_,204.95
_02472_,204.37
_04277_,204.21
_07231_,203.56
_04584_,202.6
_05230_,202.55
rr_ex_pipe_reg.instr_out\[2\],202.5
_04927_,202.22
_02742_,202.145
_03703_,202.06
_04390_,201.48
_05547_,201.44
_06719_,201.33
_04258_,201.14
net74,201.06
_03593_,200.155
net82,199.23
_04268_,199.14
_06567_,198.66
_05728_,198.58
_04371_,198.46
_04508_,197.62
_05939_,197.49
_02953_,197.2
_06183_,197.1
_05287_,197.04
_03120_,196.68
_05035_,196.55
_03962_,196.46
_05038_,195.98
net66,195.24
la_sa_lm_sm_block.reg_index_la_sa\[0\],195.22
_04667_,195.18
_05948_,195.13
_05927_,194.865
_06573_,194.7
_04452_,194.61
_01840_,193.74
_05671_,193.58
_02491_,193.26
_03596_,192.27
register_file.registerFile\[7\]\[0\],192.23
_06003_,192.08
_03846_,192.04
_03682_,191.86
_04029_,191.72
_04720_,191.44
_03115_,191.15
_04302_,191.14
_06133_,190.68
_04956_,190.62
_02733_,190.23
_03778_,190.23
_03659_,189.94
_06134_,189.73
_07151_,189.5
_03666_,189.4
ex_mem_pipe_reg.Rd_Data_Out_PR\[15\],188.96
_06049_,188.31
_05974_,187.46
dmem.ram\[17\]\[6\],187.405
_02573_,187.23
_04060_,187.16
_05852_,187.06
_05359_,186.05
_04312_,186.02
_04324_,185.04
net8,184.18
_02570_,184.17
_04259_,183.86
_02574_,183.66
_07227_,183.64
_04143_,182.88
_05725_,182.46
_03070_,182.44
_03658_,182.39
_05175_,182.38
_05235_,182.18
_02385_,182.14
_07092_,182.14
_03898_,182.01
_07376_,182
_03110_,181.47
_06164_,180.36
_03657_,180.34
_04633_,180.3
_02712_,180.29
_05949_,180.01
_05714_,179.51
_05293_,179.5
_07300_,179.18
_05672_,179.17
_06135_,179.04
_04219_,178.66
_05815_,178.36
_02827_,178.18
_06142_,177.95
_05027_,177.62
_05715_,177
_03769_,176.54
_03851_,176.52
_05700_,176.24
_03128_,175.69
_02658_,175.46
net48,175.3
_03879_,175.18
_05538_,175.12
_06235_,174.72
_03152_,174.32
_02308_,173.68
net61,173.68
_05995_,173.6
_04031_,173.37
_02383_,173.3
_06673_,173.28
_06141_,173.14
_04410_,173.035
_04958_,172.94
_06143_,172.86
_01888_,172.7
_05942_,172.635
_04353_,172.14
_03141_,172.02
_03094_,171.92
_06011_,171.62
_05486_,171.55
_03156_,171.28
_03099_,171.245
_07206_,171.005
_03945_,170.8
_01963_,170.73
_03097_,170.26
_07170_,170.06
_04890_,169.38
_05721_,169.38
ex_mem_pipe_reg.Control_Out\[1\],169.31
_06160_,169.22
_02425_,169.18
_04456_,169.08
_04283_,168.73
_02966_,168.62
_04209_,168.6
_02580_,168.49
_06524_,168.48
_03695_,168.28
_05716_,168.24
_03132_,168.23
_06528_,167.94
_06039_,167.8
_06539_,167.64
_03591_,167.56
_05104_,166.965
_07161_,166.95
_05947_,166.27
_02327_,166.24
_01926_,166.13
_02663_,165.89
_06118_,165.805
register_file.registerFile\[7\]\[7\],165.8
_07357_,165.655
_03073_,165.58
_03928_,165.52
_04048_,165.11
_04391_,165.1
_02366_,164.85
register_file.registerFile\[7\]\[6\],164.7
register_file.registerFile\[7\]\[2\],164.37
_06624_,164.23
_02329_,163.82
_04238_,163.66
_03690_,163.59
_03835_,163.57
_06710_,163.34
_05026_,163.22
_03936_,162.82
register_file.registerFile\[7\]\[1\],162.78
_07142_,162.55
_02283_,162.44
_05613_,162.32
_02368_,162.24
_01923_,162.2
_02415_,162.065
_06165_,162.02
register_file.registerFile\[7\]\[3\],161.86
_02650_,161.29
_06562_,161.08
_02547_,161.05
_07338_,160.88
_05922_,160.7
_05751_,160.19
_02640_,159.76
_05702_,159.29
_06107_,159.27
_03594_,159.16
clknet_leaf_124_clk,158.42
_03566_,158.13
_04055_,158.04
_02673_,157.95
_07221_,157.95
_02444_,157.44
_03069_,157.02
register_file.registerFile\[7\]\[8\],156.74
_02463_,156.58
_02482_,156.18
_06894_,156.17
_04598_,155.9
_02382_,155.83
_06948_,155.81
_04494_,155.51
_06586_,155.4
_04046_,155.31
_03888_,155.235
_03157_,154.54
_04462_,154.44
_06887_,154.14
_04815_,154.01
_02188_,154
_03065_,153.74
_01850_,153.55
_06154_,153.38
_06574_,153.3
_04142_,153.12
_06114_,153.12
_07234_,153.12
_06337_,152.825
_04315_,152.72
_05953_,152.6
_07272_,152.56
_05699_,152.52
dmem.ram\[17\]\[7\],152.455
clknet_leaf_81_clk,152.18
_05339_,152.13
_03064_,152.04
_06693_,151.75
_06320_,151.71
_06971_,151.24
_06211_,151.11
_04310_,151.04
_03597_,151.025
_07204_,150.6
_02400_,150.355
_05706_,150.34
_02302_,150.32
_03964_,150.32
_07180_,150.06
_01997_,149.96
_03072_,149.78
_04161_,149.78
_04036_,149.44
_02548_,149.42
_04039_,148.98
_03565_,148.91
_03539_,148.87
_01954_,148.78
_05944_,148.7
_03093_,148.62
_06136_,148.58
_06318_,148.56
_07281_,148.54
_02402_,148.49
_02304_,148.24
_06271_,148.08
_05748_,147.86
_01978_,147.68
_03124_,147.36
_03942_,147.08
_02333_,146.88
_05817_,146.76
_04963_,146.755
_02960_,146.59
_02335_,146.49
_04218_,146.31
_06167_,146.3
_03604_,146.12
_06818_,146.06
_07208_,145.96
_02579_,145.82
_03938_,145.74
_03655_,145.72
_06536_,145.54
_03850_,145.52
_06314_,145.39
_02612_,145.3
_07348_,145.3
_06764_,145.08
_06275_,144.98
_07210_,144.94
_07253_,144.91
_02963_,144.83
clknet_leaf_199_clk,144
_06269_,143.96
_07083_,143.68
_06336_,143.48
_02124_,143.28
_04056_,143.28
_04082_,143.12
_01952_,143.07
_03096_,142.9
_06209_,142.9
_06590_,142.83
_05943_,142.59
_04038_,142.48
_03649_,142.38
_06331_,142.24
_01887_,142.18
_02406_,142.18
_05605_,142.14
register_file.registerFile\[7\]\[15\],141.86
_05719_,141.78
_06148_,141.78
_06010_,141.34
_02148_,141.25
_03562_,141.22
_05973_,141.14
_06145_,141.12
clknet_leaf_151_clk,141.1
_06616_,140.85
_05759_,140.765
_01948_,140.64
_06889_,140.59
net55,140.46
_03930_,140.41
_06364_,140.385
_03123_,140.27
_05298_,139.66
_03940_,139.38
_03821_,139.22
_03568_,139.2
_07367_,139.18
_01849_,139.08
_03605_,139.06
_02795_,139.02
_05762_,138.92
_03805_,138.46
_07310_,138.38
_04041_,138.2
_03595_,138.115
_04300_,138
_03563_,137.83
ex_mem_pipe_reg.Rd_Addr_Out_PR\[1\],137.62
_06691_,137.56
_04820_,137.5
_05816_,137.44
_03622_,137.42
_03609_,137.3
dmem.ram\[17\]\[3\],137.285
_03534_,137.23
_07189_,137.2
_07200_,137.12
_05032_,136.79
_04116_,136.77
dmem.ram\[27\]\[13\],136.56
_07223_,136.55
_06346_,136.37
_07243_,136.22
_07291_,136.12
_06848_,135.92
clknet_leaf_147_clk,135.78
_05754_,135.74
ex_mem_pipe_reg.Rd_Data_Out_PR\[0\],135.72
_03135_,135.7
_02680_,135.64
_04489_,135.22
_02365_,135.2
net34,135.05
_05726_,134.88
_03536_,134.85
_03089_,134.78
_06683_,134.72
mem_wb_pipeline_reg.Rd_Addr_Out_PR\[0\],134.705
_05952_,134.695
_02668_,134.3
_06174_,134.22
_02592_,134.18
_02123_,134.16
_05171_,134.115
_03062_,134.04
_04050_,133.98
_03537_,133.85
_01868_,133.835
_02617_,133.82
_01980_,133.28
clknet_leaf_140_clk,133.25
_02569_,133.12
_02747_,133.1
_02020_,133.08
_04054_,133.05
_01967_,133
_05418_,132.84
_02424_,132.32
_06849_,132.01
_03615_,131.97
_06048_,131.84
_02826_,131.6
_06310_,131.53
_07001_,131.42
_04372_,131.285
_06674_,131.2
_07216_,131.14
_02307_,131.1
net79,130.82
_05950_,130.745
_06321_,130.62
_04033_,130.38
register_file.registerFile\[7\]\[13\],130.35
_02039_,130.18
_04827_,130.11
_06949_,130.11
_01912_,129.93
_02667_,129.93
_06332_,129.88
_01946_,129.82
clknet_leaf_33_clk,129.78
_04828_,129.77
register_file.registerFile\[7\]\[12\],129.76
_02646_,129.41
_03533_,129.41
_04035_,129.32
register_file.registerFile\[7\]\[14\],129.15
register_file.registerFile\[7\]\[9\],128.91
_06538_,128.78
_06339_,128.68
ex_mem_pipe_reg.Rd_Data_Out_PR\[7\],128.53
_03617_,128.51
_04997_,128.32
_06176_,128.32
_01927_,128.26
_07262_,128.26
_03092_,128.135
_02345_,128.11
_04047_,128.08
_02079_,128.04
_03813_,127.82
_05936_,127.68
_03694_,127.66
_03789_,127.64
_07113_,127.55
_00408_,127.485
_06745_,127.44
_06871_,127.36
_03755_,127.345
_03756_,127.32
_02901_,127.29
_06308_,127.12
_03759_,127.08
_03077_,126.99
_05004_,126.84
_02969_,126.72
_05481_,126.65
_07006_,126.6
_07319_,126.36
_05959_,125.9
_06330_,125.58
_06896_,125.36
register_file.registerFile\[7\]\[11\],125.29
_03797_,125.22
_06998_,124.94
_07132_,124.94
_06277_,124.89
_04304_,124.66
_06809_,124.64
_04685_,124.56
_05711_,124.5
_03127_,124.46
_06312_,124.45
_05814_,124.42
_02633_,124.4
_04032_,123.58
_06534_,123.52
_03151_,123.46
_05960_,123.44
_04037_,123.37
_04886_,123.345
_03963_,123.23
_06030_,123.12
_03146_,123.08
clknet_leaf_49_clk,123
_04879_,122.99
_07198_,122.96
_06860_,122.92
_03627_,122.855
_02576_,122.72
_06228_,122.72
_02810_,122.6
_03155_,122.41
_03773_,122.38
_06335_,122.12
clknet_leaf_152_clk,121.94
_01930_,121.8
register_file.registerFile\[2\]\[3\],121.755
_01942_,121.72
_04517_,121.5
_05677_,121.3
dmem.ram\[27\]\[12\],121.15
_05993_,121.02
_06342_,120.76
_04496_,120.755
_06279_,120.49
clknet_leaf_162_clk,120.44
_03480_,120.36
_04495_,120.34
_05958_,119.98
_02890_,119.96
_03147_,119.83
_02059_,119.66
_03584_,119.34
register_file.registerFile\[7\]\[10\],119.24
_02587_,118.83
ex_mem_pipe_reg.Rd_Data_Out_PR\[2\],118.79
_04059_,118.67
_02972_,118.62
_02225_,118.61
_02644_,118.56
_05933_,118.38
_03495_,117.9
_04181_,117.78
_03762_,117.58
_02501_,117.4
_02627_,117.38
_03126_,117.17
net62,117.14
_06736_,116.99
_02595_,116.91
register_file.registerFile\[0\]\[5\],116.9
_06323_,116.855
clknet_leaf_193_clk,116.64
clknet_leaf_19_clk,116.58
clknet_leaf_23_clk,116.48
clknet_leaf_133_clk,116.305
_03656_,116.3
_03757_,116.2
dmem.ram\[48\]\[8\],116.14
_03763_,115.98
clknet_leaf_0_clk,115.91
_04280_,115.82
_02695_,115.7
_06218_,115.66
clknet_leaf_56_clk,115.495
_06286_,115.48
_06909_,115.42
_06782_,115.38
clknet_leaf_44_clk,115.28
_02564_,115.145
_06706_,115.14
_03934_,115.12
_05387_,115.03
_04556_,114.91
_04200_,114.86
_04040_,114.8
clknet_leaf_174_clk,114.78
clknet_leaf_16_clk,114.765
_02443_,114.52
_05630_,114.52
dmem.ram\[26\]\[12\],114.34
_06522_,114.27
_07045_,114.2
_02242_,114.17
_01966_,114.15
_06671_,114
_06754_,113.955
_02631_,113.94
_03781_,113.84
dmem.ram\[48\]\[12\],113.7
clknet_leaf_22_clk,113.58
_02546_,113.195
_06265_,113.19
_04858_,113.13
_04042_,113.06
clknet_leaf_5_clk,112.94
dmem.ram\[26\]\[13\],112.9
_05956_,112.855
_03131_,112.84
clknet_leaf_2_clk,112.78
_06755_,112.68
_05463_,112.66
_02998_,112.6
_05996_,112.54
_03365_,112.52
_03598_,112.52
_03987_,112.48
_02559_,112.36
clknet_leaf_148_clk,112.35
_03532_,112.26
_03083_,112.1
_07202_,112.03
_06704_,111.86
_03252_,111.84
_05264_,111.8
_06284_,111.78
_06920_,111.74
clknet_leaf_105_clk,111.715
_05099_,111.45
_05946_,111.43
_03603_,111.2
_06995_,111.1
register_file.registerFile\[0\]\[1\],111.08
_03724_,110.98
_05966_,110.91
_03103_,110.77
_02103_,110.73
_04796_,110.41
_01941_,110.34
_05477_,110.32
_03106_,110.16
_06229_,110.12
_06469_,110.1
_02500_,110.01
_03340_,109.96
_07123_,109.94
clknet_leaf_53_clk,109.86
_06004_,109.85
register_file.registerFile\[5\]\[15\],109.67
net28,109.54
_06996_,109.43
_04027_,109.26
_03700_,109.2
_02555_,109.18
_02267_,109.14
_03160_,109.115
_04906_,109
clknet_leaf_79_clk,108.86
_05970_,108.8
_04993_,108.64
_03102_,108.62
_06992_,108.54
clknet_leaf_10_clk,108.495
_02401_,108.48
_02711_,108.42
dmem.ram\[27\]\[15\],108.34
_02597_,108.32
rr_ex_pipe_reg.instr_out\[4\],108.26
clknet_leaf_123_clk,108.2
register_file.registerFile\[0\]\[0\],108.16
clknet_leaf_80_clk,107.98
_02622_,107.82
net45,107.66
rr_ex_pipe_reg.instr_out\[1\],107.59
_06898_,107.5
_04409_,107.48
_03745_,107.4
dmem.ram\[48\]\[6\],107.4
clknet_leaf_100_clk,107.4
mem_wb_pipeline_reg.Rd_Data_Out_PR\[0\],107.36
_05414_,107.04
register_file.registerFile\[5\]\[10\],106.98
mem_wb_pipeline_reg.Rd_Data_Out_PR\[2\],106.82
_04043_,106.735
_05542_,106.69
_03163_,106.44
_04819_,106.4
_04115_,106.34
_03105_,106.32
net37,106.16
_05167_,106.08
mem_wb_pipeline_reg.Control_Out,106.08
_03087_,106.02
_04865_,105.9
_01959_,105.81
_07064_,105.76
_04281_,105.75
_05475_,105.66
_06000_,105.44
clknet_leaf_54_clk,105.4
clknet_leaf_139_clk,105.32
_01939_,105.26
mem_wb_pipeline_reg.Rd_Addr_Out_PR\[2\],105.24
_01943_,105.22
_06322_,105
clknet_leaf_59_clk,104.86
_03740_,104.72
_05997_,104.66
_03060_,104.64
_03324_,104.64
_01955_,104.56
_06993_,104.48
clknet_leaf_165_clk,104.48
_02951_,104.36
clknet_leaf_187_clk,104.345
_06263_,104.14
_02282_,103.84
net36,103.8
_06791_,103.74
_06328_,103.6
_02399_,103.48
register_file.registerFile\[5\]\[11\],103.46
_02781_,103.44
_01950_,103.02
_06219_,102.98
_05945_,102.92
_06240_,102.92
clknet_leaf_63_clk,102.8
_01984_,102.78
_03716_,102.76
_07329_,102.7
_06341_,102.53
clknet_leaf_26_clk,102.48
mem_wb_pipeline_reg.Rd_Data_Out_PR\[7\],102.42
clknet_leaf_34_clk,102.36
_06607_,102.28
_07217_,102.22
clknet_leaf_164_clk,102.2
_04237_,102.04
_02346_,101.9
_05818_,101.66
_03732_,101.6
_06112_,101.48
_02678_,101.32
clknet_leaf_20_clk,101.27
_02845_,101.18
_03917_,101.175
_01964_,101.12
clknet_leaf_108_clk,100.98
clknet_leaf_106_clk,100.88
_01949_,100.7
clknet_leaf_158_clk,100.7
clknet_leaf_95_clk,100.64
_05965_,100.52
clknet_leaf_99_clk,100.52
_03143_,100.395
_05904_,100.285
_01956_,100.16
_05603_,100.16
_06283_,100.1
_05609_,99.93
_06280_,99.8
register_file.registerFile\[6\]\[1\],99.79
_06421_,99.72
_06326_,99.69
_04026_,99.68
_03572_,99.48
_03767_,99.47
_05968_,99.3
_02932_,99.22
register_file.registerFile\[5\]\[13\],99.2
register_file.registerFile\[0\]\[2\],99.17
_05095_,99.13
_02864_,99
_03620_,98.98
_03443_,98.88
_05961_,98.78
clknet_leaf_84_clk,98.77
_03372_,98.66
clknet_leaf_163_clk,98.6
_06325_,98.48
_03618_,98.36
clknet_leaf_197_clk,98.36
_03220_,98.29
mem_wb_pipeline_reg.Rd_Data_Out_PR\[10\],98.24
_04618_,98.22
clknet_leaf_76_clk,98.18
register_file.registerFile\[4\]\[1\],98.11
dmem.ram\[27\]\[14\],98.1
_03760_,98.06
_06703_,98.02
clknet_leaf_17_clk,97.98
_02594_,97.965
register_file.registerFile\[5\]\[12\],97.96
_04617_,97.94
_05318_,97.83
_03616_,97.66
net100,97.615
_06661_,97.46
_05380_,97.38
_06007_,97.31
_03140_,97.28
_03916_,97.26
_06163_,97.26
mem_wb_pipeline_reg.Rd_Data_Out_PR\[9\],97.14
_04857_,96.96
_06338_,96.93
_02553_,96.92
register_file.registerFile\[4\]\[2\],96.91
_06827_,96.88
_06906_,96.83
clknet_leaf_113_clk,96.82
_05692_,96.76
_04622_,96.69
register_file.registerFile\[3\]\[3\],96.58
_04081_,96.56
_02615_,96.5
_04044_,96.5
register_file.registerFile\[4\]\[3\],96.49
_01999_,96.45
_05227_,96.235
_05688_,96.22
_06705_,96.16
_02609_,96.14
register_file.registerFile\[4\]\[6\],95.81
_06327_,95.78
_05489_,95.6
_00876_,95.48
_07102_,95.43
_06125_,95.32
_04333_,95.24
_05289_,95.2
_04454_,95.08
clknet_leaf_12_clk,95.08
_04045_,95.015
_06005_,94.9
_05428_,94.7
dmem.ram\[17\]\[5\],94.605
_05434_,94.58
_03754_,94.55
clknet_leaf_50_clk,94.34
clknet_leaf_83_clk,94.34
_02654_,94.3
_02989_,94.14
_06584_,94.06
_02045_,93.8
_02600_,93.76
register_file.registerFile\[6\]\[2\],93.735
_03749_,93.68
clknet_leaf_8_clk,93.68
_03761_,93.5
_05311_,93.48
_04900_,93.46
dmem.ram\[22\]\[0\],93.44
_04626_,93.18
_05972_,93.08
_06557_,93.02
_06960_,92.96
clknet_leaf_184_clk,92.68
_04861_,92.62
_06329_,92.5
_05918_,92.42
clknet_leaf_191_clk,92.355
_06649_,92.33
