net,length_um
instr_mem1.rom\[7\]\[15\],40.32
_06974_,40.22
_02786_,40.2
rr_ex_pipe_reg.pc_next_out\[10\],40.195
_04732_,40.18
_04754_,40.16
_05780_,40.16
dmem.ram\[10\]\[13\],40.16
dmem.ram\[10\]\[4\],40.06
dmem.ram\[38\]\[15\],40.02
_05873_,39.96
_06951_,39.96
_06438_,39.94
_06599_,39.9
dmem.ram\[26\]\[5\],39.9
dmem.ram\[55\]\[15\],39.845
_02994_,39.84
_00990_,39.825
dmem.ram\[38\]\[3\],39.8
_05642_,39.6
dmem.ram\[17\]\[2\],39.585
_01975_,39.56
_04874_,39.56
dmem.ram\[35\]\[3\],39.44
dmem.ram\[35\]\[6\],39.44
_03580_,39.42
_02259_,39.38
_07042_,39.38
instr_mem1.rom\[0\]\[14\],39.38
dmem.ram\[50\]\[7\],39.32
_03149_,39.3
_02837_,39.24
dmem.ram\[22\]\[2\],39.23
dmem.ram\[58\]\[15\],39.2
dmem.ram\[60\]\[5\],39.2
_04646_,39.13
dmem.ram\[28\]\[3\],39.12
dmem.ram\[42\]\[13\],39.12
_06474_,39.1
_07019_,39.08
instr_mem1.rom\[8\]\[12\],39.07
_05795_,38.985
_05650_,38.96
_06191_,38.87
dmem.ram\[49\]\[13\],38.82
dmem.ram\[23\]\[4\],38.81
_06657_,38.74
dmem.ram\[10\]\[7\],38.74
dmem.ram\[21\]\[9\],38.71
_05255_,38.7
_06456_,38.68
_05765_,38.66
_05618_,38.64
ex_mem_pipe_reg.RF_D2_Out\[11\],38.62
_06963_,38.5
instr_mem1.rom\[0\]\[12\],38.49
_02820_,38.48
dmem.ram\[61\]\[5\],38.445
_06688_,38.44
dmem.ram\[55\]\[5\],38.42
_06589_,38.4
_04789_,38.36
_05741_,38.36
_05829_,38.32
dmem.ram\[2\]\[0\],38.32
_06418_,38.29
_04565_,38.26
_05582_,38.26
_05012_,38.22
dmem.ram\[61\]\[4\],38.205
_04647_,38.14
dmem.ram\[49\]\[3\],38.1
instr_mem1.rom\[5\]\[14\],38.1
register_file.registerFile\[0\]\[8\],38.1
la_sa_lm_sm_block.reg_data_form_id_128\[9\],38.08
_06866_,38.06
dmem.ram\[12\]\[0\],37.99
_05118_,37.98
_06396_,37.98
dmem.ram\[5\]\[11\],37.945
dmem.ram\[22\]\[5\],37.94
dmem.ram\[37\]\[15\],37.93
_02891_,37.9
_02628_,37.88
dmem.ram\[52\]\[15\],37.88
_03511_,37.86
dmem.ram\[34\]\[2\],37.86
rr_ex_pipe_reg.instr_out\[0\],37.86
_02825_,37.84
_03601_,37.82
_06943_,37.82
_04869_,37.74
dmem.ram\[0\]\[8\],37.72
dmem.ram\[52\]\[9\],37.7
_04929_,37.68
_05123_,37.68
register_file.registerFile\[0\]\[9\],37.68
dmem.ram\[5\]\[7\],37.665
instr_mem1.rom\[12\]\[14\],37.64
rr_ex_pipe_reg.RF_D2_Out\[7\],37.64
_04848_,37.6
dmem.ram\[53\]\[0\],37.6
clknet_leaf_15_clk,37.56
rr_ex_pipe_reg.RF_D1_Out\[15\],37.51
dmem.ram\[12\]\[15\],37.44
instr_mem1.rom\[2\]\[12\],37.425
_02664_,37.4
_03005_,37.4
instr_mem1.rom\[7\]\[14\],37.4
dmem.ram\[17\]\[8\],37.35
dmem.ram\[60\]\[6\],37.35
_06879_,37.3
dmem.ram\[54\]\[7\],37.28
rr_ex_pipe_reg.RF_D1_Out\[13\],37.25
_04314_,37.24
_06289_,37.22
dmem.ram\[57\]\[0\],37.22
net526,37.21
_02241_,37.2
_06177_,37.2
dmem.ram\[25\]\[6\],37.19
dmem.ram\[45\]\[14\],37.16
_04733_,37.1
dmem.ram\[10\]\[6\],37.1
dmem.ram\[23\]\[13\],37.08
dmem.ram\[51\]\[11\],37.04
_04877_,37.02
_06578_,36.965
register_file.registerFile\[6\]\[12\],36.955
dmem.ram\[41\]\[8\],36.94
_06926_,36.9
_06999_,36.9
dmem.ram\[14\]\[5\],36.9
dmem.ram\[24\]\[6\],36.84
rr_ex_pipe_reg.RF_D2_Out\[9\],36.84
_02092_,36.82
_05460_,36.78
dmem.ram\[6\]\[14\],36.74
_02185_,36.72
_02652_,36.68
_05529_,36.66
_04420_,36.58
_05060_,36.52
instr_mem1.rom\[14\]\[10\],36.465
_03574_,36.38
rr_ex_pipe_reg.pc_data_select_out,36.38
dmem.ram\[29\]\[7\],36.37
dmem.ram\[60\]\[11\],36.34
dmem.ram\[50\]\[1\],36.3
dmem.ram\[58\]\[6\],36.26
_05858_,36.24
_03607_,36.22
dmem.ram\[6\]\[8\],36.22
_03630_,36.2
dmem.ram\[47\]\[5\],36.185
_04832_,36.18
_06518_,36.18
_06656_,36.16
_05845_,36.145
_04919_,36.06
_05138_,36.02
dmem.ram\[45\]\[8\],36.02
_06917_,35.97
dmem.ram\[5\]\[5\],35.83
if_id_pipe_reg.PC_Out\[6\],35.82
register_file.registerFile\[4\]\[9\],35.82
dmem.ram\[56\]\[5\],35.8
_04981_,35.74
dmem.ram\[24\]\[14\],35.74
dmem.ram\[54\]\[15\],35.74
rr_ex_pipe_reg.cntrl_out\[8\],35.72
_05402_,35.68
dmem.ram\[26\]\[10\],35.68
_03003_,35.64
dmem.ram\[47\]\[14\],35.64
_06363_,35.6
dmem.ram\[44\]\[10\],35.58
instr_mem1.rom\[13\]\[12\],35.56
_04419_,35.545
_03049_,35.54
_03413_,35.52
_05239_,35.48
_06941_,35.48
dmem.ram\[22\]\[11\],35.46
if_id_pipe_reg.PC_Out\[5\],35.46
dmem.ram\[22\]\[12\],35.42
dmem.ram\[12\]\[10\],35.4
dmem.ram\[29\]\[11\],35.345
_02635_,35.3
_05075_,35.3
_06202_,35.28
_03834_,35.26
_02649_,35.2
dmem.ram\[54\]\[10\],35.2
dmem.ram\[19\]\[10\],35.18
register_file.registerFile\[3\]\[7\],35.16
_02772_,35.1
_05955_,35.1
_04978_,35.06
net443,35.04
_02779_,35
dmem.ram\[4\]\[7\],34.98
_03510_,34.92
_05931_,34.92
dmem.ram\[52\]\[14\],34.86
instr_mem1.rom\[8\]\[14\],34.82
_03505_,34.8
dmem.ram\[52\]\[11\],34.8
instr_mem1.rom\[5\]\[1\],34.78
dmem.ram\[55\]\[0\],34.76
dmem.ram\[57\]\[15\],34.74
if_id_pipe_reg.PC_Out\[12\],34.74
_04522_,34.72
_05569_,34.72
dmem.ram\[61\]\[15\],34.705
register_file.registerFile\[4\]\[14\],34.7
dmem.ram\[20\]\[6\],34.68
dmem.ram\[46\]\[1\],34.66
dmem.ram\[49\]\[15\],34.66
_03407_,34.6
_05570_,34.56
dmem.ram\[16\]\[8\],34.56
dmem.ram\[52\]\[4\],34.54
net439,34.54
_06987_,34.52
instr_mem1.rom\[2\]\[14\],34.465
dmem.ram\[45\]\[4\],34.42
dmem.ram\[57\]\[13\],34.42
dmem.ram\[7\]\[9\],34.4
instr_mem1.rom\[7\]\[12\],34.4
dmem.ram\[60\]\[7\],34.38
instr_mem1.rom\[5\]\[13\],34.36
dmem.ram\[37\]\[8\],34.315
register_file.registerFile\[6\]\[8\],34.315
_02048_,34.3
_05224_,34.3
ex_mem_pipe_reg.RF_D2_Out\[9\],34.28
_05132_,34.26
_06595_,34.26
dmem.ram\[38\]\[5\],34.26
instr_mem1.rom\[5\]\[12\],34.22
dmem.ram\[29\]\[1\],34.165
rr_ex_pipe_reg.RF_D2_Out\[8\],34.15
net431,34.06
dmem.ram\[50\]\[3\],33.96
clknet_leaf_58_clk,33.96
_03478_,33.92
dmem.ram\[0\]\[10\],33.92
dmem.ram\[58\]\[2\],33.92
_04474_,33.9
_02970_,33.88
_02982_,33.88
_05638_,33.88
la_sa_lm_sm_block.reg_index_lm_sm\[2\],33.835
dmem.ram\[50\]\[10\],33.8
_05124_,33.78
_06994_,33.78
_02882_,33.76
dmem.ram\[41\]\[10\],33.76
ex_mem_pipe_reg.ALU_Result_Out\[0\],33.76
_05539_,33.7
dmem.ram\[20\]\[7\],33.7
_02926_,33.66
dmem.ram\[34\]\[1\],33.66
ex_mem_pipe_reg.RF_D2_Out\[13\],33.64
instr_mem1.rom\[3\]\[1\],33.64
_02252_,33.62
_06256_,33.62
_06408_,33.6
_02144_,33.58
_06358_,33.56
la_sa_lm_sm_block.reg_data_form_id_128\[10\],33.56
rr_ex_pipe_reg.RF_A1_Out\[1\],33.54
if_id_pipe_reg.PC_Out\[9\],33.49
_03470_,33.42
dmem.ram\[27\]\[10\],33.4
dmem.ram\[36\]\[14\],33.38
dmem.ram\[5\]\[4\],33.285
_06812_,33.28
_02135_,33.25
_02987_,33.22
dmem.ram\[51\]\[4\],33.2
_05789_,33.18
dmem.ram\[42\]\[9\],33.18
dmem.ram\[7\]\[2\],33.18
instr_mem1.rom\[7\]\[11\],33.18
_05656_,33.16
_05847_,33.14
dmem.ram\[30\]\[8\],33.13
dmem.ram\[21\]\[8\],33.09
dmem.ram\[0\]\[12\],33.08
rr_ex_pipe_reg.RF_D1_Out\[12\],33.08
clknet_leaf_75_clk,33.08
_03554_,33.06
_04959_,33.06
dmem.ram\[10\]\[0\],33.04
_05147_,33.02
_02862_,33
_02921_,33
dmem.ram\[29\]\[3\],32.965
dmem.ram\[47\]\[15\],32.945
dmem.ram\[43\]\[5\],32.94
_02719_,32.9
if_id_pipe_reg.PC_Out\[11\],32.9
_05673_,32.86
dmem.ram\[56\]\[10\],32.86
_06663_,32.84
dmem.ram\[27\]\[0\],32.805
dmem.ram\[28\]\[11\],32.78
_03545_,32.76
dmem.ram\[52\]\[0\],32.76
dmem.ram\[11\]\[13\],32.745
_06430_,32.74
register_file.registerFile\[3\]\[6\],32.74
_07003_,32.7
dmem.ram\[27\]\[6\],32.68
dmem.ram\[37\]\[12\],32.665
dmem.ram\[22\]\[6\],32.66
dmem.ram\[61\]\[14\],32.625
clknet_leaf_121_clk,32.58
_03204_,32.56
dmem.ram\[18\]\[11\],32.52
dmem.ram\[7\]\[14\],32.52
dmem.ram\[6\]\[10\],32.5
dmem.ram\[4\]\[10\],32.48
dmem.ram\[52\]\[7\],32.48
dmem.ram\[17\]\[9\],32.465
_06924_,32.46
_02076_,32.42
_02585_,32.42
_05163_,32.4
_05756_,32.4
dmem.ram\[6\]\[12\],32.4
dmem.ram\[25\]\[13\],32.385
dmem.ram\[8\]\[9\],32.38
_04470_,32.375
dmem.ram\[14\]\[6\],32.36
dmem.ram\[51\]\[12\],32.36
_05720_,32.34
net408,32.33
instr_mem1.rom\[2\]\[2\],32.325
instr_mem1.rom\[4\]\[11\],32.32
_02836_,32.28
_05589_,32.2
dmem.ram\[46\]\[15\],32.2
rr_ex_pipe_reg.pc_next_out\[6\],32.14
instr_mem1.rom\[15\]\[1\],32.12
dmem.ram\[23\]\[6\],32.065
_06166_,32.045
register_file.registerFile\[6\]\[15\],32.035
register_file.registerFile\[4\]\[12\],32.03
dmem.ram\[37\]\[11\],32.025
dmem.ram\[38\]\[8\],32.02
dmem.ram\[44\]\[9\],32
_04867_,31.96
_05254_,31.96
_05837_,31.96
dmem.ram\[2\]\[5\],31.96
dmem.ram\[45\]\[5\],31.96
dmem.ram\[63\]\[0\],31.96
clknet_leaf_69_clk,31.96
_03219_,31.94
dmem.ram\[28\]\[9\],31.92
clknet_leaf_52_clk,31.88
dmem.ram\[37\]\[5\],31.865
_03363_,31.86
_06315_,31.86
rr_ex_pipe_reg.pc_out\[8\],31.86
_02642_,31.8
id_rr_pipe_reg.instr_out\[6\],31.8
id_rr_pipe_reg.instr_out\[7\],31.8
dmem.ram\[28\]\[6\],31.76
dmem.ram\[54\]\[12\],31.68
dmem.ram\[37\]\[13\],31.665
_02861_,31.66
_03705_,31.66
dmem.ram\[20\]\[12\],31.66
dmem.ram\[42\]\[14\],31.64
_02902_,31.62
_03134_,31.62
_06989_,31.6
dmem.ram\[15\]\[13\],31.58
dmem.ram\[9\]\[4\],31.57
_05585_,31.54
_05863_,31.54
_06689_,31.54
_06877_,31.52
dmem.ram\[30\]\[12\],31.52
_03577_,31.5
dmem.ram\[20\]\[15\],31.5
dmem.ram\[9\]\[3\],31.465
_06259_,31.46
net516,31.42
dmem.ram\[58\]\[5\],31.4
dmem.ram\[22\]\[7\],31.375
_02931_,31.34
_05737_,31.34
dmem.ram\[10\]\[15\],31.32
_05482_,31.3
_05859_,31.3
dmem.ram\[25\]\[7\],31.295
_05241_,31.24
_03360_,31.2
_05276_,31.2
_05803_,31.2
_03308_,31.18
_03516_,31.12
_05321_,31.12
dmem.ram\[44\]\[0\],31.12
dmem.ram\[19\]\[7\],31.06
_05051_,31.05
dmem.ram\[19\]\[15\],31.04
id_rr_pipe_reg.instr_out\[11\],31.04
_05831_,31.02
_03034_,31
_06895_,30.96
dmem.ram\[62\]\[6\],30.94
_03551_,30.92
register_file.registerFile\[0\]\[15\],30.9
clknet_leaf_159_clk,30.88
dmem.ram\[6\]\[15\],30.82
dmem.ram\[6\]\[3\],30.82
_05561_,30.78
_05485_,30.66
_03496_,30.62
dmem.ram\[63\]\[8\],30.605
_03600_,30.6
dmem.ram\[30\]\[9\],30.58
dmem.ram\[49\]\[14\],30.56
_04575_,30.54
dmem.ram\[60\]\[8\],30.54
_02787_,30.52
net27,30.52
dmem.ram\[24\]\[0\],30.5
dmem.ram\[38\]\[2\],30.5
dmem.ram\[31\]\[0\],30.47
dmem.ram\[24\]\[10\],30.42
instr_mem1.rom\[8\]\[3\],30.42
net503,30.42
_04423_,30.38
dmem.ram\[8\]\[6\],30.37
dmem.ram\[12\]\[3\],30.36
dmem.ram\[26\]\[7\],30.34
_04479_,30.33
_06888_,30.32
_05423_,30.3
_05355_,30.285
_02704_,30.28
_04955_,30.26
dmem.ram\[43\]\[9\],30.24
_03181_,30.2
_05825_,30.2
dmem.ram\[62\]\[3\],30.2
net104,30.18
_05557_,30.16
_02643_,30.14
_02067_,30.12
rr_ex_pipe_reg.pc_next_out\[11\],30.12
dmem.ram\[13\]\[2\],30.1
instr_mem1.rom\[3\]\[15\],30.08
_02834_,30.06
dmem.ram\[53\]\[4\],30.06
instr_mem1.rom\[0\]\[0\],30.06
dmem.ram\[12\]\[1\],30.04
dmem.ram\[35\]\[7\],30.04
_05574_,30.02
instr_mem1.rom\[4\]\[7\],30.02
_03428_,29.96
_03464_,29.96
_05793_,29.96
_04666_,29.94
dmem.ram\[6\]\[11\],29.94
net508,29.94
_02735_,29.92
_05760_,29.9
_02108_,29.88
dmem.ram\[36\]\[5\],29.88
_02916_,29.86
_04689_,29.86
_05786_,29.86
instr_mem1.rom\[5\]\[7\],29.82
_03382_,29.78
_03266_,29.74
_06491_,29.72
dmem.ram\[28\]\[5\],29.66
_06157_,29.62
instr_mem1.rom\[4\]\[8\],29.6
dmem.ram\[1\]\[7\],29.55
dmem.ram\[38\]\[12\],29.54
dmem.ram\[61\]\[12\],29.54
dmem.ram\[52\]\[8\],29.52
_02209_,29.48
_05493_,29.48
_03406_,29.44
_06378_,29.41
_02234_,29.4
_04893_,29.4
_05473_,29.38
_05665_,29.36
_06851_,29.36
dmem.ram\[34\]\[0\],29.36
_06929_,29.34
rr_ex_pipe_reg.RF_D2_Out\[3\],29.34
_02157_,29.32
instr_mem1.rom\[13\]\[14\],29.32
_05841_,29.28
_05178_,29.21
dmem.ram\[46\]\[7\],29.2
_02130_,29.16
_02091_,29.12
_05312_,29.12
_06120_,29.08
ex_mem_pipe_reg.ALU_Result_Out\[2\],29.08
_06313_,29.04
dmem.ram\[39\]\[12\],29.04
dmem.ram\[31\]\[12\],29.025
dmem.ram\[60\]\[4\],29
_02700_,28.98
dmem.ram\[24\]\[4\],28.98
dmem.ram\[53\]\[9\],28.98
_04469_,28.96
_05436_,28.96
_05597_,28.94
_06918_,28.94
dmem.ram\[47\]\[9\],28.915
dmem.ram\[61\]\[8\],28.905
_05066_,28.9
_05057_,28.86
_03256_,28.82
rr_ex_pipe_reg.RF_D1_Out\[8\],28.82
dmem.ram\[20\]\[14\],28.78
dmem.ram\[42\]\[5\],28.76
_06856_,28.74
dmem.ram\[62\]\[2\],28.74
dmem.ram\[8\]\[10\],28.72
register_file.registerFile\[6\]\[6\],28.72
net434,28.72
dmem.ram\[14\]\[4\],28.66
dmem.ram\[63\]\[9\],28.645
if_id_pipe_reg.PC_Out\[14\],28.62
dmem.ram\[55\]\[10\],28.605
_06882_,28.6
dmem.ram\[46\]\[14\],28.6
id_rr_pipe_reg.pc_next_out\[11\],28.6
_04688_,28.58
dmem.ram\[24\]\[1\],28.58
register_file.registerFile\[3\]\[4\],28.58
dmem.ram\[25\]\[4\],28.565
dmem.ram\[18\]\[3\],28.54
if_id_pipe_reg.PC_Out\[13\],28.53
dmem.ram\[40\]\[8\],28.5
_05855_,28.46
_05802_,28.38
_03639_,28.36
_05368_,28.36
_05821_,28.36
_05576_,28.28
_07039_,28.28
_02219_,28.26
_05669_,28.2
_05717_,28.2
_04049_,28.18
_02228_,28.175
_05536_,28.14
_03203_,28.12
_07017_,28.1
dmem.ram\[23\]\[15\],28.09
dmem.ram\[14\]\[1\],28.08
_02693_,28.06
_03046_,28.06
dmem.ram\[38\]\[13\],28.06
instr_mem1.rom\[14\]\[14\],28.045
dmem.ram\[2\]\[4\],28.04
_03325_,28.02
_04983_,28.02
_05554_,28.02
dmem.ram\[51\]\[10\],28.02
_06899_,28
dmem.ram\[18\]\[14\],28
instr_mem1.rom\[3\]\[3\],27.98
dmem.ram\[37\]\[6\],27.945
_03588_,27.92
dmem.ram\[61\]\[7\],27.89
dmem.ram\[16\]\[15\],27.88
instr_mem1.rom\[9\]\[12\],27.78
dmem.ram\[63\]\[11\],27.75
dmem.ram\[35\]\[1\],27.74
dmem.ram\[27\]\[7\],27.72
_06592_,27.68
instr_mem1.rom\[2\]\[13\],27.645
dmem.ram\[47\]\[4\],27.625
_03226_,27.62
_06495_,27.62
dmem.ram\[19\]\[14\],27.62
dmem.ram\[8\]\[13\],27.62
instr_mem1.rom\[8\]\[13\],27.62
_03982_,27.6
_05189_,27.6
dmem.ram\[36\]\[1\],27.6
dmem.ram\[8\]\[4\],27.6
dmem.ram\[29\]\[15\],27.585
dmem.ram\[5\]\[2\],27.585
dmem.ram\[6\]\[4\],27.5
dmem.ram\[43\]\[15\],27.48
dmem.ram\[44\]\[3\],27.48
rr_ex_pipe_reg.RF_D2_Out\[4\],27.48
_02938_,27.46
dmem.ram\[11\]\[9\],27.45
_02647_,27.44
_05238_,27.44
_06511_,27.44
instr_mem1.rom\[3\]\[0\],27.44
dmem.ram\[25\]\[0\],27.42
dmem.ram\[39\]\[0\],27.42
dmem.ram\[22\]\[1\],27.4
_02937_,27.36
dmem.ram\[32\]\[2\],27.36
dmem.ram\[3\]\[2\],27.36
dmem.ram\[62\]\[4\],27.34
_06168_,27.32
dmem.ram\[18\]\[13\],27.32
register_file.registerFile\[6\]\[7\],27.315
dmem.ram\[25\]\[3\],27.285
dmem.ram\[18\]\[6\],27.26
dmem.ram\[40\]\[10\],27.26
_05174_,27.24
_03375_,27.22
_06815_,27.22
_02796_,27.2
dmem.ram\[5\]\[15\],27.19
_02868_,27.18
instr_mem1.rom\[10\]\[3\],27.105
_02749_,27.1
_06903_,27.1
_02305_,27.08
_02080_,27.06
net480,27.04
_05278_,27.02
_02550_,27
dmem.ram\[14\]\[8\],27
register_file.registerFile\[3\]\[12\],27
dmem.ram\[11\]\[6\],26.99
dmem.ram\[13\]\[3\],26.99
_06783_,26.98
dmem.ram\[29\]\[10\],26.97
_06392_,26.945
_06982_,26.92
dmem.ram\[0\]\[1\],26.92
ex_mem_pipe_reg.RF_D2_Out\[0\],26.92
_04604_,26.9
dmem.ram\[25\]\[10\],26.885
dmem.ram\[10\]\[5\],26.88
register_file.registerFile\[0\]\[14\],26.88
register_file.registerFile\[4\]\[15\],26.88
net401,26.88
dmem.ram\[2\]\[8\],26.82
rr_ex_pipe_reg.cntrl_out\[9\],26.82
dmem.ram\[7\]\[15\],26.76
dmem.ram\[9\]\[8\],26.73
dmem.ram\[7\]\[1\],26.665
_02191_,26.6
net442,26.6
dmem.ram\[59\]\[0\],26.59
dmem.ram\[12\]\[9\],26.58
dmem.ram\[38\]\[7\],26.58
instr_mem1.rom\[0\]\[11\],26.58
dmem.ram\[16\]\[9\],26.56
dmem.ram\[32\]\[14\],26.56
dmem.ram\[3\]\[0\],26.56
dmem.ram\[43\]\[14\],26.56
dmem.ram\[55\]\[12\],26.56
instr_mem1.rom\[12\]\[11\],26.56
dmem.ram\[40\]\[2\],26.555
_03054_,26.54
_03214_,26.54
dmem.ram\[37\]\[10\],26.485
dmem.ram\[59\]\[2\],26.445
dmem.ram\[0\]\[9\],26.44
dmem.ram\[53\]\[7\],26.44
dmem.ram\[7\]\[13\],26.44
dmem.ram\[39\]\[10\],26.425
_02894_,26.42
dmem.ram\[8\]\[0\],26.42
_03357_,26.4
_05843_,26.36
dmem.ram\[45\]\[7\],26.36
_03412_,26.32
rr_ex_pipe_reg.RF_D1_Out\[9\],26.28
dmem.ram\[28\]\[1\],26.26
_06608_,26.24
_03048_,26.22
_04904_,26.22
_03526_,26.21
_07022_,26.18
_03643_,26.14
_06476_,26.14
dmem.ram\[11\]\[0\],26.14
dmem.ram\[28\]\[12\],26.14
if_id_pipe_reg.PC_Out\[2\],26.14
_05774_,26.06
net500,26.06
_02724_,26.02
_04925_,26.02
_06874_,26.02
la_sa_lm_sm_block.reg_index_lm_sm\[1\],26
_02054_,25.98
instr_mem1.rom\[4\]\[3\],25.92
dmem.ram\[7\]\[8\],25.9
dmem.ram\[3\]\[1\],25.885
net413,25.88
id_rr_pipe_reg.pc_next_out\[15\],25.86
_05019_,25.82
dmem.ram\[59\]\[8\],25.8
ex_mem_pipe_reg.RF_D2_Out\[1\],25.78
_06907_,25.76
_05800_,25.74
register_file.registerFile\[0\]\[12\],25.74
rr_ex_pipe_reg.RF_D2_Out\[2\],25.72
_06478_,25.7
dmem.ram\[18\]\[8\],25.68
dmem.ram\[56\]\[15\],25.68
instr_mem1.rom\[4\]\[2\],25.68
net388,25.68
dmem.ram\[35\]\[2\],25.66
_02739_,25.64
_03697_,25.64
_04825_,25.64
_06847_,25.64
dmem.ram\[60\]\[10\],25.64
rr_ex_pipe_reg.pc_out\[11\],25.64
_03318_,25.62
_05776_,25.62
_02129_,25.58
_06461_,25.58
_02898_,25.56
_03044_,25.56
dmem.ram\[0\]\[14\],25.56
_02032_,25.52
_03556_,25.52
_06665_,25.52
dmem.ram\[38\]\[9\],25.52
dmem.ram\[20\]\[8\],25.5
_02725_,25.48
_04442_,25.48
dmem.ram\[55\]\[4\],25.465
dmem.ram\[25\]\[1\],25.43
_03188_,25.395
dmem.ram\[23\]\[10\],25.39
dmem.ram\[3\]\[6\],25.385
_03292_,25.38
_05807_,25.36
net372,25.36
_04465_,25.34
instr_mem1.rom\[0\]\[15\],25.34
dmem.ram\[46\]\[9\],25.32
dmem.ram\[55\]\[11\],25.305
rr_ex_pipe_reg.pc_out\[7\],25.3
net402,25.26
dmem.ram\[9\]\[13\],25.245
_03790_,25.24
net590,25.24
_02714_,25.22
_03001_,25.22
_03389_,25.22
dmem.ram\[2\]\[1\],25.22
dmem.ram\[4\]\[5\],25.22
ex_mem_pipe_reg.RF_D1_Out\[0\],25.22
dmem.ram\[20\]\[0\],25.21
dmem.ram\[4\]\[15\],25.2
_03392_,25.18
dmem.ram\[2\]\[9\],25.18
_04717_,25.16
dmem.ram\[29\]\[9\],25.15
dmem.ram\[3\]\[8\],25.15
_02991_,25.14
dmem.ram\[3\]\[3\],25.14
dmem.ram\[1\]\[10\],25.125
_02551_,25.12
dmem.ram\[14\]\[13\],25.12
ex_mem_pipe_reg.RF_D2_Out\[4\],25.12
dmem.ram\[18\]\[4\],25.11
dmem.ram\[23\]\[5\],25.09
instr_mem1.rom\[6\]\[2\],25.085
_03337_,25.06
dmem.ram\[52\]\[10\],25.06
_03193_,25.04
_05207_,25.04
dmem.ram\[8\]\[5\],25.04
dmem.ram\[62\]\[5\],25
_05734_,24.98
dmem.ram\[16\]\[4\],24.98
instr_mem1.rom\[14\]\[0\],24.965
rr_ex_pipe_reg.instr_out\[14\],24.96
_04982_,24.92
dmem.ram\[47\]\[3\],24.88
dmem.ram\[11\]\[12\],24.865
_03022_,24.84
_06872_,24.84
dmem.ram\[24\]\[15\],24.82
_04487_,24.78
_06281_,24.76
dmem.ram\[34\]\[5\],24.76
dmem.ram\[1\]\[9\],24.745
dmem.ram\[25\]\[9\],24.745
_06603_,24.74
dmem.ram\[42\]\[15\],24.72
dmem.ram\[4\]\[14\],24.72
_05769_,24.7
dmem.ram\[29\]\[14\],24.685
_05749_,24.66
instr_mem1.rom\[11\]\[10\],24.64
rr_ex_pipe_reg.cntrl_out\[3\],24.64
_04480_,24.62
dmem.ram\[29\]\[5\],24.605
_02774_,24.58
_04813_,24.58
dmem.ram\[58\]\[3\],24.56
_06752_,24.54
_07034_,24.54
_04422_,24.52
_06393_,24.51
dmem.ram\[14\]\[11\],24.5
_04995_,24.48
_02588_,24.46
_07037_,24.46
dmem.ram\[2\]\[11\],24.46
dmem.ram\[46\]\[4\],24.46
instr_mem1.rom\[1\]\[13\],24.42
_02721_,24.4
dmem.ram\[52\]\[1\],24.4
ex_mem_pipe_reg.ALU_Result_Out\[1\],24.4
_05064_,24.38
ex_mem_pipe_reg.RF_D2_Out\[7\],24.36
_06416_,24.32
dmem.ram\[39\]\[4\],24.305
dmem.ram\[8\]\[15\],24.3
instr_mem1.rom\[5\]\[3\],24.29
_02829_,24.28
dmem.ram\[9\]\[14\],24.265
_05797_,24.26
_05346_,24.22
if_id_pipe_reg.PC_Out\[7\],24.22
dmem.ram\[3\]\[5\],24.205
_06452_,24.2
ex_mem_pipe_reg.ALU_Result_Out\[4\],24.18
_02694_,24.16
dmem.ram\[0\]\[5\],24.16
la_sa_lm_sm_block.reg_data_form_id_128\[81\],24.16
dmem.ram\[62\]\[0\],24.14
instr_mem1.rom\[6\]\[11\],24.125
_02768_,24.12
if_id_pipe_reg.PC_Out\[10\],24.12
dmem.ram\[31\]\[11\],24.105
dmem.ram\[6\]\[13\],24.1
dmem.ram\[54\]\[14\],24.08
dmem.ram\[23\]\[3\],24.06
_04585_,24.04
dmem.ram\[20\]\[3\],24.04
dmem.ram\[15\]\[12\],23.99
dmem.ram\[37\]\[4\],23.965
_02623_,23.96
_05518_,23.96
_02879_,23.92
dmem.ram\[2\]\[2\],23.92
_06333_,23.9
rr_ex_pipe_reg.RF_D1_Out\[11\],23.88
net416,23.88
dmem.ram\[13\]\[7\],23.845
_06863_,23.82
instr_mem1.rom\[13\]\[13\],23.82
dmem.ram\[8\]\[8\],23.8
_03167_,23.78
_05753_,23.78
_05772_,23.78
_06517_,23.78
instr_mem1.rom\[14\]\[13\],23.745
dmem.ram\[26\]\[8\],23.74
dmem.ram\[49\]\[5\],23.74
_02883_,23.72
_05781_,23.72
dmem.ram\[34\]\[4\],23.72
_05738_,23.68
dmem.ram\[28\]\[0\],23.68
dmem.ram\[41\]\[9\],23.68
dmem.ram\[8\]\[3\],23.68
dmem.ram\[9\]\[5\],23.67
_06839_,23.66
instr_mem1.rom\[4\]\[1\],23.66
_06600_,23.62
dmem.ram\[53\]\[15\],23.62
dmem.ram\[60\]\[12\],23.62
_02519_,23.58
_03547_,23.58
net417,23.58
instr_mem1.rom\[10\]\[14\],23.53
register_file.registerFile\[2\]\[4\],23.525
_06009_,23.52
instr_mem1.rom\[1\]\[12\],23.52
_04614_,23.515
_03423_,23.5
_06001_,23.5
dmem.ram\[53\]\[3\],23.5
net549,23.49
_02621_,23.48
_06958_,23.48
_03040_,23.46
_05575_,23.46
dmem.ram\[36\]\[8\],23.46
dmem.ram\[59\]\[5\],23.46
