net,length_um
_04012_,58.46
_03927_,58.42
net426,58.36
_06121_,58.04
rr_ex_reg.RF_D1_Out\[11\],57.96
clknet_leaf_136_clk,57.8
dmem.ram\[25\]\[3\],57.4
clknet_leaf_99_clk,57.32
_01136_,57.165
_02383_,57.06
_05630_,57
_03673_,56.98
clknet_leaf_152_clk,56.94
_03261_,56.84
_02002_,56.6
_05648_,56.58
dmem.ram\[17\]\[6\],56.54
_02400_,56.48
_06109_,56.34
_02556_,56.3
_04379_,56.26
_04075_,56.24
_06114_,56.24
_02220_,56.18
net192,56.12
_02566_,55.96
_03749_,55.86
id_rr_reg.instr_out\[4\],55.82
_02618_,55.68
dmem.ram\[46\]\[13\],55.64
_02816_,55.445
_04271_,55.44
dmem.ram\[51\]\[11\],55.34
dmem.ram\[54\]\[14\],55.34
clknet_leaf_53_clk,55.18
clknet_leaf_65_clk,55.04
dmem.ram\[47\]\[2\],54.96
_04106_,54.74
dmem.ram\[14\]\[5\],54.565
if_id_reg.PC_Next_Out\[10\],54.47
net336,54.4
_05497_,54.28
net97,53.6
clknet_leaf_77_clk,53.52
if_id_reg.PC_Next_Out\[11\],53.48
id_rr_reg.instr_out\[5\],53.42
_03859_,53.38
_03774_,53.22
_06106_,53.16
_05431_,52.88
_04986_,52.74
dmem.ram\[47\]\[9\],52.73
_06103_,52.67
_05195_,52.64
_03504_,52.63
clknet_leaf_33_clk,52.54
dmem.ram\[8\]\[6\],52.51
rr_ex_reg.RF_D1_Out\[13\],52.44
_02823_,52.42
_04934_,52.4
_02574_,52.26
_04023_,52.25
dmem.ram\[29\]\[12\],52.23
net64,51.96
dmem.ram\[4\]\[5\],51.715
_02264_,51.54
ex_mm_reg.Rd_Data_Out_PR\[8\],51.46
id_rr_reg.instr_out\[8\],51.46
_05521_,51.24
_04926_,51.135
clknet_leaf_104_clk,50.88
_06130_,50.875
_03792_,50.72
_05642_,50.7
clknet_leaf_34_clk,50.7
clknet_leaf_150_clk,50.68
ex_mm_reg.RF_D2_Out\[4\],50.62
_04099_,50.31
net45,50.24
dmem.ram\[14\]\[4\],50.185
_05017_,50.18
clknet_leaf_82_clk,50.08
dmem.ram\[56\]\[12\],50.05
_01964_,49.78
_02626_,49.7
_02081_,49.56
_06125_,49.5
dmem.ram\[62\]\[4\],49.415
_03383_,49.4
_03439_,49.35
_03454_,49.18
net129,49.18
_03161_,49.14
rr_ex_reg.RF_A2_Out\[0\],49.14
_05718_,49.08
dmem.ram\[9\]\[13\],49.06
dmem.ram\[42\]\[12\],49.04
_06129_,49
if_id_reg.Instr_Out\[5\],48.855
_06028_,48.8
_03297_,48.68
dmem.ram\[11\]\[5\],48.51
rr_ex_reg.RF_A2_Out\[1\],48.375
dmem.ram\[26\]\[11\],48.31
rr_ex_reg.RF_D1_Out\[14\],48.1
clknet_leaf_88_clk,48.04
dmem.ram\[42\]\[13\],47.96
dmem.ram\[34\]\[15\],47.9
dmem.ram\[47\]\[13\],47.9
dmem.ram\[8\]\[5\],47.82
_05055_,47.76
_03818_,47.68
dmem.ram\[46\]\[14\],47.66
_02814_,47.48
id_rr_reg.instr_out\[3\],47.46
dmem.ram\[36\]\[3\],47.36
_02592_,47.34
dmem.ram\[44\]\[6\],47.325
clknet_leaf_18_clk,47.28
net468,47.18
_02658_,47.14
net180,47.12
dmem.ram\[58\]\[4\],47.1
dmem.ram\[8\]\[4\],47.08
dmem.ram\[20\]\[15\],47.02
_02568_,46.88
_02620_,46.82
_05885_,46.79
rr_ex_reg.RF_D2_Out\[4\],46.76
dmem.ram\[11\]\[4\],46.72
dmem.ram\[29\]\[14\],46.68
_04108_,46.62
dmem.ram\[3\]\[8\],46.54
_02695_,46.44
dmem.ram\[61\]\[13\],46.425
_03967_,46.4
rr_ex_reg.cntrl_out\[5\],46.36
_03491_,46.32
clknet_leaf_135_clk,46.28
net561,46.28
clknet_leaf_42_clk,46.18
dmem.ram\[10\]\[12\],46.13
ex_mm_reg.RF_D2_Out\[5\],46.1
_06025_,46.02
if_id_reg.Instr_Out\[0\],45.86
net679,45.86
_06128_,45.72
_02522_,45.64
_02148_,45.58
_04935_,45.52
clknet_leaf_50_clk,45.48
_02028_,45.38
_04132_,45.32
_03658_,45.26
ex_mm_reg.Rd_Addr_Out_PR\[1\],45.24
_03182_,45.2
_01128_,45.125
_03113_,45.08
_01137_,44.965
_05654_,44.96
ex_mm_reg.ALU_Result_Out\[1\],44.945
dmem.ram\[58\]\[12\],44.9
dmem.ram\[8\]\[3\],44.86
dmem.ram\[35\]\[6\],44.76
_03869_,44.7
rr_ex_reg.RF_D1_Out\[15\],44.7
net459,44.6
_03324_,44.58
regfile.registerFile\[4\]\[14\],44.5
net119,44.42
_03896_,44.38
ex_mm_reg.Rd_Addr_Out_PR\[0\],44.18
_03579_,44.14
net477,44.14
_01911_,44.12
clknet_leaf_80_clk,44.1
dmem.ram\[18\]\[12\],44.015
dmem.ram\[46\]\[15\],43.98
_03330_,43.86
regfile.registerFile\[7\]\[12\],43.82
net338,43.78
_03587_,43.66
if_id_reg.Instr_Out\[6\],43.6
_05580_,43.56
dmem.ram\[60\]\[15\],43.46
net173,43.44
dmem.ram\[11\]\[8\],43.34
ex_mm_reg.RF_D2_Out\[6\],43.3
_02771_,43.28
_02821_,43.22
_04951_,43.12
dmem.ram\[31\]\[13\],43.06
_05052_,43.04
_03488_,42.94
id_rr_reg.instr_out\[9\],42.89
_03828_,42.88
_05180_,42.8
dmem.ram\[2\]\[8\],42.765
_05636_,42.74
_03592_,42.62
clknet_leaf_7_clk,42.61
dmem.ram\[16\]\[12\],42.54
_03581_,42.52
_02331_,42.48
_04059_,42.36
dmem.ram\[7\]\[11\],42.36
_05899_,42.31
_03368_,42.26
_05675_,42.14
dmem.ram\[4\]\[12\],42.06
dmem.ram\[41\]\[12\],42.02
dmem.ram\[34\]\[7\],42.01
_02221_,42
_02648_,41.92
net95,41.92
net187,41.92
_02186_,41.9
_04378_,41.84
_03123_,41.76
_05880_,41.7
_05606_,41.66
net203,41.66
net121,41.62
_03707_,41.6
rr_ex_reg.RF_D1_Out\[5\],41.59
_05933_,41.52
dmem.ram\[49\]\[5\],41.52
dmem.ram\[35\]\[9\],41.5
_05546_,41.44
dmem.ram\[36\]\[15\],41.44
_03730_,41.42
regfile.registerFile\[1\]\[0\],41.42
_04029_,41.36
dmem.ram\[10\]\[13\],41.285
dmem.ram\[54\]\[11\],41.22
_03499_,41.2
if_id_reg.Instr_Out\[4\],41.2
_03950_,41.08
dmem.ram\[24\]\[14\],41.08
_02672_,41.06
dmem.ram\[7\]\[13\],41.04
dmem.ram\[4\]\[9\],41.025
rr_ex_reg.pc_next_out\[12\],40.94
regfile.registerFile\[6\]\[4\],40.88
dmem.ram\[59\]\[12\],40.82
_05462_,40.78
dmem.ram\[29\]\[13\],40.72
dmem.ram\[38\]\[14\],40.695
dmem.ram\[51\]\[5\],40.44
_03116_,40.38
_03960_,40.38
_04475_,40.33
dmem.ram\[16\]\[11\],40.28
regfile.registerFile\[4\]\[0\],40.24
_05169_,40.2
_03717_,40.16
dmem.ram\[20\]\[12\],40.16
_03908_,40.1
dmem.ram\[9\]\[12\],40.1
dmem.ram\[60\]\[8\],40.08
_04623_,39.94
if_id_reg.PC_Next_Out\[14\],39.7
_05181_,39.66
dmem.ram\[57\]\[6\],39.64
_05980_,39.56
dmem.ram\[9\]\[6\],39.56
_03870_,39.54
ex_mm_reg.Rd_Data_Out_PR\[4\],39.32
_04979_,39.26
dmem.ram\[49\]\[6\],39.22
_04922_,39.17
_03633_,39.16
dmem.ram\[40\]\[2\],39.16
dmem.ram\[52\]\[12\],39.14
rr_ex_reg.RF_D2_Out\[2\],39.08
_01944_,38.94
dmem.ram\[27\]\[12\],38.92
dmem.ram\[4\]\[11\],38.86
dmem.ram\[27\]\[5\],38.82
net216,38.68
regfile.registerFile\[1\]\[7\],38.64
_05945_,38.62
dmem.ram\[48\]\[6\],38.6
_01138_,38.565
dmem.ram\[19\]\[9\],38.55
_02643_,38.54
net145,38.44
_02628_,38.16
dmem.ram\[27\]\[8\],38.11
dmem.ram\[3\]\[9\],38.04
dmem.ram\[57\]\[4\],38
rr_ex_reg.RF_A1_Out\[0\],37.94
rr_ex_reg.cntrl_out\[2\],37.88
rr_ex_reg.RF_D2_Out\[7\],37.86
dmem.ram\[31\]\[12\],37.85
dmem.ram\[34\]\[14\],37.82
dmem.ram\[11\]\[13\],37.8
_04529_,37.76
_02710_,37.74
dmem.ram\[52\]\[10\],37.7
_02565_,37.64
_03528_,37.64
dmem.ram\[38\]\[4\],37.63
_03766_,37.62
dmem.ram\[26\]\[6\],37.605
dmem.ram\[45\]\[9\],37.58
_05868_,37.5
_04115_,37.44
dmem.ram\[52\]\[13\],37.44
dmem.ram\[8\]\[12\],37.44
dmem.ram\[51\]\[4\],37.42
dmem.ram\[61\]\[10\],37.38
dmem.ram\[18\]\[2\],37.375
_04287_,37.32
_05552_,37.3
regfile.registerFile\[1\]\[6\],37.26
dmem.ram\[27\]\[13\],37.22
_03953_,37.2
_04002_,37.14
_02820_,37.1
_03872_,37.04
_04924_,37.04
dmem.ram\[36\]\[4\],36.94
dmem.ram\[49\]\[4\],36.9
dmem.ram\[24\]\[15\],36.86
regfile.registerFile\[2\]\[4\],36.85
dmem.ram\[34\]\[11\],36.8
dmem.ram\[25\]\[4\],36.79
dmem.ram\[3\]\[12\],36.76
net502,36.7
_01787_,36.62
_05861_,36.58
rr_ex_reg.RF_D2_Out\[12\],36.575
regfile.registerFile\[6\]\[12\],36.505
id_rr_reg.instr_out\[11\],36.46
dmem.ram\[35\]\[4\],36.4
dmem.ram\[27\]\[7\],36.38
dmem.ram\[61\]\[7\],36.36
_04041_,36.34
dmem.ram\[32\]\[4\],36.33
dmem.ram\[3\]\[13\],36.32
dmem.ram\[44\]\[5\],36.265
dmem.ram\[37\]\[7\],36.22
net439,36.22
dmem.ram\[19\]\[6\],36.16
_02659_,36.12
dmem.ram\[20\]\[1\],36.12
dmem.ram\[56\]\[11\],36.12
dmem.ram\[38\]\[5\],36.09
_04353_,36.08
_02487_,36.04
_02237_,36.02
_03146_,36.02
_02539_,36
_02617_,36
dmem.ram\[57\]\[3\],35.89
dmem.ram\[6\]\[5\],35.89
dmem.ram\[61\]\[11\],35.88
_03787_,35.86
dmem.ram\[20\]\[10\],35.8
regfile.registerFile\[7\]\[7\],35.78
_03366_,35.76
_05664_,35.72
dmem.ram\[7\]\[12\],35.7
dmem.ram\[57\]\[11\],35.64
net185,35.64
dmem.ram\[61\]\[5\],35.605
dmem.ram\[36\]\[6\],35.585
_02670_,35.58
_03885_,35.56
_05495_,35.54
_01824_,35.46
dmem.ram\[54\]\[12\],35.46
dmem.ram\[22\]\[5\],35.37
dmem.ram\[28\]\[7\],35.325
_04013_,35.32
_03336_,35.3
dmem.ram\[39\]\[2\],35.3
_01929_,35.26
regfile.registerFile\[4\]\[13\],35.26
regfile.registerFile\[1\]\[1\],35.16
_03914_,35.08
_06110_,35.07
dmem.ram\[18\]\[3\],35.045
dmem.ram\[35\]\[13\],35.04
_05955_,34.86
_03981_,34.84
_05042_,34.84
dmem.ram\[38\]\[6\],34.79
_05652_,34.76
net50,34.72
_05991_,34.71
regfile.registerFile\[2\]\[6\],34.695
regfile.registerFile\[2\]\[0\],34.65
_01099_,34.64
dmem.ram\[18\]\[6\],34.605
_05531_,34.6
ex_mm_reg.Rd_Addr_Out_PR\[2\],34.56
_01772_,34.54
_03733_,34.54
ex_mm_reg.Rd_Data_Out_PR\[5\],34.54
dmem.ram\[61\]\[2\],34.505
dmem.ram\[24\]\[10\],34.46
dmem.ram\[56\]\[3\],34.4
_03434_,34.32
_05029_,34.28
dmem.ram\[12\]\[14\],34.26
_05347_,34.24
_03902_,34.22
dmem.ram\[12\]\[13\],34.2
dmem.ram\[34\]\[10\],34.18
_05892_,34.16
dmem.ram\[10\]\[4\],34.15
dmem.ram\[53\]\[5\],34.145
_03418_,34.14
dmem.ram\[1\]\[4\],34.14
regfile.registerFile\[3\]\[4\],34.14
dmem.ram\[0\]\[15\],34.04
_03120_,33.92
dmem.ram\[26\]\[4\],33.905
dmem.ram\[26\]\[5\],33.87
_05911_,33.82
_03554_,33.8
dmem.ram\[16\]\[8\],33.8
dmem.ram\[23\]\[13\],33.8
regfile.registerFile\[2\]\[3\],33.79
dmem.ram\[61\]\[12\],33.76
_01764_,33.72
_03295_,33.72
dmem.ram\[34\]\[3\],33.7
regfile.registerFile\[1\]\[13\],33.7
_02367_,33.68
dmem.ram\[12\]\[11\],33.68
_02891_,33.64
regfile.registerFile\[5\]\[0\],33.64
_06116_,33.62
_01139_,33.605
dmem.ram\[12\]\[12\],33.6
_01767_,33.54
_05178_,33.54
_02734_,33.48
_05463_,33.48
dmem.ram\[9\]\[4\],33.48
rr_ex_reg.RF_D1_Out\[10\],33.48
_02021_,33.46
clknet_leaf_166_clk,33.42
dmem.ram\[40\]\[13\],33.41
clknet_leaf_175_clk,33.38
dmem.ram\[34\]\[2\],33.36
regfile.registerFile\[4\]\[3\],33.36
dmem.ram\[61\]\[3\],33.325
clknet_leaf_124_clk,33.3
_03163_,33.26
dmem.ram\[42\]\[2\],33.26
dmem.ram\[51\]\[9\],33.26
dmem.ram\[12\]\[5\],33.245
_02188_,33.22
dmem.ram\[26\]\[15\],33.205
regfile.registerFile\[0\]\[4\],33.2
dmem.ram\[28\]\[3\],33.03
dmem.ram\[52\]\[11\],33.01
dmem.ram\[63\]\[9\],33
_02111_,32.94
dmem.ram\[28\]\[5\],32.915
dmem.ram\[21\]\[6\],32.88
_03779_,32.84
_02925_,32.8
_05544_,32.8
dmem.ram\[33\]\[2\],32.78
dmem.ram\[58\]\[2\],32.78
dmem.ram\[18\]\[15\],32.765
dmem.ram\[38\]\[15\],32.765
regfile.registerFile\[0\]\[2\],32.76
dmem.ram\[48\]\[4\],32.74
dmem.ram\[5\]\[15\],32.64
regfile.registerFile\[0\]\[1\],32.6
dmem.ram\[5\]\[3\],32.585
dmem.ram\[25\]\[12\],32.58
dmem.ram\[51\]\[3\],32.58
_03150_,32.55
_05640_,32.54
regfile.registerFile\[0\]\[7\],32.54
dmem.ram\[18\]\[13\],32.505
dmem.ram\[53\]\[14\],32.5
dmem.ram\[37\]\[8\],32.48
regfile.registerFile\[1\]\[14\],32.48
_02724_,32.46
_05579_,32.46
dmem.ram\[20\]\[5\],32.46
_02142_,32.4
_05622_,32.36
dmem.ram\[35\]\[14\],32.34
rr_ex_reg.RF_D1_Out\[6\],32.28
dmem.ram\[36\]\[14\],32.26
dmem.ram\[24\]\[6\],32.24
dmem.ram\[14\]\[12\],32.225
_03937_,32.22
dmem.ram\[24\]\[2\],32.22
dmem.ram\[59\]\[11\],32.2
dmem.ram\[14\]\[1\],32.195
_02523_,32.14
_03621_,32.08
dmem.ram\[24\]\[12\],32.05
dmem.ram\[19\]\[8\],32.04
ex_mm_reg.RF_D2_Out\[11\],32.04
_05490_,32
dmem.ram\[60\]\[9\],32
net282,31.94
dmem.ram\[31\]\[9\],31.92
dmem.ram\[26\]\[14\],31.865
_03799_,31.86
dmem.ram\[61\]\[8\],31.85
dmem.ram\[53\]\[0\],31.84
dmem.ram\[18\]\[14\],31.805
_03475_,31.8
rr_ex_reg.RF_D2_Out\[8\],31.8
dmem.ram\[24\]\[3\],31.78
dmem.ram\[39\]\[12\],31.78
_05182_,31.76
dmem.ram\[18\]\[7\],31.75
_02010_,31.72
_02440_,31.72
dmem.ram\[50\]\[9\],31.71
dmem.ram\[40\]\[11\],31.695
dmem.ram\[22\]\[12\],31.65
dmem.ram\[2\]\[12\],31.645
dmem.ram\[54\]\[2\],31.62
dmem.ram\[2\]\[6\],31.605
dmem.ram\[2\]\[7\],31.585
dmem.ram\[20\]\[4\],31.56
dmem.ram\[55\]\[5\],31.53
dmem.ram\[47\]\[12\],31.51
dmem.ram\[36\]\[5\],31.505
_03240_,31.48
dmem.ram\[26\]\[7\],31.465
_03644_,31.46
_03172_,31.44
_05519_,31.42
_05646_,31.4
regfile.registerFile\[4\]\[9\],31.4
_05628_,31.38
dmem.ram\[51\]\[8\],31.38
_04240_,31.365
regfile.registerFile\[4\]\[8\],31.36
dmem.ram\[14\]\[6\],31.32
dmem.ram\[59\]\[9\],31.32
dmem.ram\[22\]\[6\],31.31
dmem.ram\[2\]\[4\],31.31
dmem.ram\[15\]\[15\],31.3
dmem.ram\[6\]\[12\],31.265
dmem.ram\[17\]\[3\],31.26
dmem.ram\[13\]\[5\],31.245
dmem.ram\[0\]\[5\],31.24
regfile.registerFile\[5\]\[1\],31.24
dmem.ram\[16\]\[4\],31.22
dmem.ram\[21\]\[15\],31.22
dmem.ram\[51\]\[7\],31.22
regfile.registerFile\[7\]\[14\],31.18
regfile.registerFile\[6\]\[3\],31.175
_02818_,31.17
dmem.ram\[22\]\[14\],31.165
_03138_,31.16
dmem.ram\[32\]\[10\],31.12
_01751_,31.08
_04809_,31.08
_06554_,31.08
dmem.ram\[10\]\[6\],31.065
dmem.ram\[44\]\[9\],31.04
_04252_,31.02
dmem.ram\[16\]\[0\],31.02
dmem.ram\[38\]\[3\],31
dmem.ram\[56\]\[4\],30.98
_03457_,30.94
dmem.ram\[63\]\[6\],30.94
regfile.registerFile\[3\]\[3\],30.94
_01958_,30.92
dmem.ram\[15\]\[4\],30.9
dmem.ram\[16\]\[10\],30.9
dmem.ram\[11\]\[10\],30.88
dmem.ram\[56\]\[2\],30.88
_05913_,30.875
dmem.ram\[24\]\[11\],30.78
dmem.ram\[31\]\[2\],30.78
rr_ex_reg.RF_D1_Out\[4\],30.78
dmem.ram\[34\]\[8\],30.76
net103,30.76
_04933_,30.74
_05007_,30.74
_05939_,30.74
dmem.ram\[44\]\[4\],30.74
_04434_,30.72
dmem.ram\[10\]\[8\],30.705
dmem.ram\[30\]\[4\],30.705
regfile.registerFile\[6\]\[10\],30.705
dmem.ram\[1\]\[5\],30.7
dmem.ram\[33\]\[13\],30.7
dmem.ram\[11\]\[3\],30.69
dmem.ram\[42\]\[0\],30.68
_02524_,30.64
dmem.ram\[40\]\[9\],30.62
_02960_,30.58
_06002_,30.56
dmem.ram\[27\]\[9\],30.55
dmem.ram\[2\]\[13\],30.55
dmem.ram\[0\]\[4\],30.52
dmem.ram\[37\]\[2\],30.505
_03479_,30.46
dmem.ram\[24\]\[1\],30.46
_04052_,30.44
_03989_,30.42
_05903_,30.4
_04025_,30.38
regfile.registerFile\[6\]\[13\],30.37
dmem.ram\[22\]\[15\],30.365
_02128_,30.32
dmem.ram\[54\]\[10\],30.32
dmem.ram\[40\]\[15\],30.3
_03682_,30.26
_05908_,30.26
dmem.ram\[35\]\[12\],30.26
rr_ex_reg.RF_A1_Out\[1\],30.24
dmem.ram\[36\]\[10\],30.22
dmem.ram\[41\]\[9\],30.22
dmem.ram\[37\]\[5\],30.205
dmem.ram\[8\]\[13\],30.2
_02171_,30.14
_03999_,30.14
_01760_,30.12
_06023_,30.12
_03846_,30.04
_01945_,30.02
dmem.ram\[16\]\[14\],30
dmem.ram\[55\]\[6\],30
regfile.registerFile\[2\]\[13\],29.99
if_id_reg.PC_Next_Out\[0\],29.98
regfile.registerFile\[1\]\[10\],29.96
_03722_,29.9
_05488_,29.88
regfile.registerFile\[5\]\[10\],29.82
_05910_,29.8
dmem.ram\[51\]\[6\],29.76
dmem.ram\[53\]\[4\],29.74
regfile.registerFile\[6\]\[1\],29.705
_05066_,29.7
dmem.ram\[20\]\[7\],29.7
dmem.ram\[9\]\[9\],29.7
dmem.ram\[20\]\[8\],29.665
_03465_,29.66
_03606_,29.66
dmem.ram\[35\]\[1\],29.66
clknet_leaf_36_clk,29.66
dmem.ram\[3\]\[4\],29.58
_02197_,29.54
_02253_,29.54
_02376_,29.54
dmem.ram\[8\]\[9\],29.54
dmem.ram\[0\]\[3\],29.53
dmem.ram\[62\]\[15\],29.525
dmem.ram\[48\]\[3\],29.52
dmem.ram\[18\]\[9\],29.505
_01985_,29.5
_03257_,29.48
_03371_,29.48
dmem.ram\[49\]\[11\],29.46
dmem.ram\[60\]\[14\],29.46
dmem.ram\[13\]\[9\],29.43
dmem.ram\[57\]\[10\],29.42
_03588_,29.38
dmem.ram\[41\]\[13\],29.38
dmem.ram\[32\]\[6\],29.34
_03139_,29.32
dmem.ram\[50\]\[2\],29.32
dmem.ram\[3\]\[10\],29.3
_02572_,29.28
_03602_,29.26
_04390_,29.26
_03540_,29.24
_05000_,29.24
dmem.ram\[27\]\[11\],29.24
dmem.ram\[29\]\[10\],29.24
dmem.ram\[39\]\[13\],29.22
_03194_,29.2
dmem.ram\[20\]\[3\],29.2
_05902_,29.16
dmem.ram\[51\]\[0\],29.14
_05547_,29.12
dmem.ram\[43\]\[10\],29.08
dmem.ram\[26\]\[3\],29.065
dmem.ram\[22\]\[7\],29.005
dmem.ram\[35\]\[5\],29
dmem.ram\[56\]\[5\],29
dmem.ram\[41\]\[6\],28.96
dmem.ram\[36\]\[1\],28.95
dmem.ram\[25\]\[10\],28.94
if_id_reg.PC_Next_Out\[5\],28.94
dmem.ram\[59\]\[13\],28.91
_05728_,28.9
_05660_,28.86
dmem.ram\[25\]\[5\],28.84
dmem.ram\[2\]\[5\],28.83
_05525_,28.82
dmem.ram\[22\]\[10\],28.82
dmem.ram\[34\]\[9\],28.82
dmem.ram\[1\]\[8\],28.81
dmem.ram\[14\]\[11\],28.79
dmem.ram\[18\]\[8\],28.725
_06152_,28.72
_05658_,28.68
dmem.ram\[13\]\[12\],28.66
dmem.ram\[27\]\[6\],28.66
dmem.ram\[4\]\[2\],28.66
dmem.ram\[8\]\[10\],28.58
_03331_,28.56
dmem.ram\[40\]\[12\],28.54
dmem.ram\[7\]\[6\],28.54
dmem.ram\[9\]\[0\],28.52
_02503_,28.5
dmem.ram\[58\]\[6\],28.48
dmem.ram\[40\]\[6\],28.44
dmem.ram\[18\]\[10\],28.405
dmem.ram\[48\]\[14\],28.38
_04157_,28.36
_05537_,28.36
dmem.ram\[12\]\[4\],28.35
_05501_,28.34
dmem.ram\[24\]\[8\],28.34
_03264_,28.32
_04925_,28.3
dmem.ram\[3\]\[7\],28.3
dmem.ram\[4\]\[10\],28.205
dmem.ram\[5\]\[5\],28.19
dmem.ram\[15\]\[12\],28.18
dmem.ram\[32\]\[7\],28.18
dmem.ram\[61\]\[9\],28.18
_06032_,28.16
regfile.registerFile\[0\]\[10\],28.14
net59,28.14
net1540,28.14
dmem.ram\[23\]\[11\],28.12
dmem.ram\[3\]\[14\],28.12
regfile.registerFile\[0\]\[9\],28.07
dmem.ram\[4\]\[3\],28.065
dmem.ram\[61\]\[1\],28.04
dmem.ram\[14\]\[15\],28.025
_05022_,28.02
dmem.ram\[60\]\[10\],27.995
rr_ex_reg.RF_D2_Out\[0\],27.95
dmem.ram\[22\]\[9\],27.905
_03220_,27.9
_05683_,27.9
dmem.ram\[35\]\[2\],27.9
dmem.ram\[53\]\[7\],27.865
dmem.ram\[25\]\[14\],27.86
dmem.ram\[63\]\[2\],27.84
_03819_,27.82
dmem.ram\[7\]\[9\],27.82
_03760_,27.8
dmem.ram\[17\]\[4\],27.8
dmem.ram\[41\]\[4\],27.8
regfile.registerFile\[5\]\[6\],27.8
_04142_,27.79
_02391_,27.78
_05877_,27.78
_04000_,27.74
dmem.ram\[10\]\[5\],27.74
dmem.ram\[28\]\[2\],27.72
_05507_,27.7
_02719_,27.66
dmem.ram\[51\]\[2\],27.66
dmem.ram\[20\]\[14\],27.64
dmem.ram\[48\]\[5\],27.64
_01717_,27.62
_02435_,27.6
imem.rom\[4\]\[11\],27.56
dmem.ram\[62\]\[14\],27.51
imem.rom\[6\]\[5\],27.505
dmem.ram\[38\]\[11\],27.5
dmem.ram\[8\]\[15\],27.5
dmem.ram\[38\]\[10\],27.49
dmem.ram\[63\]\[11\],27.48
regfile.registerFile\[4\]\[1\],27.48
_02388_,27.46
dmem.ram\[11\]\[7\],27.46
dmem.ram\[38\]\[13\],27.445
_04028_,27.44
dmem.ram\[63\]\[13\],27.43
_05995_,27.4
_03130_,27.36
dmem.ram\[63\]\[8\],27.36
_05475_,27.34
dmem.ram\[25\]\[9\],27.34
dmem.ram\[35\]\[11\],27.34
regfile.registerFile\[4\]\[15\],27.34
dmem.ram\[16\]\[2\],27.32
dmem.ram\[19\]\[3\],27.3
dmem.ram\[30\]\[14\],27.285
dmem.ram\[36\]\[7\],27.245
_02279_,27.24
dmem.ram\[20\]\[11\],27.24
dmem.ram\[63\]\[7\],27.2
regfile.registerFile\[3\]\[15\],27.2
dmem.ram\[24\]\[7\],27.16
_03945_,27.14
_05863_,27.14
dmem.ram\[44\]\[11\],27.14
rr_ex_reg.pc_next_out\[13\],27.12
dmem.ram\[17\]\[11\],27.115
_03162_,27.11
dmem.ram\[29\]\[4\],27.105
dmem.ram\[63\]\[12\],27.1
regfile.registerFile\[7\]\[15\],27.09
dmem.ram\[2\]\[9\],27.085
dmem.ram\[56\]\[0\],27.08
_04329_,27.06
dmem.ram\[24\]\[4\],27.06
rr_ex_reg.RF_D1_Out\[0\],27.05
dmem.ram\[34\]\[4\],27.04
dmem.ram\[56\]\[14\],27.04
_03629_,27.02
_04286_,27.02
_05725_,26.98
dmem.ram\[27\]\[4\],26.98
dmem.ram\[32\]\[14\],26.98
dmem.ram\[16\]\[7\],26.96
dmem.ram\[58\]\[8\],26.945
dmem.ram\[59\]\[2\],26.92
dmem.ram\[59\]\[5\],26.92
regfile.registerFile\[4\]\[4\],26.92
dmem.ram\[16\]\[15\],26.9
id_rr_reg.instr_out\[10\],26.88
imem.rom\[14\]\[1\],26.87
dmem.ram\[25\]\[0\],26.86
_03449_,26.82
_06161_,26.82
dmem.ram\[17\]\[5\],26.8
_02284_,26.78
dmem.ram\[25\]\[8\],26.76
dmem.ram\[8\]\[14\],26.76
dmem.ram\[58\]\[3\],26.74
regfile.registerFile\[4\]\[10\],26.72
_04183_,26.7
dmem.ram\[12\]\[15\],26.7
dmem.ram\[22\]\[2\],26.695
dmem.ram\[18\]\[5\],26.605
dmem.ram\[0\]\[2\],26.6
net101,26.58
dmem.ram\[44\]\[2\],26.57
dmem.ram\[28\]\[11\],26.56
dmem.ram\[52\]\[14\],26.56
_05956_,26.54
_06151_,26.54
dmem.ram\[37\]\[6\],26.525
_03860_,26.52
dmem.ram\[36\]\[11\],26.52
id_rr_reg.pc_next_out\[14\],26.52
net368,26.52
regfile.registerFile\[6\]\[15\],26.515
dmem.ram\[32\]\[13\],26.5
dmem.ram\[55\]\[7\],26.5
imem.rom\[8\]\[15\],26.48
dmem.ram\[9\]\[15\],26.46
dmem.ram\[59\]\[15\],26.4
dmem.ram\[60\]\[7\],26.365
dmem.ram\[11\]\[1\],26.36
dmem.ram\[20\]\[6\],26.36
_03024_,26.34
dmem.ram\[28\]\[0\],26.34
dmem.ram\[10\]\[3\],26.325
dmem.ram\[28\]\[6\],26.325
_02167_,26.32
dmem.ram\[16\]\[13\],26.3
dmem.ram\[3\]\[6\],26.3
dmem.ram\[9\]\[5\],26.3
dmem.ram\[14\]\[9\],26.265
_02509_,26.26
_03695_,26.26
_03361_,26.24
dmem.ram\[36\]\[12\],26.24
dmem.ram\[40\]\[7\],26.24
dmem.ram\[44\]\[13\],26.22
dmem.ram\[36\]\[9\],26.215
dmem.ram\[17\]\[10\],26.2
regfile.registerFile\[3\]\[7\],26.19
dmem.ram\[59\]\[3\],26.16
regfile.registerFile\[5\]\[5\],26.16
_03995_,26.14
_05806_,26.14
dmem.ram\[46\]\[4\],26.1
dmem.ram\[4\]\[7\],26.1
_04948_,26.08
dmem.ram\[21\]\[1\],26.08
dmem.ram\[37\]\[3\],26.065
_01714_,26.06
